"TPLName","Region","Source","Accession","Scarification","GA3","Stratification","Light","Alternating","Tmean","Temperature","Germinated","Germinable","Sown"
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","None","Y","Y",25,"25C",5,84,100
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","Warm","Y","Y",9,"10C",84,91,100
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","Warm","Y","Y",17,"15C",37,93,100
"Kobresia myosuroides","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 220812-13  30T 349976 4778864 NA","N","N","Warm","Y","Y",25,"25C",34,84,100
"Kobresia myosuroides","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Kobresia myosuroides","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Kobresia myosuroides","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Kobresia myosuroides","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Kobresia myosuroides","Southern Alps","Mondoni","Italy Alp_050 NA NA","N","N","None","Y","N",30,"30C",0,39,40
"Kobresia pygmaea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Kobresia pygmaea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Kobresia pygmaea","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Kobresia pygmaea","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Kobresia setschwanensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Kobresia simpliciuscula","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_121574 NA NA","N","N","None","Y","N",20,"20C",4,9,9
"Kobresia simpliciuscula","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_121574 NA NA","N","N","None","Y","N",25,"25C",10,10,10
"Kobresia simpliciuscula","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_121574 NA NA","N","N","None","Y","N",30,"30C",8,10,10
"Kobresia simpliciuscula","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_130202 NA NA","N","N","None","Y","N",31,"30C",10,10,10
"Kobresia tibetica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Kobresia tibetica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Kobresia tibetica","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Kobresia tibetica","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Koeleria litvinowii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Koeleria litvinowii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Kunzea muelleri","Australian Alps","Venn","Australia Single -36.051083 148.521667","N","N","None","Y","N",8.5,"10C",0,30,30
"Kunzea muelleri","Australian Alps","Venn","Australia Single -36.051083 148.521667","N","N","None","Y","N",13.7,"15C",3,30,30
"Kunzea muelleri","Australian Alps","Venn","Australia Single -36.051083 148.521667","N","N","None","Y","N",18.4,"20C",0,30,30
"Kunzea muelleri","Australian Alps","Venn","Australia Single -36.051083 148.521667","N","N","None","Y","N",22.5,"20C",4,30,30
"Kunzea muelleri","Australian Alps","Venn","Australia Single -36.051083 148.521667","N","N","None","Y","N",26.7,"25C",0,30,30
"Kunzea muelleri","Australian Alps","Venn","Australia Single -36.051083 148.521667","N","N","None","Y","N",30.88,"30C",0,30,30
"Lagotis brachystachya","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Lagotis brachystachya","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Lancea tibetica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Lancea tibetica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Lancea tibetica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Lancea tibetica","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Lancea tibetica","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Laretia acaulis","Central Andes","Cavieres","Chile Chile -33.334693 -70.257939","N","N","Cold","Y","Y",20,"20C",0,75,75
"Laretia acaulis","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",7.5,"5C",13,275,275
"Laretia acaulis","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",15,"15C",10,125,125
"Laretia acaulis","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",20,"20C",18,75,75
"Laretia acaulis","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","None","Y","Y",7.5,"5C",0,165,165
"Leibnitzia nepalensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Leibnitzia nepalensis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Leibnitzia nepalensis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Leontodon hispidus","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",6.66666666666667,"5C",12,35,40
"Leontodon hispidus","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",10.6666666666667,"10C",36,55,60
"Leontodon hispidus","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",14.6666666666667,"15C",45,45,60
"Leontodon hispidus","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",18.6666666666667,"20C",49,49,60
"Leontodon hispidus","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",22.6666666666667,"25C",48,48,60
"Leontodon hispidus","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",116,120,120
"Leontodon hispidus","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",60,60,60
"Leontodon hispidus","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",0,60,60
"Leontodon hispidus","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",5,60,60
"Leontodon hispidus","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",37,60,60
"Leontodon hispidus","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",55,60,60
"Leontopodium nanum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Leontopodium nivale","Enscobase: Italy","Enscobase","Italy K_204004 NA NA","N","N","None","Y","N",10,"10C",1,20,20
"Leontopodium nivale","Enscobase: Italy","Enscobase","Italy K_204004 NA NA","N","N","None","Y","N",15,"15C",10,20,20
"Leontopodium nivale","Enscobase: Italy","Enscobase","Italy K_204004 NA NA","N","N","None","Y","N",25,"25C",19,20,20
"Leontopodium nivale","Enscobase: Italy","Enscobase","Italy K_204026 NA NA","N","N","None","Y","N",10,"10C",9,16,16
"Leontopodium nivale","Enscobase: Italy","Enscobase","Italy K_204026 NA NA","N","N","None","Y","N",15,"15C",13,20,20
"Leontopodium nivale","Enscobase: Italy","Enscobase","Italy K_204026 NA NA","N","N","None","Y","N",25,"25C",20,20,20
"Leontopodium nivale","Enscobase: Poland","Enscobase","Poland WARS_019/00 NA NA","N","N","None","Y","Y",21.66666667,"20C",350,500,500
"Leontopodium nivale","Enscobase: Poland","Enscobase","Poland WARS_040/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",280,500,500
"Leontopodium nivale","Enscobase: Poland","Enscobase","Poland WARS_041/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",320,500,500
"Leontopodium nivale","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",60,60,60
"Leontopodium nivale","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",60,60,60
"Leontopodium nivale","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",0,60,60
"Leontopodium nivale","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",2,60,60
"Leontopodium nivale","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",59,60,60
"Leontopodium nivale","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",60,60,60
"Leontopodium ochroleucum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Leontopodium souliei","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Leontopodium souliei","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Leontopodium souliei","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Lepidium apetalum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Lepidium apetalum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Lepidium apetalum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Lepidium apetalum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Lepidium apetalum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Lepidium capitatum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Lepidium capitatum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Lepidium latifolium","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Lepidium latifolium","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Lepidium latifolium","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Leucanthemopsis alpina","Southern Alps","Mondoni","Italy 157SO NA NA","N","Y","None","Y","Y",15,"15C",28,50,50
"Leucochrysum alpinum","Australian Alps","Satyanti","Australia 792171 NA NA","N","N","None","Y","Y",20,"20C",98,100,100
"Leucochrysum alpinum","Australian Alps","Satyanti","Australia 9609399 NA NA","N","N","None","Y","Y",20,"20C",0,15,30
"Leucochrysum alpinum","Australian Alps","Satyanti","Australia 9609399 NA NA","N","Y","None","Y","Y",20,"20C",0,15,30
"Ligularia macrodonta","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Ligularia macrodonta","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Ligularia macrodonta","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Ligularia virgaurea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Ligularia virgaurea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Ligularia virgaurea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,300
"Ligularia virgaurea","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Ligularia virgaurea","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Lilium martagon","Enscobase: Greece","Enscobase","Greece BBGK_05_2838 NA NA","N","N","None","N","N",21,"20C",35,50,50
"Lilium martagon","Enscobase: Greece","Enscobase","Greece BBGK_05_2889 NA NA","N","N","None","N","N",21,"20C",35,50,50
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_007/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",325,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_008/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",170,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_009/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",215,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_011/99 NA NA","N","N","None","Y","Y",21.66666667,"20C",410,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_015/02 NA NA","N","N","None","Y","Y",21.66666667,"20C",150,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_019/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",200,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_020/00 NA NA","N","N","None","N","Y",21.66666667,"20C",0,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_020/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",195,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_021/00 NA NA","N","N","None","N","Y",21.66666667,"20C",0,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_021/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",260,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_022/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",90,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_042/03 NA NA","N","N","None","Y","Y",21.66666667,"20C",245,500,500
"Lilium martagon","Enscobase: Poland","Enscobase","Poland WARS_054/04 NA NA","N","N","None","Y","Y",21.66666667,"20C",395,500,500
"Linaria alpina","Enscobase: Austria","Enscobase","Austria K_28802 NA NA","N","N","None","Y","N",5,"5C",0,20,20
"Linaria alpina","Enscobase: Austria","Enscobase","Austria K_28802 NA NA","N","N","None","Y","N",10,"10C",4,20,20
"Linaria alpina","Enscobase: Austria","Enscobase","Austria K_28802 NA NA","N","N","None","Y","N",15,"15C",10,19,19
"Linaria alpina","Enscobase: Austria","Enscobase","Austria K_28802 NA NA","N","N","None","Y","N",21,"20C",118,137,137
"Linaria alpina","Enscobase: Austria","Enscobase","Austria K_28802 NA NA","N","N","None","Y","Y",15,"15C",19,19,19
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","Cold","Y","N",15,"15C",0,30,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","Cold","Y","N",20,"20C",0,29,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","Cold","Y","N",25,"25C",0,29,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","Cold","Y","Y",7.5,"5C",0,28,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","Cold","Y","Y",15,"15C",1,30,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","Cold","Y","Y",20,"20C",0,27,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","Cold","Y","Y",25,"25C",0,28,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","None","Y","N",15,"15C",0,27,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","None","Y","N",20,"20C",0,58,60
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","None","Y","N",25,"25C",0,28,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","None","Y","Y",7.5,"5C",0,58,60
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","None","Y","Y",15,"15C",0,27,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","None","Y","Y",20,"20C",0,26,30
"Linaria alpina","Southern Alps","Mondoni","Italy 220SO NA NA","N","N","None","Y","Y",25,"25C",0,29,30
"Linaria alpina","Southern Alps","Mondoni","Italy 362SO NA NA","N","Y","None","Y","N",20,"20C",21,28,30
"Linaria alpina","Southern Alps","Mondoni","Italy 362SO NA NA","N","Y","None","Y","Y",20,"20C",24,30,30
"Linaria tonzigii","Southern Alps","Mondoni","Italy BG193  NA NA","N","Y","None","Y","N",20,"20C",16,20,20
"Linaria tonzigii","Southern Alps","Mondoni","Italy BG345 NA NA","N","Y","None","Y","N",20,"20C",42,42,50
"Linaria tonzigii","Southern Alps","Mondoni","Italy BG684 NA NA","N","Y","None","Y","Y",20,"20C",41,56,60
"Lloydia oxycarpa","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Lloydia oxycarpa","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Loasa caespitosa","Central Andes","Cavieres","Chile Chile -33.319379 -70.257939","N","N","Cold","Y","Y",7.5,"5C",12,225,225
"Loasa caespitosa","Central Andes","Cavieres","Chile Chile -33.319379 -70.257939","N","N","None","Y","Y",7.5,"5C",2,215,215
"Lomatogonium carinthiacum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Lomatogonium carinthiacum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Lomatogonium carinthiacum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1450
"Lomatogonium carinthiacum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Lomatogonium carinthiacum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Lomatogonium gamosepalum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Lomatogonium macranthum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1050
"Lomatogonium macranthum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Lomatogonium macranthum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Lonicera pyrenaica","Enscobase: France","Enscobase","France K_27805 NA NA","N","N","None","Y","Y",13.33333333,"15C",1,19,19
"Lonicera pyrenaica","Enscobase: France","Enscobase","France K_27805 NA NA","N","N","None","Y","Y",16,"15C",64,117,117
"Lonicera pyrenaica","Enscobase: France","Enscobase","France K_27805 NA NA","N","Y","None","Y","Y",13.33333333,"15C",10,19,19
"Lonicera pyrenaica","Enscobase: France","Enscobase","France K_27805 NA NA","Y","N","None","Y","Y",16,"15C",1,20,20
"Luzula acutifolia","Australian Alps","Satyanti","Australia 783440 NA NA","N","N","None","Y","Y",20,"20C",54,63,75
"Luzula acutifolia","Australian Alps","Satyanti","Australia 797746 NA NA","N","N","None","Y","Y",20,"20C",70,75,75
"Luzula acutifolia","Australian Alps","Venn","Australia Buller NA NA","N","N","None","Y","Y",11.1666666666667,"10C",131,133,160
"Luzula acutifolia","Australian Alps","Venn","Australia Buller NA NA","N","N","None","Y","Y",15.8333333333333,"15C",140,148,160
"Luzula acutifolia","Australian Alps","Venn","Australia Hotham NA NA","N","N","None","Y","Y",11.1666666666667,"10C",155,155,160
"Luzula acutifolia","Australian Alps","Venn","Australia Hotham NA NA","N","N","None","Y","Y",15.8333333333333,"15C",137,147,160
"Luzula acutifolia","Australian Alps","Venn","Australia Stirling NA NA","N","N","None","Y","Y",11.1666666666667,"10C",146,158,160
"Luzula acutifolia","Australian Alps","Venn","Australia Stirling NA NA","N","N","None","Y","Y",15.8333333333333,"15C",152,158,160
"Luzula alpinopilosa","Southern Alps","Mondoni","Italy Alp_090 NA NA","N","N","None","Y","N",20,"20C",39,40,40
"Luzula brachyphylla","Central Andes","Briceño","Chile Mocho-Choshuenco16 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",12,120,120
