"TPLName","Region","Source","Accession","Scarification","GA3","Stratification","Light","Alternating","Tmean","Temperature","Germinated","Germinable","Sown"
"Saxifraga oppositifolia","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-05  30T 353889 4772278 NA","N","N","Warm","Y","Y",9,"10C",8,72,100
"Saxifraga oppositifolia","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-05  30T 353889 4772278 NA","N","N","Warm","Y","Y",17,"15C",2,60,100
"Saxifraga oppositifolia","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-05  30T 353889 4772278 NA","N","N","Warm","Y","Y",25,"25C",1,56,100
"Saxifraga oppositifolia","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127255 NA NA","N","N","None","Y","N",16,"15C",10,10,10
"Saxifraga oppositifolia","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_128908 NA NA","N","N","None","Y","N",11,"10C",7,9,9
"Saxifraga oppositifolia","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_128908 NA NA","N","N","None","Y","N",16,"15C",2,10,10
"Saxifraga oppositifolia","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_128908 NA NA","N","N","None","Y","Y",16,"15C",1,10,10
"Saxifraga oppositifolia","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_128908 NA NA","N","Y","None","Y","N",16,"15C",4,9,9
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO474 NA NA","N","Y","None","Y","Y",15,"15C",10,44,50
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","Cold","Y","N",15,"15C",18,27,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","Cold","Y","N",20,"20C",7,24,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","Cold","Y","Y",7.5,"5C",12,23,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","Cold","Y","Y",15,"15C",4,23,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","Cold","Y","Y",20,"20C",3,25,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","Cold","Y","Y",25,"25C",0,21,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","None","Y","N",15,"15C",6,18,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","None","Y","N",20,"20C",0,20,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","None","Y","Y",7.5,"5C",1,20,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","None","Y","Y",15,"15C",0,18,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","None","Y","Y",20,"20C",0,19,30
"Saxifraga oppositifolia","Southern Alps","Mondoni","Italy SO595 NA NA","N","N","None","Y","Y",25,"25C",0,16,30
"Saxifraga paniculata","Southern Alps","Mondoni","Italy SO204 NA NA","N","Y","None","Y","N",20,"20C",19,19,30
"Saxifraga rivularis","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_122663 NA NA","N","N","None","Y","N",15,"15C",20,20,20
"Saxifraga rivularis","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_122663 NA NA","N","N","None","Y","N",16,"15C",18,18,18
"Saxifraga stellaris","Southern Alps","Mondoni","Italy ALP_030  NA NA","N","N","None","Y","N",10,"10C",23,69,75
"Saxifraga stellaris","Southern Alps","Mondoni","Italy ALP_030  NA NA","N","N","None","Y","N",20,"20C",49,58,75
"Saxifraga stellaris","Southern Alps","Mondoni","Italy SO261 NA NA","N","Y","None","Y","Y",15,"15C",50,50,50
"Saxifraga stellaris","Southern Alps","Mondoni","Italy SO523 NA NA","N","Y","None","Y","Y",15,"15C",39,39,50
"Saxifraga tangutica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Saxifraga tangutica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Schizanthus grahamii","Central Andes","Cavieres","Chile Chile -33.334693 -70.257939","N","N","Cold","Y","Y",20,"20C",13,75,75
"Schizanthus grahamii","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",7.5,"5C",72,240,240
"Schizanthus grahamii","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",15,"15C",58,125,125
"Schizanthus grahamii","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","Cold","Y","Y",20,"20C",14,75,75
"Schizanthus grahamii","Central Andes","Cavieres","Chile Chile -33.334693 -70.28544","N","N","None","Y","Y",7.5,"5C",60,240,240
"Schizanthus hookeri","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",7.5,"5C",155,330,330
"Schizanthus hookeri","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",15,"15C",119,125,125
"Schizanthus hookeri","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",20,"20C",106,150,150
"Schizanthus hookeri","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","None","Y","Y",7.5,"5C",17,240,240
"Scleranthus singuliflorus","Australian Alps","Satyanti","Australia 808772 NA NA","N","N","None","Y","Y",20,"20C",21,51,75
"Scleranthus singuliflorus","Australian Alps","Satyanti","Australia 808772 NA NA","N","N","Warm","Y","Y",20,"20C",10,75,75
"Scleranthus singuliflorus","Australian Alps","Satyanti","Australia 808772 NA NA","N","Y","None","Y","Y",20,"20C",18,66,75
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","Cold","Y","Y",9,"10C",21,49,100
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","Cold","Y","Y",17,"15C",39,40,100
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","Cold","Y","Y",25,"25C",45,49,100
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","None","N","N",3,"5C",11,138,300
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","None","Y","Y",9,"10C",16,57,100
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","None","Y","Y",17,"15C",50,54,100
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","None","Y","Y",25,"25C",41,42,100
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","Warm","Y","Y",9,"10C",55,57,100
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","Warm","Y","Y",17,"15C",51,54,100
"Scorzoneroides cantabrica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 280813-04  30T 340203 4773152 NA","N","N","Warm","Y","Y",25,"25C",41,42,100
"Scorzoneroides helvetica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",101,120,120
"Scorzoneroides helvetica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",116,120,120
"Scorzoneroides helvetica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",0,60,60
"Scorzoneroides helvetica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",3,60,60
"Scorzoneroides helvetica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",42,60,60
"Scorzoneroides helvetica","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",57,60,60
"Sedum ulricae","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","N","None","Y","N",16,"15C",3,18,18
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","N","None","Y","N",25,"25C",13,32,32
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","N","None","Y","Y",16,"15C",0,20,20
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","N","None","Y","Y",18.33333333,"20C",9,17,17
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","Y","None","Y","N",10,"10C",14,20,20
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","Y","None","Y","N",16,"15C",23,40,40
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","Y","None","Y","N",20,"20C",53,56,56
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","Y","None","Y","N",25,"25C",27,34,34
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","Y","None","Y","Y",13.33333333,"15C",14,19,19
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","Y","None","Y","Y",16,"15C",8,20,20
"Sedum villosum","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_127439 NA NA","N","Y","None","Y","Y",18.33333333,"20C",35,38,38
"Senecio bipontinii","Central Andes","Briceño","Chile Mocho-Choshuenco42 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",32,120,120
"Senecio bipontinii","Central Andes","Briceño","Chile Mocho-Choshuenco42 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",85,120,120
"Senecio chionophilus","Central Andes","Briceño","Chile Mocho-Choshuenco45 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",45,120,120
"Senecio chionophilus","Central Andes","Briceño","Chile Mocho-Choshuenco45 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",78,120,120
"Senecio chionophilus","Central Andes","Briceño","Chile Mocho-Choshuenco59 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",20,120,120
"Senecio chionophilus","Central Andes","Briceño","Chile Mocho-Choshuenco59 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",82,120,120
"Senecio doronicum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",60,60,60
"Senecio doronicum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",116,120,120
"Senecio doronicum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",54,60,60
"Senecio doronicum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",15,60,60
"Senecio doronicum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",56,60,60
"Senecio doronicum","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",54,60,60
"Senecio dubitabilis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Senecio dubitabilis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Senecio dubitabilis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Senecio dubitabilis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Senecio dubitabilis","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Senecio eruciformis","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",7.5,"5C",281,330,330
"Senecio eruciformis","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",15,"15C",108,150,150
"Senecio eruciformis","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",20,"20C",106,150,150
"Senecio eruciformis","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","None","Y","Y",7.5,"5C",73,240,240
"Senecio gunnii","Australian Alps","Satyanti","Australia 792165 NA NA","N","N","None","Y","Y",20,"20C",74,75,75
"Senecio gunnii","Australian Alps","Satyanti","Australia 792165 NA NA","N","Y","None","Y","Y",20,"20C",73,75,75
"Senecio squalidus","Apennines","Mondoni","Italy 2CT NA NA","N","N","None","Y","N",15,"15C",15,15,30
"Senecio squalidus","Apennines","Mondoni","Italy 2CT NA NA","N","N","None","Y","N",20,"20C",13,13,30
"Senecio squalidus","Apennines","Mondoni","Italy 2CT NA NA","N","N","None","Y","Y",20,"20C",13,22,30
"Senecio squalidus","Apennines","Mondoni","Italy 2CT NA NA","N","Y","None","Y","N",15,"15C",12,12,30
"Senecio squalidus","Apennines","Mondoni","Italy 2CT NA NA","N","Y","None","Y","N",20,"20C",12,22,30
"Senecio squalidus","Apennines","Mondoni","Italy 2CT NA NA","N","Y","None","Y","Y",20,"20C",16,16,30
"Senecio thianschanicus","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Senecio thianschanicus","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Sesleria albicans","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","N","N","None","Y","Y",6.66666666666667,"5C",54,148,200
"Sesleria albicans","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","N","N","None","Y","Y",10.6666666666667,"10C",152,168,200
"Sesleria albicans","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","N","N","None","Y","Y",14.6666666666667,"15C",167,167,200
"Sesleria albicans","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","N","N","None","Y","Y",18.6666666666667,"20C",148,157,200
"Sesleria albicans","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","N","N","None","Y","Y",22.6666666666667,"25C",168,177,200
"Sesleria albicans","Northern Alps","Rosbakh","Germany NA 47.554591 12.823523","N","N","None","Y","Y",26.6666666666667,"25C",79,150,200
"Sesleria caerulea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",51,120,120
"Sesleria caerulea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",7,60,60
"Sesleria caerulea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",5,60,60
"Sesleria caerulea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",41,60,60
"Sesleria caerulea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",59,60,60
"Sesleria caerulea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",57,60,60
"Sesleria caerulea","Southern Alps","Mondoni","Italy 130 AQ NA NA","N","N","None","Y","N",15,"15C",111,114,130
"Sesleria caerulea","Southern Alps","Mondoni","Italy 130 AQ NA NA","N","N","None","Y","N",20,"20C",22,27,30
"Sesleria caerulea","Southern Alps","Mondoni","Italy 130 AQ NA NA","N","Y","None","Y","N",15,"15C",24,25,30
"Sesleria caerulea","Southern Alps","Mondoni","Italy 130 AQ NA NA","N","Y","None","Y","N",20,"20C",29,29,30
"Sesleria caerulea","Southern Alps","Mondoni","Italy 24BL NA NA","N","N","None","Y","N",15,"15C",25,26,30
"Sesleria caerulea","Southern Alps","Mondoni","Italy 24BL NA NA","N","N","None","Y","N",20,"20C",22,27,30
"Sesleria caerulea","Southern Alps","Mondoni","Italy 24BL NA NA","N","Y","None","Y","N",15,"15C",24,25,30
"Sesleria caerulea","Southern Alps","Mondoni","Italy 24BL NA NA","N","Y","None","Y","N",20,"20C",29,29,30
"Sesleria caerulea","Southern Alps","Mondoni","Italy 66SO NA NA","N","Y","None","Y","N",20,"20C",27,27,50
"Sesleria sphaerocephala","Southern Alps","Mondoni","Italy 10BL NA NA","N","N","None","Y","N",15,"15C",13,14,30
"Sesleria sphaerocephala","Southern Alps","Mondoni","Italy 10BL NA NA","N","N","None","Y","N",20,"20C",10,16,30
"Sesleria sphaerocephala","Southern Alps","Mondoni","Italy 10BL NA NA","N","Y","None","Y","N",15,"15C",18,25,30
"Sesleria sphaerocephala","Southern Alps","Mondoni","Italy 10BL NA NA","N","Y","None","Y","N",20,"20C",17,27,30
"Sibbaldia procumbens","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",6.66666666666667,"5C",4,90,90
"Sibbaldia procumbens","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",10.6666666666667,"10C",59,90,90
"Sibbaldia procumbens","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",14.6666666666667,"15C",83,90,90
"Sibbaldia procumbens","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",18.6666666666667,"20C",88,90,90
"Sibbaldia procumbens","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",22.6666666666667,"25C",82,90,90
"Sibbaldia procumbens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Sibbaldia procumbens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Sibbaldia procumbens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Sibbaldia procumbens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Sibbaldia procumbens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Sibbaldia procumbens","Southern Alps","Mondoni","Italy 212SO NA NA","N","Y","None","Y","Y",15,"15C",26,50,50
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","Cold","Y","Y",9,"10C",53,95,100
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","Cold","Y","Y",17,"15C",87,90,100
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","Cold","Y","Y",25,"25C",89,90,100
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","None","N","N",3,"5C",62,275,300
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","None","Y","Y",9,"10C",23,94,100
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","None","Y","Y",17,"15C",93,94,100
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","None","Y","Y",25,"25C",94,95,100
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","Warm","Y","Y",9,"10C",93,94,100
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","Warm","Y","Y",17,"15C",93,94,100
"Silene acaulis","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-01  30T 351075 4782733 NA","N","N","Warm","Y","Y",25,"25C",93,94,100
"Silene acaulis","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_121286 NA NA","N","N","None","Y","N",21,"20C",10,10,10
"Silene acaulis","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_129433 NA NA","N","N","None","Y","N",21,"20C",10,10,10
"Silene acaulis","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",6.66666666666667,"5C",1,200,200
"Silene acaulis","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",10.6666666666667,"10C",7,200,200
"Silene acaulis","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",14.6666666666667,"15C",66,200,200
"Silene acaulis","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",18.6666666666667,"20C",181,200,200
"Silene acaulis","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",22.6666666666667,"25C",191,200,200
"Silene acaulis","Northern Alps","Rosbakh","Germany NA 47.529166 12.91628","N","N","None","Y","Y",26.6666666666667,"25C",170,200,200
"Silene acaulis","Southern Alps","Mondoni","Italy 340SO NA NA","N","N","None","Y","N",20,"20C",19,29,30
"Silene acaulis","Southern Alps","Mondoni","Italy 340SO NA NA","N","Y","None","Y","N",20,"20C",30,30,30
"Silene acaulis","Southern Alps","Mondoni","Italy 46 AQ NA NA","N","N","None","Y","N",15,"15C",6,28,30
"Silene acaulis","Southern Alps","Mondoni","Italy 46 AQ NA NA","N","N","None","Y","N",20,"20C",23,30,30
"Silene acaulis","Southern Alps","Mondoni","Italy 46 AQ NA NA","N","N","None","Y","N",25,"25C",20,30,30
"Silene acaulis","Southern Alps","Mondoni","Italy 46 AQ NA NA","N","Y","None","Y","N",25,"25C",28,30,30
"Silene acaulis","Southern Alps","Mondoni","Italy 76SO NA NA","N","N","None","Y","N",20,"20C",42,50,50
"Silene andicola","Central Andes","Briceño","Chile Mocho-Choshuenco37 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",24,120,120
"Silene andicola","Central Andes","Briceño","Chile Mocho-Choshuenco37 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",99,120,120
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","Cold","Y","Y",9,"10C",26,84,100
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","Cold","Y","Y",17,"15C",32,94,100
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","Cold","Y","Y",25,"25C",49,93,100
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","None","N","N",3,"5C",35,271,300
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","None","Y","Y",9,"10C",19,97,100
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","None","Y","Y",17,"15C",29,91,100
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","None","Y","Y",25,"25C",29,91,100
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","Warm","Y","Y",9,"10C",28,97,100
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","Warm","Y","Y",17,"15C",43,91,100
"Silene ciliata","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 210812-04  30T 351075 4782733 NA","N","N","Warm","Y","Y",25,"25C",49,91,100
"Silene himalayensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Silene himalayensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Silene rupestris","Apennines","Mondoni","Italy 22RE NA NA","N","N","None","Y","N",15,"15C",25,25,25
"Silene rupestris","Apennines","Mondoni","Italy 22RE NA NA","N","N","None","Y","N",20,"20C",23,25,25
"Silene rupestris","Apennines","Mondoni","Italy 23RE NA NA","N","N","None","Y","N",15,"15C",25,25,25
"Silene rupestris","Apennines","Mondoni","Italy 23RE NA NA","N","N","None","Y","N",20,"20C",25,25,25
"Silene rupestris","Southern Alps","Mondoni","Italy 185SO NA NA","N","N","None","Y","N",15,"15C",20,25,25
"Silene rupestris","Southern Alps","Mondoni","Italy 185SO NA NA","N","N","None","Y","N",20,"20C",46,73,75
"Silene rupestris","Southern Alps","Mondoni","Italy 186SO NA NA","N","N","None","Y","N",15,"15C",23,25,25
"Silene rupestris","Southern Alps","Mondoni","Italy 186SO NA NA","N","N","None","Y","N",20,"20C",23,25,25
"Silene rupestris","Southern Alps","Mondoni","Italy 187SO NA NA","N","N","None","Y","N",15,"15C",19,25,25
"Silene rupestris","Southern Alps","Mondoni","Italy 187SO NA NA","N","N","None","Y","N",20,"20C",20,25,25
"Silene rupestris","Southern Alps","Mondoni","Italy 387SO NA NA","N","N","None","Y","N",15,"15C",27,27,30
"Silene rupestris","Southern Alps","Mondoni","Italy 387SO NA NA","N","N","None","Y","N",20,"20C",18,21,30
"Silene rupestris","Southern Alps","Mondoni","Italy 387SO NA NA","N","Y","None","Y","N",20,"20C",24,30,30
"Silene rupestris","Southern Alps","Mondoni","Italy 49 AQ NA NA","N","N","None","Y","N",15,"15C",27,27,30
"Silene rupestris","Southern Alps","Mondoni","Italy 49 AQ NA NA","N","N","None","Y","N",20,"20C",18,21,30
"Silene rupestris","Southern Alps","Mondoni","Italy 49 AQ NA NA","N","Y","None","Y","N",20,"20C",24,30,30
"Silene suecica","Apennines","Mondoni","Italy 17RE NA NA","N","N","None","Y","N",20,"20C",20,25,25
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","Cold","Y","Y",9,"10C",24,97,100
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","Cold","Y","Y",17,"15C",56,94,100
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","Cold","Y","Y",25,"25C",53,90,100
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","None","N","N",3,"5C",3,281,300
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","None","Y","Y",9,"10C",4,89,100
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","None","Y","Y",17,"15C",59,95,100
