"Taxon","TPLName","Familia","Alpine","Source","Country"
"Centaurea scabiosa","Centaurea scabiosa","Compositae","Lowland","Mondoni","Italy"
"Cerastium latifolium","Cerastium latifolium","Caryophyllaceae","Strict","Mondoni","Italy"
"Cerastium pedunculatum","Cerastium pedunculatum","Caryophyllaceae","Strict","Mondoni","Italy"
"Cerastium uniflorum","Cerastium uniflorum","Caryophyllaceae","Strict","Mondoni","Italy"
"Cirsium spinosissimum","Cirsium spinosissimum","Compositae","Strict","Mondoni","Italy"
"Crepis albida","Crepis albida","Compositae","Lowland","Mondoni","Italy"
"Dianthus carthusianorum","Dianthus carthusianorum","Caryophyllaceae","Lowland","Mondoni","Italy"
"Dianthus deltoides","Dianthus deltoides","Caryophyllaceae","Lowland","Mondoni","Italy"
"Dianthus sylvestris","Dianthus sylvestris","Caryophyllaceae","Lowland","Mondoni","Italy"
"Draba hoppeana","Draba hoppeana","Brassicaceae","Strict","Mondoni","Italy"
"Draba stylaris","Draba stylaris","Brassicaceae","Strict","Mondoni","Italy"
"Eriophorum angustifolium","Eriophorum angustifolium","Cyperaceae","Generalist","Mondoni","Italy"
"Eriophorum scheuchzeri","Eriophorum scheuchzeri","Cyperaceae","Strict","Mondoni","Italy"
"Eriophorum vaginatum","Eriophorum vaginatum","Cyperaceae","Lowland","Mondoni","Italy"
"Euphrasia alpina","Bartsia alpina","Orobanchaceae","Generalist","Mondoni","Italy"
"Festuca alpina","Festuca alpina","Poaceae","Strict","Mondoni","Italy"
"Festuca halleri","Festuca halleri","Poaceae","Strict","Tudela","Italy"
"Festuca luedii","Festuca scabriculmis","Poaceae","Strict","Mondoni","Italy"
"Festuca nigricans","Festuca violacea","Poaceae","Strict","Tudela","Italy"
"Festuca norica","Festuca norica","Poaceae","Strict","Mondoni","Italy"
"Festuca pumila","Festuca quadriflora","Poaceae","Strict","Tudela","Italy"
"Festuca spectabilis","Festuca spectabilis","Poaceae","Lowland","Mondoni","Italy"
"Festuca violacea","Festuca violacea","Poaceae","Strict","Mondoni","Italy"
"Galium centroniae","Galium centroniae","Rubiaceae","Lowland","Mondoni","Italy"
"Galium montis-arerae","Galium montis-arerae","Rubiaceae","Strict","Mondoni","Italy"
"Gentiana acaulis","Gentiana acaulis","Gentianaceae","Strict","Tudela","Italy"
"Gentiana acaulis","Gentiana acaulis","Gentianaceae","Strict","Mondoni","Italy"
"Gentiana brachyphylla","Gentiana brachyphylla","Gentianaceae","Strict","Mondoni","Italy"
"Gentiana lutea","Gentiana lutea","Gentianaceae","Lowland","Mondoni","Italy"
"Gentiana tenella","Comastoma tenellum","Gentianaceae","Strict","Mondoni","Italy"
"Gentiana verna","Gentiana verna","Gentianaceae","Generalist","Tudela","Italy"
"Gentiana verna","Gentiana verna","Gentianaceae","Generalist","Mondoni","Italy"
"Gentianella anisodonta","Gentianella anisodonta","Gentianaceae","Strict","Tudela","Italy"
"Geum montanum","Geum montanum","Rosaceae","Strict","Tudela","Italy"
"Helictochloa versicolor","Helictochloa versicolor","Poaceae","Strict","Tudela","Italy"
"Helictotrichon versicolor","Helictotrichon versicolor","Poaceae","Strict","Mondoni","Italy"
"Hornungia pauciflora","Hornungia pauciflora","Brassicaceae","Lowland","Mondoni","Italy"
"Hypericum maculatum","Hypericum maculatum","Hypericaceae","Lowland","Mondoni","Italy"
"Hypericum richeeri","Hypericum richeri","Hypericaceae","Lowland","Mondoni","Italy"
"Juncus trifidus","Juncus trifidus","Juncaceae","Strict","Mondoni","Italy"
"Laserpitium nitidum","Laserpitium nitidum","Apiaceae","Lowland","Mondoni","Italy"
"Laserpitium peucedanoides","Laserpitium peucedanoides","Apiaceae","Lowland","Mondoni","Italy"
"Leontodon hispidus","Leontodon hispidus","Compositae","Generalist","Rosbakh","Russia"
"Leontodon hispidus","Leontodon hispidus","Compositae","Generalist","Tudela","Italy"
"Leucanthemopsis alpina","Leucanthemopsis alpina","Compositae","Strict","Mondoni","Italy"
"Leucanthemum vulgare","Leucanthemum vulgare","Compositae","Lowland","Mondoni","Italy"
"Linaria tonzigii","Linaria tonzigii","Plantaginaceae","Strict","Mondoni","Italy"
"Lotus corniculatus","Lotus corniculatus","Leguminosae","Lowland","Tudela","Italy"
"Luzula alpinopilosa","Luzula alpinopilosa","Juncaceae","Strict","Mondoni","Italy"
"Luzula campestris","Luzula campestris","Juncaceae","Lowland","Mondoni","Italy"
"Menyanthes trifoliata","Menyanthes trifoliata","Menyanthaceae","Lowland","Mondoni","Italy"
"Minuartia graminifolia","Minuartia graminifolia","Caryophyllaceae","Lowland","Mondoni","Italy"
"Minuartia verna subsp. verna","Minuartia verna","Caryophyllaceae","Generalist","Tudela","Italy"
"Moehringia glaucovirens","Moehringia glaucovirens","Caryophyllaceae","Lowland","Mondoni","Italy"
"Nardus stricta","Nardus stricta","Poaceae","Generalist","Rosbakh","Russia"
"Nardus stricta","Nardus stricta","Poaceae","Generalist","Tudela","Italy"
"Odontarrhena argentea","Alyssum murale","Brassicaceae","Lowland","Mondoni","Italy"
"Oxyria digyna","Oxyria digyna","Polygonaceae","Strict","Mondoni","Italy"
"Papaver rhaeticum","Papaver alpinum","Papaveraceae","Strict","Mondoni","Italy"
"Pedicularis palustris","Pedicularis palustris","Orobanchaceae","Lowland","Mondoni","Italy"
"Pedicularis tuberosa","Pedicularis tuberosa","Orobanchaceae","Strict","Tudela","Italy"
"Phleum rhaeticum","Phleum alpinum","Poaceae","Strict","Tudela","Italy"
"Phleum rhaeticum","Phleum alpinum","Poaceae","Strict","Mondoni","Italy"
"Phyteuma hemisphaericum","Phyteuma hemisphaericum","Campanulaceae","Strict","Tudela","Italy"
"Phyteuma orbiculare","Phyteuma orbiculare","Campanulaceae","Lowland","Tudela","Italy"
"Phyteuma scheuchzeri","Phyteuma scheuchzeri","Campanulaceae","Lowland","Mondoni","Italy"
"Phyteuma sieberi","Phyteuma sieberi","Campanulaceae","Strict","Mondoni","Italy"
"Pilosella officinarum","Pilosella officinarum","Compositae","Generalist","Tudela","Italy"
"Pinguicula leptoceras","Pinguicula leptoceras","Lentibulariaceae","Generalist","Mondoni","Italy"
"Pinguicula poldinii","Pinguicula poldinii","Lentibulariaceae","Lowland","Mondoni","Italy"
"Plantago alpina","Plantago alpina","Plantaginaceae","Strict","Mondoni","Italy"
"Plantago atrata","Plantago atrata","Plantaginaceae","Strict","Mondoni","Italy"
"Plantago lanceolata","Plantago lanceolata","Plantaginaceae","Lowland","Mondoni","Italy"
"Plantago serpentina","Plantago maritima","Plantaginaceae","Lowland","Mondoni","Italy"
"Polygala alpina","Polygala alpina","Polygalaceae","Strict","Tudela","Italy"
"Potentilla aurea","Potentilla aurea","Rosaceae","Strict","Tudela","Italy"
"Potentilla grammopetala","Potentilla grammopetala","Rosaceae","Lowland","Mondoni","Italy"
"Primula farinosa","Primula farinosa","Primulaceae","Generalist","Tudela","Italy"
"Primula farinosa","Primula farinosa","Primulaceae","Generalist","Mondoni","Italy"
"Primula glaucescens","Primula glaucescens","Primulaceae","Generalist","Mondoni","Italy"
"Primula integrifolia","Primula integrifolia","Primulaceae","Strict","Mondoni","Italy"
"Primula matthioli","Primula matthioli","Primulaceae","Lowland","Mondoni","Italy"
"Pulsatilla alpina","Anemone alpina","Ranunculaceae","Strict","Tudela","Italy"
"Pulsatilla alpina","Anemone alpina","Ranunculaceae","Strict","Mondoni","Italy"
"Pulsatilla vernalis","Anemone vernalis","Ranunculaceae","Strict","Tudela","Italy"
"Ranunculus montanum","Ranunculus montanus","Ranunculaceae","Generalist","Tudela","Italy"
"Rhaponticum bicknellii","Rhaponticum bicknellii","Compositae","Lowland","Mondoni","Italy"
"Rhinanthus glacialis","Rhinanthus glacialis","Orobanchaceae","Generalist","Tudela","Italy"
"Rhododendron ferrugineum","Rhododendron ferrugineum","Ericaceae","Strict","Mondoni","Italy"
"Ribes alpinum","Ribes alpinum","Grossulariaceae","Lowland","Mondoni","Italy"
"Rumex alpestris","Rumex alpestris","Polygonaceae","Strict","Rosbakh","Russia"
"Rumex alpestris","Rumex alpestris","Polygonaceae","Strict","Mondoni","Italy"
"Sanguisorba dodecandra","Sanguisorba dodecandra","Rosaceae","Lowland","Mondoni","Italy"
"Saponaria lutea","Saponaria lutea","Caryophyllaceae","Strict","Mondoni","Italy"
"Saxifraga aizoides","Saxifraga aizoides","Saxifragaceae","Generalist","Mondoni","Italy"
"Saxifraga bryoides","Saxifraga bryoides","Saxifragaceae","Strict","Mondoni","Italy"
"Saxifraga caesia","Saxifraga caesia","Saxifragaceae","Strict","Mondoni","Italy"
"Saxifraga exarata","Saxifraga exarata","Saxifragaceae","Strict","Mondoni","Italy"
"Saxifraga hostii","Saxifraga hostii","Saxifragaceae","Generalist","Mondoni","Italy"
"Saxifraga paniculata","Saxifraga paniculata","Saxifragaceae","Generalist","Mondoni","Italy"
"Saxifraga stellaris","Saxifraga stellaris","Saxifragaceae","Strict","Mondoni","Italy"
"Saxifraga vandellii","Saxifraga vandellii","Saxifragaceae","Lowland","Mondoni","Italy"
"Scorzoneroides helvetica","Scorzoneroides helvetica","Compositae","Strict","Tudela","Italy"
"Senecio cordatus","Senecio integerrimus","Compositae","Lowland","Mondoni","Italy"
"Senecio doronicum","Senecio doronicum","Compositae","Strict","Tudela","Italy"
"Senecio incanus ","Jacobaea incana","Compositae","Strict","Mondoni","Italy"
"Senecio squalidus","Senecio squalidus","Compositae","Generalist","Mondoni","Italy"
"Serratula tinctoria","Serratula tinctoria","Compositae","Lowland","Tudela","Italy"
"Sesleria caerulea","Sesleria caerulea","Poaceae","Generalist","Tudela","Italy"
"Sesleria sphaerocephala","Sesleria sphaerocephala","Poaceae","Strict","Mondoni","Italy"
"Sesleria varia","Sesleria caerulea","Poaceae","Generalist","Mondoni","Italy"
"Silene dioica","Silene dioica","Caryophyllaceae","Lowland","Mondoni","Italy"
"Silene nutans","Silene nutans","Caryophyllaceae","Lowland","Mondoni","Italy"
"Silene quadridentata","Silene quadridentata","Caryophyllaceae","Lowland","Mondoni","Italy"
"Silene rupestris","Silene rupestris","Caryophyllaceae","Generalist","Mondoni","Italy"
"Silene saxifraga","Silene saxifraga","Caryophyllaceae","Lowland","Mondoni","Italy"
"Silene vallesia","Silene vallesia","Caryophyllaceae","Generalist","Mondoni","Italy"
"Silene vulgaris","Silene vulgaris","Caryophyllaceae","Generalist","Mondoni","Italy"
"Silene vulgaris ","Silene vulgaris","Caryophyllaceae","Generalist","Mondoni","Italy"
"Solidago virgaurea","Solidago virgaurea","Compositae","Generalist","Tudela","Italy"
"Solidago virgaurea","Solidago virgaurea","Compositae","Generalist","Mondoni","Italy"
"Taraxacum alpinum","Taraxacum alpinum","Compositae","Strict","Mondoni","Italy"
"Trifolium pratense","Trifolium pratense","Leguminosae","Generalist","Mondoni","Italy"
"Trifolium thalii","Trifolium thalii","Leguminosae","Strict","Mondoni","Italy"
"Trollius europaeus","Trollius europaeus","Ranunculaceae","Generalist","Mondoni","Italy"
"Turritis brassica","Turritis brassica","Brassicaceae","Lowland","Mondoni","Italy"
"Vaccinium uliginosum","Vaccinium uliginosum","Ericaceae","Lowland","Mondoni","Italy"
"Valeriana montana","Valeriana montana","Caprifoliaceae","Lowland","Tudela","Italy"
"Verbascum alpinum","Verbascum alpinum","Scrophulariaceae","Lowland","Mondoni","Italy"
"Verbascum thapsus","Verbascum thapsus","Scrophulariaceae","Lowland","Mondoni","Italy"
"Veronica allionii","Veronica allionii","Plantaginaceae","Strict","Mondoni","Italy"
"Veronica aphylla","Veronica aphylla","Plantaginaceae","Strict","Mondoni","Italy"
"Veronica bellidioides","Veronica bellidioides","Plantaginaceae","Strict","Mondoni","Italy"
"Veronica fruticans","Veronica fruticans","Plantaginaceae","Strict","Mondoni","Italy"
"Viola comollia","Viola comollia","Violaceae","Strict","Mondoni","Italy"
"Anhyllis vulneraria","Anthyllis vulneraria","Leguminosae","Generalist","Rosbakh","Russia"
"Arenaria lychnidea","Eremogone lychnidea","Caryophyllaceae","Strict","Rosbakh","Russia"
"Campanula collina","Campanula collina","Campanulaceae","Strict","Rosbakh","Russia"
"Festuca varia","Festuca varia","Poaceae","Generalist","Rosbakh","Russia"
"Matricaria caucasica","Matricaria breviradiata","Compositae","Strict","Rosbakh","Russia"
"Potentilla verna","Potentilla grandiflora","Rosaceae","Generalist","Rosbakh","Russia"
"Scorzonera cana","Podospermum canum","Compositae","Generalist","Rosbakh","Russia"
"Taraxacum confusum","Taraxacum confusum","Compositae","Strict","Rosbakh","Russia"
"Taraxacum stevenii","Taraxacum stevenii","Compositae","Strict","Rosbakh","Russia"
"Trifolium polyphyllum","Trifolium polyphyllum","Leguminosae","Strict","Rosbakh","Russia"
"Androsace villosa","Androsace villosa","Primulaceae","Generalist","Fernández-Pascual Plant Biol","Spain"
"Arenaria erinacea","Arenaria erinacea","Caryophyllaceae","Generalist","Fernández-Pascual Plant Biol","Spain"
"Arenaria grandiflora subsp. incrassata","Arenaria grandiflora","Caryophyllaceae","Generalist","Fernández-Pascual Plant Biol","Spain"
"Arenaria purpurascens","Arenaria purpurascens","Caryophyllaceae","Strict","Fernández-Pascual Plant Biol","Spain"
"Armeria cantabrica","Armeria cantabrica","Plumbaginaceae","Strict","Fernández-Pascual Plant Biol","Spain"
"Avenula sulcata","Helictotrichon marginatum","Poaceae","Generalist","Fernández-Pascual Plant Biol","Spain"
"Carex asturica","Carex asturica","Cyperaceae","Generalist","Fernández-Pascual Plant Biol","Spain"
"Festuca eskia","Festuca eskia","Poaceae","Strict","Fernández-Pascual Plant Biol","Spain"
"Fritillaria legionensis","Fritillaria legionensis","Liliaceae","Strict","Fernández-Pascual Plant Biol","Spain"
"Jasione cavanillesii","Jasione cavanillesii","Campanulaceae","Strict","Fernández-Pascual Plant Biol","Spain"
"Jurinea humilis","Jurinea humilis","Compositae","Generalist","Fernández-Pascual Plant Biol","Spain"
"Lychnis alpina","Silene suecica","Caryophyllaceae","Strict","Fernández-Pascual Plant Biol","Spain"
"Polygonum viviparum","Persicaria vivipara","Polygonaceae","Strict","Fernández-Pascual Plant Biol","Spain"
"Rumex suffruticosus","Rumex suffruticosus","Polygonaceae","Strict","Fernández-Pascual Plant Biol","Spain"
"Scorzoneroides cantabrica","Scorzoneroides cantabrica","Compositae","Strict","Fernández-Pascual Plant Biol","Spain"
"Silene ciliata","Silene ciliata","Caryophyllaceae","Generalist","Fernández-Pascual Plant Biol","Spain"
"Teesdaliopsis conferta","Teesdaliopsis conferta","Brassicaceae","Strict","Fernández-Pascual Plant Biol","Spain"
