"TPLName","Taxon","Source","Year","Country","Region","Macroregion","Accession","Latitude","Longitude","Elevation","Dish","Scarification","GA3","Stratification","Stratification_temperature","Stratification_days","Light","Photoperiod","Alternating","Tdif","Tmax","Tmin","Tmean","Temperature","Length.experiment","Sown","Germinated","Germinable","GRS","GRP","MGT","MGR","GSP","UNC","SYN","VGT","SDG","CVG"
"Epilobium gunnianum","Epilobium gunnianum","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1620","5","N","N","None",NA,"0","Y",12,"N",0,10,10,10,"10C",NA,20,11,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium gunnianum","Epilobium gunnianum","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1620","4","N","N","None",NA,"0","Y",12,"N",0,10,10,10,"10C",NA,20,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium gunnianum","Epilobium gunnianum","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1620","1","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,20,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium gunnianum","Epilobium gunnianum","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1620","3","N","N","None",NA,"0","Y",12,"Y",10,20,10,15,"15C",NA,20,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium gunnianum","Epilobium gunnianum","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1620","3","N","N","Cold","5","4","Y",12,"Y",10,20,10,15,"15C",NA,20,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","4","N","N","Cold","2.5","12","Y",12,"N",0,15,15,15,"15C",NA,20,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium gunnianum","Epilobium gunnianum","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1620","3","N","N","None",NA,"0","Y",12,"N",0,20,20,20,"20C",NA,20,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex echinata","Carex echinata","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 792155 NA NA",NA,NA,"1742","1","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,3,23,3,13.0434782608696,28,0.0357142857142857,3.57142857142857,0,1,864,29.3938769133981,104.978131833565
"Epacris paludosa","Epacris paludosa","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 792176 NA NA",NA,NA,"1936","1","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,0,5,0,0,NA,NA,NA,0,NA,0,0,NA
"Olearia algida","Olearia algida","Venn",NA,"Australia","Australian Alps","Australia","Australia Single -36.432111 148.327944","-36.432111",148.327944,"1850","5","N","N","None",NA,"0","Y",12,"N",0,28.26,28.26,28.26,"30C",NA,20,2,20,0,1,0,0,0,0,0,2,10,30
"Olearia algida","Olearia algida","Venn",NA,"Australia","Australian Alps","Australia","Australia Single -36.432111 148.327944","-36.432111",148.327944,"1850","15","N","N","None",NA,"0","Y",12,"N",0,19.88,19.88,19.88,"20C",NA,20,11,20,0,2,1,0,0,0,0,11,55,23.2727272727273
"Chaerophyllum eriopodum","Oreomyrrhis eriopoda","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1960","1","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,20,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla simplicifolia","Aciphylla simplicifolia","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1360","1","N","N","Cold","2.5","4","Y",12,"N",0,25,25,25,"25C",NA,20,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus lappaceus","Ranunculus lappaceus","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 813613 NA NA",NA,NA,"1592","1","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus lappaceus","Ranunculus lappaceus","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 813613 NA NA",NA,NA,"1592","3","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chaerophyllum eriopodum","Oreomyrrhis eriopoda","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1960","1","N","N","None",NA,"0","Y",12,"N",0,15,15,15,"15C",NA,20,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Magdala NA NA",NA,NA,NA,"3","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,12,20,12,60,8.75,0.114285714285714,11.4285714285714,0.811278124459133,0.590909090909091,46.2954545454545,6.80407631831497,77.7608722093139
"Ranunculus lappaceus","Ranunculus lappaceus","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 813613 NA NA",NA,NA,"1592","1","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla simplicifolia","Aciphylla simplicifolia","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1360","1","N","N","Cold","2.5","12","Y",12,"N",0,20,20,20,"20C",NA,20,7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus lappaceus","Ranunculus lappaceus","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 797733 NA NA",NA,NA,"1730","2","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia KB2 NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia HWP NA NA",NA,NA,NA,"3","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baeckea utilis","Baeckea utilis","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 866372 NA NA",NA,NA,"1603","1","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baeckea utilis","Baeckea utilis","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 866372 NA NA",NA,NA,"1603","2","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baeckea utilis","Baeckea utilis","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 866372 NA NA",NA,NA,"1603","1","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,23,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla simplicifolia","Aciphylla simplicifolia","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 792204 NA NA",NA,NA,"1767","2","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,5,14,5,35.7142857142857,57.4,0.0174216027874564,1.74216027874564,1.52192809488736,0.2,3026.5,55.0136346735971,95.8425691177649
"Aciphylla simplicifolia","Aciphylla simplicifolia","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1360","3","N","N","Cold","2.5","4","Y",12,"Y",10,20,10,15,"15C",NA,20,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Hotham NA NA",NA,NA,NA,"13","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Buller NA NA",NA,NA,NA,"3","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia McKay NA NA",NA,NA,NA,"1","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,8,19,8,42.1052631578947,10.625,0.0941176470588235,9.41176470588235,0.543564443199596,0.75,68.7678571428571,8.29263873220443,78.0483645383947
"Veronica perfoliata","Veronica perfoliata","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1170","2","N","N","Cold","2.5","4","Y",12,"Y",10,20,10,15,"15C",NA,20,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia HWP NA NA",NA,NA,NA,"16","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Bluff NA NA",NA,NA,NA,"16","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,17,20,17,85,10.2941176470588,0.0971428571428571,9.71428571428571,1.48365916439796,0.338235294117647,59.6029411764706,7.7202941120446,74.997142802719
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Stirling NA NA",NA,NA,NA,"12","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia HWP NA NA",NA,NA,NA,"12","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,16,20,16,80,9.75,0.102564102564103,10.2564102564103,2.1737949406954,0.191666666666667,43.6333333333333,6.60555321932488,67.7492637879475
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Magdala NA NA",NA,NA,NA,"16","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia HWP NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,17,20,17,85,7.82352941176471,0.12781954887218,12.781954887218,1.61839410883639,0.367647058823529,23.7242647058823,4.87075607127706,62.2577843697068
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Bluff NA NA",NA,NA,NA,"3","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Magdala NA NA",NA,NA,NA,"8","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,9,20,9,45,10.1111111111111,0.0989010989010989,9.89010989010989,1.39214722366453,0.333333333333333,61.4444444444444,7.83865067753656,77.525116591021
"Veronica perfoliata","Veronica perfoliata","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1170","3","N","N","Cold","2.5","12","Y",12,"N",0,25,25,25,"25C",NA,20,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veronica perfoliata","Veronica perfoliata","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1170","3","N","N","None",NA,"0","Y",12,"N",0,10,10,10,"10C",NA,20,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veronica perfoliata","Veronica perfoliata","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1170","1","N","N","None",NA,"0","Y",12,"N",0,15,15,15,"15C",NA,20,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Bluff NA NA",NA,NA,NA,"1","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wahlenbergia gloriosa","Wahlenbergia  gloriosa","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1300","3","N","N","Cold","2.5","12","Y",12,"N",0,10,10,10,"10C",NA,20,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus pimpinellifolius","Ranunculus pimpinellifolius","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 792143 NA NA",NA,NA,"1640","3","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,20,20,20,100,16.45,0.060790273556231,6.0790273556231,0.884183719779189,0.647368421052632,209.828947368421,14.4854736673821,88.057590683174
"Celmisia costiniana","Celmisia costiniana","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 798295 NA NA",NA,NA,"2046","3","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,5,5,5,100,11,0.0909090909090909,9.09090909090909,1.52192809488736,0.2,76.75,8.76070773396762,79.6427975815238
"Ranunculus pimpinellifolius","Ranunculus pimpinellifolius","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 792143 NA NA",NA,NA,"1640","1","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,19,19,19,100,16.5789473684211,0.0603174603174603,6.03174603174603,0.949452015387948,0.508771929824561,213.40350877193,14.6083369611989,88.1137784961203
"Wahlenbergia gloriosa","Wahlenbergia  gloriosa","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1300","5","N","N","Cold","2.5","12","Y",12,"Y",15,20,5,12.5,"10C",NA,20,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Celmisia pugioniformis","Celmisia pugioniformis","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 782554 NA NA",NA,NA,"2119","1","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"5","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wahlenbergia gloriosa","Wahlenbergia  gloriosa","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1300","3","N","N","Cold","2.5","4","Y",12,"N",0,20,20,20,"20C",NA,20,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
