"TPLName","Taxon","Source","Year","Country","Region","Macroregion","Accession","Latitude","Longitude","Elevation","Dish","Scarification","GA3","Stratification","Stratification_temperature","Stratification_days","Light","Photoperiod","Alternating","Tdif","Tmax","Tmin","Tmean","Temperature","Length.experiment","Sown","Germinated","Germinable","GRS","GRP","MGT","MGR","GSP","UNC","SYN","VGT","SDG","CVG"
"Epilobium angustifolium","Epilobium angustifolium ","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.28 35 102","35",102,"3500","2.28 1","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,8,50,8,16,12.625,0.0792079207920792,7.92079207920792,2.5,0.0714285714285714,44.2678571428571,6.65340943748821,52.7002727721838
"Astragalus przewalskii","Astragalus przewalskii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.14 35 102","35",102,"3050","2.14 27","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,0,50,0,0,NA,NA,NA,0,NA,0,0,NA
"Astragalus przewalskii","Astragalus przewalskii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.14 35 102","35",102,"3050","2.14 23","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,8,50,8,16,11.375,0.0879120879120879,8.79120879120879,2.40563906222957,0.107142857142857,94.2678571428571,9.70916356556306,85.355284092862
"Astragalus przewalskii","Astragalus przewalskii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.14 35 102","35",102,"3050","2.14 6","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,48,50,48,96,14.5,0.0689655172413793,6.89655172413793,3.35480695353988,0.109042553191489,14.5531914893617,3.81486454403845,26.309410648541
"Astragalus przewalskii","Astragalus przewalskii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.14 35 102","35",102,"3050","2.14 4","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,48,50,48,96,14.4375,0.0692640692640693,6.92640692640693,3.44395925133557,0.0957446808510638,17.6130319148936,4.19678828568867,29.0686634506574
"Astragalus przewalskii","Astragalus przewalskii Bunge ex Maxim.","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"N",0,15,15,15,"15C",NA,150,13,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus przewalskii","Astragalus przewalskii Bunge ex Maxim.","Bu",NA,"China","Qinghai-Tibet","Asia","China 756 35 102","35",102,"3500","756 2","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,4,50,4,8,21.25,0.0470588235294118,4.70588235294118,2,0,412.916666666667,20.3203510468364,95.6251813968774
"Pedicularis lasiophrys","Pedicularis lasiophrys Maxim. var. sinica Maxim.","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"Y",20,25,5,15,"15C",NA,150,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pedicularis lasiophrys","Pedicularis lasiophrys var. sinica","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.17 35 102","35",102,"3623","2.17 18","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,14,50,14,28,13,0.0769230769230769,7.69230769230769,2.78845045730829,0.0989010989010989,16.4615384615385,4.05728215207403,31.2098627082618
"Parnassia brevistyla","Parassia brevistyle","Bu",NA,"China","Qinghai-Tibet","Asia","China 4.68 35 102","35",102,"3061","4.68 2","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,19,50,19,38,15.3157894736842,0.0652920962199313,6.52920962199313,3.07084709362252,0.0935672514619883,35.0058479532164,5.91657400471053,38.6305519207904
"Pedicularis lasiophrys","Pedicularis lasiophrys Maxim.","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"N",0,15,15,15,"15C",NA,150,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus przewalskii","Astragalus przewalskii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.14 35 102","35",102,"3050","2.14 11","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,48,50,48,96,7.8125,0.128,12.8,2.30801050960826,0.238475177304965,7.81515957446809,2.79556069053564,35.7831768388561
"Astragalus przewalskii","Astragalus przewalskii Bunge ex Maxim.","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"Y",10,20,10,15,"15C",NA,150,4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus tongolensis","Astragalus tongolensis var.glaber.","Bu",NA,"China","Qinghai-Tibet","Asia","China 9.04 35 102","35",102,"3150","9.04 3","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,1,50,1,2,13,0.0769230769230769,7.69230769230769,0,NA,NA,NA,NA
"Festuca sinensis","Festuca sinensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.1 35 102","35",102,"2954","2.1 10","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,35,50,35,70,10.9142857142857,0.0916230366492147,9.16230366492147,2.60697801873085,0.178151260504202,12.5512605042017,3.54277581907206,32.4599878710791
"Festuca sinensis","Festuca sinensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.1 35 102","35",102,"2954","2.1 12","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,28,50,28,56,11.1071428571429,0.090032154340836,9.0032154340836,2.53558204797057,0.17989417989418,23.9510582010582,4.89398183497428,44.0615727907652
"Festuca sinensis","Festuca sinensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.1 35 102","35",102,"2954","2.1 1","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,5,50,5,10,3.2,0.3125,31.25,1.37095059445467,0.3,1.2,1.09544511501033,34.2326598440729
"Saussurea sylvatica","Saussurea sylvatica Maxim.","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"N",0,15,15,15,"15C",NA,150,85,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saussurea sylvatica","Saussurea sylvatica","Bu",NA,"China","Qinghai-Tibet","Asia","China 13.04 35 102","35",102,"3113","13.04 3","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,49,50,49,98,6.3265306122449,0.158064516129032,15.8064516129032,2.63065167525217,0.192176870748299,13.641156462585,3.69339362410575,58.3794476068329
"Saussurea sylvatica","Saussurea sylvatica","Bu",NA,"China","Qinghai-Tibet","Asia","China 13.04 35 102","35",102,"3113","13.04 1","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,44,50,44,88,6.5,0.153846153846154,15.3846153846154,2.93049914695812,0.13953488372093,19.9767441860465,4.46953511967928,68.7620787642967
"Lomatogonium gamosepalum","Lomatogonium gamosepalum","Bu",NA,"China","Qinghai-Tibet","Asia","China 17.02 35 102","35",102,"3011","17.02 3","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,4,50,4,8,9.25,0.108108108108108,10.8108108108108,1.5,0.166666666666667,1.58333333333333,1.25830573921179,13.6033052887761
"Potentilla pamiroalaica","Potentilla pamiroalaica","Bu",NA,"China","Qinghai-Tibet","Asia","China 1.04 35 102","35",102,"2955","1.04 1","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,35,50,35,70,9.62857142857143,0.103857566765579,10.3857566765579,1.93075910545713,0.356302521008403,4.94621848739496,2.22400955200174,23.0980220534305
"Gentianopsis paludosa","Gentianopsis paludosa var. alpina","Bu",NA,"China","Qinghai-Tibet","Asia","China 17.1 35 102","35",102,"2940","17.1 2","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,20,50,20,40,14.85,0.0673400673400673,6.73400673400673,3.34643934467102,0.068421052631579,81.1868421052632,9.01037413791809,60.6759201206605
"Gentianopsis paludosa","Gentianopsis paludosa (Hook. f.) Ma","Bu",NA,"China","Qinghai-Tibet","Asia","China 808 35 102","35",102,"3050","808 3","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,0,50,0,0,NA,NA,NA,0,NA,0,0,NA
"Pedicularis longiflora","Pedicularis longiflora var.tubiformis(Klotz.)Tsoong","Bu",NA,"China","Qinghai-Tibet","Asia","China 29.25 35 102","35",102,"2940","29.25 2","N","N","None",NA,"0","N",0,"Y",15,20,5,12.5,"10C",NA,50,50,50,19,38,7.63157894736842,0.131034482758621,13.1034482758621,0.949452015387948,0.508771929824561,0.245614035087719,0.495594627783352,6.49399857095427
"Gentiana siphonantha","Gentiana siphorantha","Bu",NA,"China","Qinghai-Tibet","Asia","China 29.13 35 102","35",102,"3582","29.13 3","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,27,50,27,54,13.1111111111111,0.076271186440678,7.6271186440678,3.25835520747581,0.0968660968660969,41.1794871794872,6.41712452578935,48.9441701119527
"Juncus sphacelatus","Juncus sphacelatus Decne","Bu",NA,"China","Qinghai-Tibet","Asia","China 8.07 35 102","35",102,"3500","8.07 2","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,11,50,11,22,9.18181818181818,0.108910891089109,10.8910891089109,2.0403733936885,0.218181818181818,8.16363636363636,2.85720779146991,31.1181046595733
"Gentiana straminea","Gentiana straminea","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.01 35 102","35",102,"3740","2.01 2","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,43,50,43,86,9.93023255813953,0.100702576112412,10.0702576112412,3.23661410543649,0.102990033222591,9.54263565891473,3.08911567587145,31.108190646949
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 30","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,38,50,38,76,6.78947368421053,0.147286821705426,14.7286821705426,2.55381523127331,0.167852062588905,2.76529160739687,1.66291659664484,24.4925700281023
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 7","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,39,50,39,78,11.6153846153846,0.0860927152317881,8.60927152317881,3.76166063001044,0.0674763832658569,138.137651821862,11.7531975147984,101.186468670449
"Festuca sinensis","Festuca sinensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.1 35 102","35",102,"2954","2.1 6","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,50,50,50,100,4.06,0.246305418719212,24.6305418719212,1.75766810671607,0.343673469387755,1.40448979591837,1.18511172296892,29.1899439154907
"Festuca sinensis","Festuca sinensis Keng","Bu",NA,"China","Qinghai-Tibet","Asia","China 10.07 35 102","35",102,"2800","10.07 2","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,35,50,35,70,8.08571428571429,0.123674911660777,12.3674911660777,1.43650595394722,0.416806722689076,5.13949579831933,2.26704561011007,28.0376665561316
"Festuca sinensis","Festuca sinensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.1 35 102","35",102,"2954","2.1 4","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,48,50,48,96,4.29166666666667,0.233009708737864,23.3009708737864,2.07811432925231,0.26241134751773,1.95567375886525,1.39845406033421,32.5853373281759
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 22","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,46,50,46,92,6.84782608695652,0.146031746031746,14.6031746031746,2.11914110966293,0.251207729468599,1.90966183574879,1.38190514716054,20.1802021490111
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 16","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,38,50,38,76,16.9736842105263,0.0589147286821705,5.89147286821705,2.9612471716125,0.145092460881935,15.1614509246088,3.89377078480601,22.9400449337408
"Ligularia virgaurea","Ligularia virgaurea(Maxim.)Mattf.","Bu",NA,"China","Qinghai-Tibet","Asia","China 13.53 35 102","35",102,"3500","13.53 1","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,34,50,34,68,8.20588235294118,0.121863799283154,12.1863799283154,2.5119442702122,0.210338680926916,3.13814616755793,1.77148134835169,21.5879447469382
"Pedicularis cheilanthifolia","Pedicularis cheilanthifolia Schrenk","Bu",NA,"China","Qinghai-Tibet","Asia","China 29.32 35 102","35",102,"3000","29.32 1","N","N","None",NA,"0","N",0,"Y",15,20,5,12.5,"10C",NA,50,4,50,1,2,9,0.111111111111111,11.1111111111111,0,NA,NA,NA,NA
"Pedicularis cheilanthifolia","Pedicularis cheilanthifolia Schrenk","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"N",0,15,15,15,"15C",NA,150,45,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pedicularis cheilanthifolia","Pedicularis cheilanthifolia Schrenk","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"Y",10,20,10,15,"15C",NA,150,55,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pedicularis cheilanthifolia","Pedicularis cheilanthifolia","Bu",NA,"China","Qinghai-Tibet","Asia","China 29.06 35 102","35",102,"3903","29.06 3","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,2,50,2,4,9.5,0.105263157894737,10.5263157894737,1,0,0.5,0.707106781186548,7.44322927564787
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 19","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,1,50,1,2,17,0.0588235294117647,5.88235294117647,0,NA,NA,NA,NA
"Pedicularis cheilanthifolia","Pedicularis cheilanthifolia Schrenk","Bu",NA,"China","Qinghai-Tibet","Asia","China 29.32 35 102","35",102,"3000","29.32 1","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,1,50,1,2,8,0.125,12.5,0,NA,NA,NA,NA
"Thalictrum alpinum","Thalictrum alpinum L. var. elatum Ulbr.","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"N",0,15,15,15,"15C",NA,150,133,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 3","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,2,50,2,4,13.5,0.0740740740740741,7.40740740740741,1,0,264.5,16.2634559672906,120.470044202153
"Juncus thomsonii","Juncus thomsonii Buchen.","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"Y",10,20,10,15,"15C",NA,150,0,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 6","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,48,50,48,96,10.25,0.0975609756097561,9.75609756097561,3.57173247262084,0.101063829787234,30.5744680851064,5.52941842195962,53.9455455800938
"Oxytropis ochrocephala","Oxytropis ochrocephala","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.15 35 102","35",102,"3240","2.15 23","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,1,50,1,2,14,0.0714285714285714,7.14285714285714,0,NA,NA,NA,NA
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 24","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,45,50,45,90,6.91111111111111,0.144694533762058,14.4694533762058,2.26167351061595,0.266666666666667,3.03737373737374,1.7428062822281,25.2174542444581
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 26","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,16,50,16,32,9.625,0.103896103896104,10.3896103896104,2.35845859334435,0.175,4.11666666666667,2.02895703913776,21.0800731338988
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 8","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,39,50,39,78,8.51282051282051,0.117469879518072,11.7469879518072,3.29756151539224,0.105263157894737,106.25641025641,10.3080750024634,121.088832860263
"Juncus thomsonii","Juncus thomsonii Buchen.","Bu",NA,"China","Qinghai-Tibet","Asia","China 8.08 35 102","35",102,"3900","8.08 1","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,2,50,2,4,7,0.142857142857143,14.2857142857143,0,1,0,0,0
"Ranunculus kamchaticus","Oxygraphis glacialis (Fisch.) Bunge","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"N",0,15,15,15,"15C",NA,150,9,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus kamchaticus","Oxygraphis glacialis (Fisch.) Bunge","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"Y",20,25,5,15,"15C",NA,150,120,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gentiana szechenyii","Gentiana szechenyii Kanitz","Bu",NA,"China","Qinghai-Tibet","Asia","China 17.21 35 102","35",102,"2800","17.21 2","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,47,50,47,94,5.85106382978723,0.170909090909091,17.0909090909091,0.607171654871303,0.740980573543016,0.129509713228492,0.359874579858723,6.15058372849453
"Pedicularis kansuensis","Pedicularis kansuensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.17 35 102","35",102,"2960","2.17 16","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,23,50,23,46,13.1739130434783,0.0759075907590759,7.59075907590759,2.91401630350684,0.114624505928854,8.69565217391304,2.94883912309794,22.3839273370471
"Cyananthus hookeri","Cyananthus hookeri","Bu",NA,"China","Qinghai-Tibet","Asia","China 519 35 102","35",102,"3100","519 2","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,45,50,45,90,5.93333333333333,0.168539325842697,16.8539325842697,1.49959608602416,0.386868686868687,1.01818181818182,1.00904995821903,17.0064599699836
"Pedicularis kansuensis","Pedicularis kansuensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.17 35 102","35",102,"2960","2.17 5","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,0,50,0,0,NA,NA,NA,0,NA,0,0,NA
"Pedicularis kansuensis","Pedicularis kansuensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.17 35 102","35",102,"2960","2.17 15","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,14,50,14,28,8.64285714285714,0.115702479338843,11.5702479338843,1.75343438618878,0.340659340659341,6.4010989010989,2.53003930821221,29.2731820784883
"Tibetia himalaica","Tibetia himalaica ","Bu",NA,"China","Qinghai-Tibet","Asia","China 3.1 35 102","35",102,"2955","3.1 1","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,11,50,11,22,15.4545454545455,0.0647058823529412,6.47058823529412,2.84535093662244,0.0727272727272727,77.4727272727273,8.80185930771035,56.9532072851846
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 15","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,6,50,6,12,8.33333333333333,0.12,12,2.25162916738782,0.0666666666666667,21.8666666666667,4.67618077780005,56.1141693336006
"Juncus thomsonii","Juncus thomsonii Buchen.","Bu",NA,"China","Qinghai-Tibet","Asia","China 8.08 35 102","35",102,"3900","8.08 3","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,0,50,0,0,NA,NA,NA,0,NA,0,0,NA
"Pedicularis kansuensis","Pedicularis kansuensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.17 35 102","35",102,"2960","2.17 20","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,32,50,32,64,8.59375,0.116363636363636,11.6363636363636,1.50883949736071,0.487903225806452,3.73286290322581,1.93206182696771,22.4821739865334
"Pedicularis kansuensis","Pedicularis kansuensis Maxim.","Bu",NA,"China","Qinghai-Tibet","Asia","China 29.19 35 102","35",102,"2400","29.19 2","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,36,50,36,72,8.83333333333333,0.113207547169811,11.3207547169811,2.60552471501174,0.171428571428571,6.6,2.56904651573303,29.0835454611286
"Juncus thomsonii","Juncus thomsonii","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.16 35 102","35",102,"3740","2.16 2","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,4,50,4,8,6,0.166666666666667,16.6666666666667,2,0,16.6666666666667,4.08248290463863,68.0413817439772
"Pedicularis kansuensis","Pedicularis kansuensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.17 35 102","35",102,"2960","2.17 22","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,0,50,0,0,NA,NA,NA,0,NA,0,0,NA
"Pedicularis kansuensis","Pedicularis kansuensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.17 35 102","35",102,"2960","2.17 19","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,33,50,33,66,8.48484848484848,0.117857142857143,11.7857142857143,1.44449071052588,0.498106060606061,2.00757575757576,1.41688946554619,16.6990544153658
"Pedicularis kansuensis","Pedicularis kansuensis","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.17 35 102","35",102,"2960","2.17 4","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,1,50,1,2,35,0.0285714285714286,2.85714285714286,0,NA,NA,NA,NA
"Tibetia himalaica","Tibetia himalaica Tsui.","Bu",NA,"China","Qinghai-Tibet","Asia","China 84 35 102","35",102,"3300","84 2","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,7,50,7,14,16.8571428571429,0.0593220338983051,5.93220338983051,2.52164063634332,0.0476190476190476,312.47619047619,17.6769960818062,104.863536078511
"Tibetia himalaica","Tibetia himalaica ","Bu",NA,"China","Qinghai-Tibet","Asia","China 9.12 35 102","35",102,"2954","9.12 2","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,11,50,11,22,16.4545454545455,0.0607734806629834,6.07734806629834,3.27761343681912,0.0181818181818182,66.4727272727273,8.15308084546739,49.5491101105753
"Hedysarum sikkimense","Hedysarum sikkimense Benth.ex Baker.","Bu",NA,"China","Qinghai-Tibet","Asia","China 564 35 102","35",102,"3100","564 1","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,19,50,19,38,17.8947368421053,0.0558823529411765,5.58823529411765,3.40582225028569,0.0701754385964912,306.432748538012,17.5052206080932,97.8232916334621
"Polygonum fertile","Polygonum fertile (Maxim.) A.J.Li","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"Y",10,20,10,15,"15C",NA,150,145,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonum fertile","Polygonum fertile (Maxim.) A.J.Li","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"Y",20,25,5,15,"15C",NA,150,139,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonum macrophyllum","Polygonum Macrophyllum","Bu",NA,"China","Qinghai-Tibet","Asia","China 4.87 35 102","35",102,"3021","4.87 2","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,27,50,27,54,12.6296296296296,0.0791788856304985,7.91788856304985,2.62489583533654,0.176638176638177,36.3190883190883,6.02653203086886,47.7174090420701
"Sibbaldia procumbens","Sibbaldia procumbens var.aphanopetala ","Bu",NA,"China","Qinghai-Tibet","Asia","China 4.3 35 102","35",102,"3832","4.3 2","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,44,50,44,88,10.6818181818182,0.0936170212765957,9.36170212765957,2.55276706732315,0.206131078224101,5.71035940803383,2.38963583167683,22.3710588497406
"Roegneria breviglumis","Roegneria breviglumis Keng","Liu",NA,"China","Qinghai-Tibet","Asia","China NA 35 102","35",102,NA,NA,"N","N","None",NA,"0","Y",0,"N",0,15,15,15,"15C",NA,150,144,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa elata","Rorippa elata","Bu",NA,"China","Qinghai-Tibet","Asia","China 26.09 35 102","35",102,"3530","26.09 1","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,23,50,23,46,23.0434782608696,0.0433962264150943,4.33962264150943,3.76226739065149,0.0395256916996047,142.225296442688,11.9258247699137,51.7535791901916
"Tongoloa elata","Tongoloa elata","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.01 35 102","35",102,"3903","2.01 8","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,4,50,4,8,22.5,0.0444444444444444,4.44444444444444,2,0,99.6666666666667,9.98331942124796,44.3703085388798
"Sibbaldia procumbens","Sibbaldia procumbens var.aphanopetala ","Bu",NA,"China","Qinghai-Tibet","Asia","China 4.3 35 102","35",102,"3832","4.3 3","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,49,50,49,98,10.4897959183673,0.0953307392996109,9.53307392996109,2.4929474525182,0.193027210884354,5.67176870748299,2.38154754466145,22.7034688109749
"Tongoloa elata","Tongoloa elata","Bu",NA,"China","Qinghai-Tibet","Asia","China 2.01 35 102","35",102,"3903","2.01 13","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,50,38,50,38,76,7.42105263157895,0.134751773049645,13.4751773049645,3.08203902597521,0.116642958748222,9.9800853485064,3.1591273080562,42.5698006050126
"Stellaria decumbens","Stellaria decumbens var.polyantha","Bu",NA,"China","Qinghai-Tibet","Asia","China 27.26 35 102","35",102,"3100","27.26 2","N","N","None",NA,"0","N",0,"Y",15,25,10,17.5,"15C",NA,50,26,50,26,52,12.0384615384615,0.0830670926517572,8.30670926517572,2.80739045087672,0.150769230769231,43.3984615384615,6.58775087100761,54.7225311968683
