"TPLName","Dormancy"
"Juncus procerus","PD"
"Juncus tenuis","PD"
"Juncus thomsonii","PD"
"Juncus torreyi","PD"
"Juncus wallichianus","PD"
"Juniperus ashei","PD"
"Juniperus communis","PD"
"Juniperus deppeana","PD"
"Juniperus horizontalis","PD"
"Juniperus monosperma","PD"
"Juniperus occidentalis","PD"
"Juniperus osteosperma","PD"
"Juniperus oxycedrus","PD"
"Juniperus phoenicea","PD"
"Juniperus pinchotii","PD"
"Juniperus procera","PD"
"Juniperus przewalskii","PD"
"Juniperus recurva","PD"
"Juniperus sabina","PD"
"Juniperus scopulorum","PD"
"Juniperus virginiana","PD"
"Justicia adhatoda","ND"
"Justicia procumbens","PD"
"Kadua acuminata","PD"
"Kadua affinis","PD"
"Kadua centranthoides","PD"
"Kageneckia angustifolia","PD"
"Kagenickia angustifolia","PD"
"Kagenickia oblonga","ND"
"Kalanchoe blossfeldiana","PD"
"Kalidium cuspidatum","ND"
"Kalidium foliatum","PD"
"Kalimeris mongolica","PD"
"Kalmia angustifolia","ND"
"Kalmia cuneata","PD"
"Kalmia hirsuta","PD"
"Kalmia latifolia","PD"
"Kalmia microphylla","ND"
"Kalmia polifolia","PD"
"Kalopanax septemlobus","MPD"
"Kanaloa kahoolawensis","PY"
"Karwinski humboldtiana","PY"
"Keayodendron bridelioides","ND"
"Keckiella breviflora","PD"
"Keetia foetida","PD"
"Kennedia beckxiana","PY"
"Kennedia coccinea","PY"
"Kennedia eximia","PY"
"Kennedia glabrata","PY"
"Kennedia macrophylla","PY"
"Kennedia microphylla","PY"
"Kennedia nigricans","PY"
"Kennedia prostrata","PY"
"Kennedia stirlingii","PY"
"Kentiopsis olivaeformis","MPD"
"Keraudrenia integrifolia","PD"
"Keraudrenia lanceolata","PY"
"Keteleeria davidiana","PD"
"Khaya anthotheca","ND"
"Khaya grandifoliola","PD"
"Khaya ivorensis","ND"
"Khaya nyasica","ND"
"Khaya senegalensis","ND"
"Kibara coriacea","MPD"
"Kickxia elatine","PD"
"Kickxia spuria","PD"
"Kielmeyera coriacea","ND"
"Kielmeyera lathrophytum","PD"
"Kielmeyera membranacea","ND"
"Kielmeyera rubriflora","PD"
"Kielmeyera speciosa","ND"
"Kielmeyera variabilis","PD"
"Kigelia africana","PD"
"Kingia australis","PD"
"Kirkia acuminata","ND"
"Klainedoxa gabonensis","PD"
"Knautia arvensis","PD"
"Knautia drymeia","PD"
"Knema communis","MPD"
"Knema curtisii","MPD"
"Knema furfuracea","MPD"
"Knema globularia","MPD"
"Knema hookeriana","MPD"
"Knema laurina","MPD"
"Knema malayana","MPD"
"Knema scortechinii","MPD"
"Knema stenophylla","MPD"
"Knightia excelsa","PD"
"Kobresia capillifolia","PD"
"Kobresia kansuensis","PD"
"Kobresia myosuroides","PD"
"Kobresia royleana","PD"
"Kochia littorea","PD"
"Koeleria litvinowii","PD"
"Koeleria macrantha","PD"
"Koeleria pyramidata","PD"
"Koelpinia linearis","PD"
"Koelreuteria elegans","ND"
"Koelreuteria paniculata","PYPD"
"Kokia drynarioides","PY"
"Kokoona sessilis","ND"
"Koompassia excelsa","ND"
"Koompassia malaccensis","ND"
"Kosteletzkya virginica","PY"
"Krascheninnikovia ceratoides","PD"
"Krigia cespitosa","PD"
"Krugiodendron ferreum","ND"
"Kummerowia striata","PY"
"Kunzea ambigua","PD"
"Kunzea baxteri","PD"
"Kunzea cambagei","PD"
"Kunzea capitata","PD"
"Kunzea ericoides","ND"
"Kunzea jucunda","PD"
"Kunzea pauciflora","PD"
"Kunzea recurva","ND"
"Kunzea rupestris","PD"
"Kydia calycina","PY"
"Kydia glabrescens","PY"
"Kyllinga brevifolia","ND"
"Kyllinga odorata","PD"
"Labichea cassioides","PY"
"Labichea lanceolata","PY"
"Labichea punctata","PY"
"Labichea teretifolia","PY"
"Labordia tinifolia","PD"
"Laburnum anagyroides","PY"
"Laccospadix australasica","MPD"
"Laccosperma secundiflorum","MPD"
"Lachnostachys eriobotrya","PD"
"Lachnostachys verbascifolia","PD"
"Lacistema aggregatum","ND"
"Lacmellea floribunda","ND"
"Lacmellea panamensis","PD"
"Lactoris fernandeziana","MPD"
"Lactuca canadensis","PD"
"Lactuca floridana","PD"
"Lactuca indica","ND"
"Lactuca ludoviciana","PD"
"Lactuca muralis","PD"
"Lactuca sativa","PD"
"Lactuca serriola","PD"
"Lactuca tatarica","PD"
"Lactuca virosa","PD"
"Laetia corymbulosa","PD"
"Laetia procera","PD"
"Laetia suaveolens","ND"
"Laetia thamnia","ND"
"Lafoensia acuminata","ND"
"Lafoensia glyptocarpa","ND"
"Lafoensia pacari","ND"
"Lafoensia punicifolia","ND"
"Lagascea mollis","PD"
"Lagenaria siceraria","ND"
"Lagenifera gracilis","PD"
"Lagenifera mauiensis","ND"
"Lagerstroemia floribunda","ND"
"Lagerstroemia fordii","PD"
"Lagerstroemia hypoleuca","PD"
"Lagerstroemia lanceolata","PD"
"Lagerstroemia langkawiensis","ND"
"Lagerstroemia parviflora","PD"
"Lagerstroemia speciosa","PD"
"Lagerstroemia tomentosa","PD"
"Laguncularia racemosa","ND"
"Lambertia echinata","ND"
"Lambertia fairallii","ND"
"Lambertia formosa","PD"
"Lambertia inermis","PD"
"Lambertia orbifolia","ND"
"Lamium album","PD"
"Lamium amplexicaule","PD"
"Lamium galeobdolon","PD"
"Lamium purpureum","PD"
"Lampranthus aureus","PD"
"Lampyropsis microcephala","PD"
"Lancea tibetica","PD"
"Landolphia kirkii","ND"
"Lannea acida","PD"
"Lannea coromandelica","PD"
"Lannea schweinfurthii","PD"
"Lannea welwitschii","ND"
"Lansium parasiticum","ND"
"Lantana exerta","PD"
"Lapageria rosea","PD"
"Lapeirousia rivularis","MD"
"Laportea bulbifera","PD"
"Lappula duplicicarpa","PD"
"Lappula marginata","PD"
"Lappula myosotis","PD"
"Lappula squarrosa","PD"
"Lapsana communis","PD"
"Lardizabala biternata","MPD"
"Larix decidua","PD"
"Larix gmelinii","PD"
"Larix griffithii","PD"
"Larix kaempferi","PD"
"Larix laricina","PD"
"Larix lyallii","PD"
"Larix occidentalis","PD"
"Larix sibirica","PD"
"Larrea divaricata","PD"
"Larrea tridentata","PD"
"Laserpitium latifolium","PD"
"Laserpitium nitidum","MPD"
"Lasia spinosa","ND"
"Lasianthus curtisii","PD"
"Lasianthus hirsutus","PD"
"Lasiopetalum discolor","PD"
"Lasiopetalum floribundum","PY"
"Lasiopetalum pterocarpum","PY"
"Lasiopetalum rotundifolium","PY"
"Lasthenia glaberrima","PD"
"Latania loddigesii","MPD"
"Latania lontaroides","MPD"
"Lathyrus aphaca","PY"
"Lathyrus hirsutus","PY"
"Lathyrus japonicus","PYPD"
"Lathyrus latifolius","PY"
"Lathyrus linifolius","PY"
"Lathyrus nervosus","PY"
"Lathyrus niger","PYPD"
"Lathyrus nissolia","PY"
"Lathyrus ochroleucus","PY"
"Lathyrus odoratus","PY"
"Lathyrus pannonicus","PY"
"Lathyrus pratensis","PY"
"Lathyrus sylvestris","PYPD"
"Lathyrus vernus","PYPD"
"Launaea arborescens","ND"
"Launaea cornuta","PD"
"Laurelia novae-zelandiae","MPD"
"Laurelia sempervirens","MPD"
"Laureliopsis philippiana","MPD"
"Laurus nobilis","PD"
"Lavandula angustifolia","PD"
"Lavandula multifida","PD"
"Lavandula stoechas","PD"
"Lavatera oblongifolia","PY"
"Lavigeria macrocarpa","PD"
"Lavoisiera cordata","ND"
"Lavoisiera francavillana","ND"
"Lawrencia spicata","PY"
"Lawsonia inermis","PD"
"Laxmannia omnifertilis","MPD"
"Laxmannia orientalis","MPD"
"Laxmannia squarrosa","MPD"
"Leandra dichotoma","ND"
"Leavenworthia crassa","PD"
"Leavenworthia exigua","PD"
"Leavenworthia stylosa","PD"
"Leavenworthia torulosa","PD"
"Leavenworthia uniflora","PD"
"Lebronnecia kokioides","PY"
"Lecaniodiscus cupanioides","ND"
"Lechenaultia biloba","PD"
"Lechenaultia expansa","PD"
"Lechenaultia floribunda","PD"
"Lechenaultia heteromera","PD"
"Lechenaultia linarioides","PD"
"Lechenaultia macrantha","PD"
"Lechenaultia stenosepala","PD"
"Lechenaultia tubiflora","PD"
"Lecointea amazonica","PY"
"Lectonichia pubescens","ND"
"Lecythis ampla","PD"
"Lecythis chartacea","PD"
"Lecythis corrugata","ND"
"Lecythis lurida","PD"
"Lecythis pisonis","PD"
"Ledum decumbens","PD"
"Ledum palustre","PD"
"Leea guineense","ND"
"Leea indica","ND"
"Leersia oryzoides","PD"
"Legrandia concinna","PD"
"Lehmanna casseb.","PD"
"Leibinitzia nepalensis","PD"
"Leiocarpa brevicompta","PD"
"Leiospermum racemosum","ND"
"Lemaireocercus thurberic","PD"
"Lembotropis nigricans","PY"
"Lemna gibba","PD"
"Lemna perpusilla","ND"
"Leonotis leonurus","ND"
"Leonotis nepetaefolia","PD"
"Leontice ewersmanni","MPD"
"Leontodon hispidus","ND"
"Leontopodium calocephalum","PD"
"Leontopodium dedekensii","PD"
"Leontopodium leonntopodicides","PD"
"Leontopodium souliei","PD"
"Leonurus japonicus","PD"
"Leonurus sibiricus","PD"
"Leopoldia comosa","MPD"
"Leopoldinia pulchra","MPD"
"Lepidium apetalum","PD"
"Lepidium aschersonii","PD"
"Lepidium densiflorum","PD"
"Lepidium draba","PD"
"Lepidium gallicum","PD"
"Lepidium lasiocarpum","PD"
"Lepidium muelleriferdinandi","PD"
"Lepidium muralis","PD"
"Lepidium nasturtiifolium","PD"
"Lepidium nitidum","PD"
"Lepidium perfoliatum","PD"
"Lepidium rotundum","PD"
"Lepidium ruderale","PD"
"Lepidium serra","PD"
"Lepidium sisymbrioides","PD"
"Lepidium subulatum","PD"
"Lepidium virginicum","PD"
"Lepidobolus chaetocephalus","PD"
"Lepidobolus preissianus","PD"
"Lepidoceras chilense","MD"
"Lepidospartum squamatum","PD"
"Lepidosperma concavum","PD"
"Lepidosperma drummondii","PD"
"Lepidosperma gladiatum","PD"
"Lepidosperma laterale","PD"
"Lepidosperma longitudinale","PD"
"Lepidosperma tenue","PD"
"Lepilaena cylindrocarpa","PD"
"Lepironia articulata","PD"
"Lepisanthes rubiginosa","ND"
"Lepisanthes senegalensis","ND"
"Leptadaenia reticulata","PD"
"Leptadenia pyrotechnica","ND"
"Leptecophylla NA","PD"
"Leptochloa chinensis","ND"
"Leptochloa dubia","PD"
"Leptochloa fusca","PD"
"Leptochloa mucronata","PD"
"Leptochloa panicea","PD"
"Leptochloa panicoides","PD"
"Leptocoryphium lanatum","ND"
"Leptomeria preissiana","MPD"
"Leptorhynchos baileyi","PD"
"Leptorhynchos nitidulus","PD"
"Leptorhynchos squamatus","PD"
"Leptosema aphyllum","PY"
"Leptosema daviesioides","PY"
"Leptospermum erubescens","PD"
"Leptospermum laevigatum","ND"
"Leptospermum myrsinoides","PD"
"Leptospermum oligandrum","PD"
"Leptospermum polygalifolium","ND"
"Leptospermum roei","PD"
"Leptospermum scoparium","PD"
"Leptospermum sericeum","PD"
"Leptospermum spinescens","PD"
"Leptospermum thompsonii","PD"
"Leptotherium senegalense","PD"
"Leptothrium senegalense","PD"
"Lepyrodiclis holosteoides","PD"
"Lespedeza bicolor","PY"
"Lespedeza capitata","PY"
"Lespedeza cyrtobotrya","PY"
"Lespedeza davurica","PY"
"Lespedeza hirta","PY"
"Lespedeza japonica","PY"
"Lespedeza juncea","PY"
"Lespedeza leptostachya","PY"
"Lespedeza lespedeza","PY"
"Lespedeza potaninii","PY"
"Lespedeza stuevei","PY"
"Lespedeza virginica","PY"
"Lesquerella fendleri","PD"
"Leucadendron argenteum","PD"
"Leucadendron conicum","PD"
"Leucadendron coniferum","PD"
"Leucadendron daphnoides","PD"
"Leucadendron discolor","PD"
"Leucadendron laureolum","PD"
"Leucadendron pubescens","PD"
"Leucadendron rubrum","PD"
"Leucadendron salignum","PD"
"Leucadendron sessile","PD"
"Leucadendron tinctum","PD"
"Leucaena diversifolia","PY"
"Leucaena esculenta","PY"
"Leucaena greggii","PY"
"Leucaena leucocephala","PY"
"Leucaena macrophylla","PY"
"Leucaena pulverulenta","PY"
"Leucaena retusa","PY"
"Leucanthemum vulgare","ND"
"Leuchtenbergia principis","PD"
"Leucochloron incuriale","ND"
"Leucochrysum albicans","PD"
"Leucochrysum fitzgibbonii","PD"
"Leucochrysum molle","PD"
"Leucochrysum stipitatum","PD"
"Leucocoryne coquimbensis","PD"
"Leucocoryne ixioides","PD"
"Leucocoryne purpurea","PD"
"Leucophyllum frutescens","PD"
"Leucopogon capitellatus","PD"
"Leucopogon conostephioides","PD"
"Leucopogon ericoides","PD"
"Leucopogon exolasius","MPD"
"Leucopogon glacialis","PD"
"Leucopogon melaleucoides","PD"
"Leucopogon muticus","PD"
"Leucopogon nutans","PD"
"Leucopogon polymorphus","PD"
"Leucopogon propinquus","PD"
"Leucopogon setiger","MPD"
"Leucopogon verticillatus","PD"
"Leucospermum cordifolium","PD"
"Leucospermum fulgens","PD"
"Leucospermum glabrum","PD"
"Leucospermum lineare","PD"
"Leucospermum patersonii","PD"
"Leucospermum pluridens","PD"
"Leucospermum prostratum","PD"
"Leucospora multifida","PD"
"Leucothrinax morrisii","MPD"
"Lewisia cotyledon","PD"
"Lewisia tweedyi","PD"
"Leycesteria formosa","MPD"
"Leymus arenarius","PD"
"Leymus chinensis","PD"
"Leymus cinereus","PD"
"Leymus racemosus","PD"
"Leymus secalinus","PD"
"Liatris aspera","PD"
"Liatris elegans","PD"
"Liatris ligulistylis","PD"
"Liatris ohlingerae","ND"
"Liatris punctata","PD"
"Liatris pycnostachya","PD"
"Liatris scariosa","PD"
"Liatris spicata","PD"
"Liatris squarrosa","PD"
"Libertia chilensis","MPD"
"Libertia grandiflora","MPD"
"Libertia ixioides","MPD"
"Licania parvifolia","PD"
"Licania platypus","ND"
"Licania tomentosa","ND"
"Licaria guianensis","ND"
"Licaria triandra","PD"
"Licaria velutina","PD"
"Licuala elegans","MPD"
"Licuala gracilis","MPD"
"Licuala grandis","MPD"
"Licuala lauterbachii","MPD"
"Licuala peltata","MPD"
"Licuala ramsayi","MPD"
"Licuala spinosa","MPD"
"Ligularia fischeri","PD"
"Ligularia macrodonta","PD"
"Ligularia przewalskii","ND"
"Ligularia purdomii","PD"
"Ligularia sagitta","PD"
"Ligularia sibirica","PD"
"Ligularia veitchiana","PD"
"Ligularia virgaurea","PD"
"Ligusticum porteri","MPD"
"Ligusticum scoticum","MPD"
"Ligustrum japonicum","PD"
"Ligustrum lucidum","PD"
"Ligustrum obtusifolium","PD"
"Ligustrum ovalifolium","PD"
"Ligustrum spp.","PD"
"Ligustrum vulgare","PD"
"Lilium auratum","MPD"
"Lilium bosniacum","MPD"
"Lilium brownii","MPD"
"Lilium canadense","MPD"
"Lilium cernuum","MPD"
"Lilium columbianum","MPD"
"Lilium concolor","MPD"
"Lilium distichum","MPD"
"Lilium formologi","MPD"
"Lilium formosanum","MD"
"Lilium japonicum","MPD"
"Lilium martagon","MPD"
"Lilium medeoloides","MPD"
"Lilium pensylvanicum","MPD"
"Lilium philadelphicum","MPD"
"Lilium polyphyllum","MPD"
"Lilium purnilum","MPD"
"Lilium rubellum","MPD"
"Lilium speciosum","MPD"
"Lilium superbum","MPD"
"Lilium szovitsianum","MPD"
"Limbarda crithmoides","PD"
"Limnanthes alba","PD"
"Limonium axillare","PD"
"Limonium carolinianum","PD"
"Limonium dichotomum","PD"
"Limonium vulgare","PD"
"Limosella aquatica","PD"
"Linaria dalmatica","PD"
"Linaria genistifolia","PD"
"Linaria hirta","PD"
"Linaria loeselii","PD"
"Linaria maroccana","PD"
"Linaria purpurea","PD"
"Linaria vulgaris","PD"
"Lindackeria laurina","PD"
"Lindera benzoin","PD"
"Lindera communis","PD"
"Lindera megaphylla","PD"
"Lindera melissifolia","PD"
"Lindera praecox","ND"
"Lindera pulcherrima","ND"
"Lindera umbellata","PD"
"Lindernia diffusa","PD"
"Lindheimera texana","PD"
"Linnaea borealis","MPD"
"Linospadix monostachyos","MPD"
"Linum catharticum","PD"
"Linum cratericola","PD"
"Linum flavum","PD"
"Linum monogynum","ND"
"Linum perenne","PD"
"Linum sulcatum","PD"
"Liparophyllum latifolium","MPD"
"Lippia filifolia","ND"
"Lippia rotundifolia","PD"
"Lippia scaberimma","ND"
"Lippia sidoides","PD"
"Liquidambar styraciflua","PD"
"Liriodendron tulipifera","MPD"
"Liriope muscari","MPD"
"Lissanthe strigosa","PD"
"Litchi chinensis","ND"
"Lithocarpus craibianus","PD"
"Lithocarpus cyclophorus","PD"
"Lithocarpus dealbatus","PD"
"Lithocarpus elegans","PD"
"Lithocarpus ewyckii","PD"
"Lithocarpus fenestratus","PD"
"Lithocarpus garrettianus","PD"
"Lithocarpus gigantophyllus","ND"
"Lithocarpus glaber","PD"
"Lithocarpus gracilis","PD"
"Lithocarpus hancei","PD"
"Lithocarpus lepidocarpus","PD"
"Lithocarpus lindleyanus","PD"
"Lithocarpus litseifolius","PD"
"Lithocarpus lucidus","PD"
"Lithocarpus polystachyus","PD"
"Lithocarpus sootepensis","PD"
"Lithocarpus taitoensis","PD"
"Lithospermum canescens","PD"
"Lithospermum caroliniense","PD"
"Lithospermum croceum","PD"
"Lithospermum incisum","PD"
"Lithraea brasiliensis","PD"
"Lithraea caustica","PD"
"Lithrea caustica","PD"
"Litsea acuminata","ND"
"Litsea castanea","PD"
"Litsea cubeba","PD"
"Litsea dilleniifolia","ND"
"Litsea elliptica","PD"
"Litsea firma","PD"
"Litsea glutinosa","PD"
"Litsea lanuginosa","PD"
"Litsea maingayi","PD"
"Litsea pierrei","PD"
"Litsea rotundifolia","PD"
"Litsea salicifolia","PD"
"Litsea semecarpifolia","PD"
"Litsea umbellata","PD"
"Littorella uniflora","PD"
"Livistona australis","MPD"
"Livistona benthamii","MPD"
"Livistona chinensis","MPD"
"Livistona decora","MPD"
"Livistona humilis","MPD"
"Livistona jenkinsiana","MPD"
"Livistona muelleri","MPD"
"Livistona saribus","MD"
"Livistona sericeus","ND"
"Livistona speciosa","MPD"
"Lloydia oxycarpa","MPD"
"Lobelia boninensis","ND"
"Lobelia cardinalis","MPD"
"Lobelia dortmanna","PD"
"Lobelia dunbariae","MPD"
"Lobelia gattingeri","MPD"
"Lobelia gaudichaudii","MPD"
"Lobelia grayana","MD"
"Lobelia heterophylla","PD"
"Lobelia hypoleuca","MD"
"Lobelia inflata","MPD"
"Lobelia neumannii","MPD"
"Lobelia niihauensis","MPD"
"Lobelia oahuensis","MPD"
"Lobelia rhombifolia","PD"
"Lobelia rhynchopetalum","MD"
"Lobelia siphilitica","PD"
"Lobelia spicata","MPD"
"Lobelia telekii","MD"
"Lobelia tenuior","PD"
"Lobelia yuccoides","MD"
"Lobularia maritima","PD"
"Lodoicea maldivica","MPD"
"Logania buxifolia","PD"
"Logania vaginalis","PD"
"Loiseleuria procumbens","MPD"
"Loliolum subulatum","PD"
"Lolium multiflorum","PD"
"Lolium perenne","PD"
"Lolium persicum","PD"
"Lolium rigidum","PD"
"Lomandra drummondii","MPD"
"Lomandra hastilis","MPD"
"Lomandra longifolia","MPD"
"Lomandra multiflora","MPD"
"Lomandra patens","MPD"
"Lomandra preissii","MPD"
"Lomandra purpurea","MPD"
"Lomandra sonderi","MPD"
"Lomatia ferruginea","PD"
"Lomatia hirsuta","PD"
"Lomatium bradshawii","MPD"
"Lomatium dissectum","MPD"
"Lomatium nudicaule","MPD"
"Lomatium utriculatum","MD"
"Lomatogonium carinthiacum","PD"
"Lomatogonium macranthum","PD"
"Lonchocarpus capassa","PY"
"Lonchocarpus guillemineanus","ND"
"Lonchocarpus hondurensis","ND"
"Lonchocarpus longistylus","ND"
"Lonchocarpus muehlbergianus","ND"
"Lonchocarpus nelsii","PY"
"Lonchocarpus rugosus","PY"
"Lonchocarpus velutinus","PY"
"Lonicera alpigena","PD"
"Lonicera amoena","PD"
"Lonicera angustifolia","MPD"
"Lonicera bella","PD"
"Lonicera canadensis","PD"
"Lonicera caprifolium","PD"
"Lonicera caucasica","MPD"
"Lonicera chamissoi","PD"
"Lonicera chrysantha","MPD"
"Lonicera conjugialis","MPD"
"Lonicera demissa","MD"
"Lonicera dioica","PD"
"Lonicera discolor","PD"
"Lonicera ferdinandii","MPD"
"Lonicera floribunda","PD"
"Lonicera fragrantissima","MPD"
"Lonicera gibbiflora","MD"
"Lonicera glehnii","MPD"
"Lonicera hirsuta","MPD"
"Lonicera hispida","MPD"
"Lonicera iberica","MPD"
"Lonicera interrupta","MPD"
"Lonicera involucrata","MPD"
"Lonicera japonica","MPD"
"Lonicera kamtschatica","MD"
"Lonicera kesselringii","PD"
"Lonicera korolkowii","PD"
"Lonicera lanata","MD"
"Lonicera longipes","MPD"
"Lonicera maackii","MPD"
"Lonicera media","PD"
"Lonicera microphylla","MPD"
"Lonicera nigra","MD"
"Lonicera notha","PD"
"Lonicera nummulariifolia","MPD"
"Lonicera oblongifolia","MPD"
"Lonicera olgae","MPD"
"Lonicera orientalis","PD"
"Lonicera periclymenum","PD"
"Lonicera pilosa","MPD"
"Lonicera praeflorens","MD"
"Lonicera regeliana","MD"
"Lonicera rupicola","MPD"
"Lonicera ruprechtiana","PD"
"Lonicera segreziensis","PD"
"Lonicera simulatrix","MPD"
"Lonicera spinosa","PD"
"Lonicera tangutica","MPD"
"Lonicera tatarica","MPD"
"Lonicera tianschanica","MD"
"Lonicera tolmatchevii","MD"
"Lonicera trichosantha","MPD"
"Lonicera venulosa","PD"
"Lonicera webbiana","MPD"
"Lonicera xylosteum","PD"
"Lonochocarpus araripensis","PY"
"Looseneriella pauciflora","PD"
"Lophantera lactescens","PD"
"Lophapetalum wallichii","PD"
"Lophira alata","PD"
"Lophocereus schottii","PD"
"Lopholaena coriifolia","ND"
"Lophomyrtus obcordata","PD"
"Lophopetalum pachyphyllum","ND"
"Lophopetalum wightianum","ND"
"Lophostemon confertus","ND"
"Lotononis divaricata","PY"
"Lotus australis","PY"
"Lotus corniculatus","PY"
"Lotus creticus","PY"
"Lotus cruentus","PY"
"Lotus maritimus","PY"
"Lotus mascaensis","PD"
"Lotus pedunculatus","PY"
"Lotus purshianus","PY"
"Lotus subbiflorus","PY"
"Loudonia aurea","PD"
"Loudonia roei","PD"
"Lovoa trichilioides","ND"
"Loxocarpus incana","ND"
"Loxocarya cinerea","PD"
"Loxocarya magna","PD"
"Loxocarya striata","PD"
"Loxopterygium guasango","ND"
"Lucum multiflora","PD"
"Ludwigia alternifolia","PD"
"Ludwigia decurrens","PD"
"Ludwigia leptocarpa","ND"
"Ludwigia octovalvis","PD"
"Luehea candicans","PY"
"Luehea grandiflora","ND"
"Luehea paniculata","PY"
"Luehea seemannii","PY"
"Luehea speciosa","PY"
"Lueheopsis rosea","ND"
"Luetkea pectinata","MPD"
"Luetzelburgia auriculata","PY"
"Luma apiculata","PD"
"Luma chequen","PD"
"Lumnitzera racemosa","PD"
"Lunaria rediviva","PD"
"Lundia cordata","PD"
"Lupinus albifrons","PY"
"Lupinus albus","PY"
"Lupinus angustifolius","PY"
"Lupinus arboreus","PY"
"Lupinus argenteus","PYPD"
"Lupinus bicolor","PY"
"Lupinus concinnus","PY"
"Lupinus diffusus","PY"
"Lupinus digitatus","PY"
"Lupinus elegans","PY"
"Lupinus excubitus","PY"
"Lupinus havardii","PY"
"Lupinus hirsutissimus","PY"
"Lupinus hispanicus","PY"
"Lupinus littoralis","PY"
"Lupinus longifolius","PY"
"Lupinus luteus","PY"
"Lupinus maritimus","PY"
"Lupinus micranthus","PY"
"Lupinus nanus","PY"
"Lupinus perennis","PY"
"Lupinus plattensis","PY"
"Lupinus polyphyllus","PY"
"Lupinus stiversii","PY"
"Lupinus subcarnosus","PY"
"Lupinus succulentus","PY"
"Lupinus sulphureus","PYPD"
"Lupinus texensis","PY"
"Lupinus truncatus","PY"
"Luzula campestris","PD"
"Luzula hawaiiensis","PD"
"Luzula luzuloides","PD"
"Luzula parviflora","PD"
"Luzula pilosa","ND"
"Luzula plumosa","PD"
"Luzula spicata","PD"
"Luzula sylvatica","PD"
"Luzuriaga polyphylla","MPD"
"Luzuriaga radicans","MPD"
"Lycianthes lasiophylla","PD"
"Lycianthes maxonii","ND"
"Lycium andersonii","PD"
"Lycium barbarum","PD"
"Lycium brevipes","PD"
"Lycium chilense","PD"
"Lycium chinense","PD"
"Lycium cooperi","PD"
"Lycium richii","PD"
"Lycium ruthenicum","PD"
"Lycium sandwicense","PD"
"Lycopersicon esculentum","ND"
"Lycopus americanus","PD"
"Lycopus europaeus","PD"
"Lycoris sanguinea","MPD"
"Lygeum spartum","ND"
"Lyginia imberbis","PD"
"Lyonia ovalifolia","PD"
"Lyonothamnus floribundus","PD"
"Lysiloma divaricatum","ND"
"Lysiloma latisiliquum","PY"
"Lysimachia barystachys","PD"
"Lysimachia ephemerum","PD"
"Lysimachia europaea","PD"
"Lysimachia maritima","PD"
"Lysimachia minoricensis","PD"
"Lysimachia nemorum","PD"
"Lysimachia quadriflora","PD"
"Lysimachia remyi","ND"
"Lysimachia ruhmeriana","PD"
"Lysimachia thyrsiflora","PD"
"Lysimachia vulgaris","PD"
"Lysinema ciliatum","PD"
"Lysiphyllum cunninghamii","PY"
"Lythrum alatum","PD"
"Lythrum flexuosum","PD"
"Lythrum hyssopifolium","PD"
"Lythrum maritimum","PD"
"Lythrum portula","PD"
"Lythrum purshianum","PD"
"Lythrum salicaria","PD"
"Lythrum virgatum","PD"
"Lytocaryum weddellianum","MPD"
"Maackia amurensis","PY"
"Maasia glauca","MPD"
"Maasia sumatrana","MPD"
"Mabea occidentalis","ND"
"Mabea paniculata","PD"
"Macaranga barteri","ND"
"Macaranga denticulata","PD"
"Macaranga kilimandschanca","PD"
"Macaranga kurzii","PD"
"Macaranga peltata","PD"
"Macaranga tanarius","PD"
"Macaranga triloba","ND"
"Macarthuria keigheryi","PD"
"Macbridea alba","ND"
"Macgregoria racemigera","PD"
"Machaeranthera gracilis","ND"
"Machaerina angustifolia","PD"
"Machaerina mariscoides","PD"
"Machaerina scirpoidea","PD"
"Machaerium acutifolium","PY"
"Machaerium brasiliense","PY"
"Machaerium inundatum","PY"
"Machaerium lanceolatum","PY"
"Machaerium microphyllum","PY"
"Machaerium opacum","PY"
"Machaerium paraguariense","PY"
"Machaerium quinata","PY"
"Machaerium scleroxylon","PY"
"Machaerium stipitatum","PY"
"Machaerium vestitum","PY"
"Machaerium villosum","PY"
"Machilus champaca","ND"
"Machilus chekiangensis","PD"
"Machilus chinensis","PD"
"Machilus compressa","PD"
"Machilus duthiei","PD"
"Machilus edulis","PD"
"Machilus globosa","PD"
"Machilus japonica","ND"
"Machilus kwangtungensis","PD"
"Machilus thunbergii","ND"
"Machilus zuihoensis","ND"
"Macleaya microcarpa","MPD"
"Maclura cochinchinensis","PD"
"Maclura pomifera","PD"
"Maclura tinctoria","ND"
"Macoubea guianensis","ND"
"Macrolobium acaciifolium","PY"
"Macrolobium bifolium","ND"
"Macrolobium multijugum","PY"
"Macromeria viridiflora","PD"
"Macropanax concinnus","MD"
"Macropanax dispermus","MPD"
"Macropanax undulatus","MPD"
"Macropidia fuliginosa","MPD"
"Macropiper excelsum","ND"
"Macroptilium atropurpureum","PY"
"Macroptilium gibbosifolium","PY"
"Macrosamanea discolor","PY"
"Macrosiphonia macroshypon","PD"
"Macrozamia riedlei","MPD"
"Madhuca floribunda","ND"
"Madhuca longifolia","ND"
"Madhuca malaccensis","ND"
"Madhuca utilis","ND"
"Madia elegans","PD"
"Madia glomerata","PD"
"Madia sativa","PD"
"Maesa lanceolata","PD"
"Maesa perlaria","PD"
"Maesa ramentacea","PD"
"Maesopsis eminii","PYPD"
"Magnolia acuminata","MPD"
"Magnolia baillonii","MPD"
