FoCh name,Range,Habitat,Alpine,Min elevation,Max elevation,Standardized name,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
,3500-5000 m,"Alpine meadows or thickets; 3500-5000 m. S Gansu (Xiahe), E and S Qinghai, Shaanxi (Taibai Shan), NW and W Sichuan, Xizang (except NW), NW Yunnan (Dêqên) [Afghanistan, Bhutan, India, Nepal, Pakistan].",Stenoalpine,3500,5000,Campanula aristata,Campanula aristata ,Campanula,,aristata,NA,NA,,,kew-363987,TRUE,1.1,Accepted,Campanulaceae,Campanula,,aristata,,,Wall.,kew-363987,Accepted,FALSE,FALSE,FALSE,28/10/2019
Tanacetum tatsienense,3500-5200 m,"Alpine meadows, thickets, gravelly places on mountain slopes; 3500-5200 m. Qinghai, Sichuan, Xizang, Yunnan [N Bhutan].",Stenoalpine,3500,5200,Pyrethrum tatsienense,Pyrethrum tatsienense (Bur. et Franch.) Ling ex Shih,Pyrethrum,,tatsienense,NA,NA,,(Bur. et Franch.) Ling ex Shih,gcc-101899,TRUE,1.1,Accepted,Compositae,Pyrethrum,,tatsienense,,,(Bureau & Franch.) Ling ex C.Shih,gcc-101899,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3500--5300 m,"Alpine meadows, mountain grasslands and gravels; 3500--5300 m. S Gansu, Qinghai, W Sichuan, E Xizang, NW Yunnan.",Stenoalpine,3500,5300,Arenaria kansuensis,Arenaria kansuensis Maxim.,Arenaria,,kansuensis,NA,NA,,Maxim.,kew-2649588,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,kansuensis,,,Maxim.,kew-2649588,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3600-4200 m,"Grassy mountain slopes; 3600-4200 m. Qinghai, W Sichuan, Yunnan [Bhutan, India, Nepal, Pakistan, Sri Lanka].",Stenoalpine,3600,4200,Agrostis pilosula,Agrostis eriolepis,Agrostis,,eriolepis,NA,NA,,,kew-389556,TRUE,1.1,Synonym,Poaceae,Agrostis,,pilosula,,,Trin.,kew-390097,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3600-4600 m,"Alpine grasslands; 3600-4600 m. SE Qinghai, SW Sichuan, SE Xizang, NW Yunnan",Stenoalpine,3600,4600,Pleurospermum wrightianum,Pleurospermum prattii Woff,Pleurospermum,,prattii,NA,NA,,Woff,tro-1704641,TRUE,1.1,Synonym,Apiaceae,Pleurospermum,,wrightianum,,,H. Boissieu,tro-1704640,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3600-4800 m,"Forest margins, scrub, alpine meadows, marshes; 3600-4800 m. S Shaanxi (Taibai Shan), Sichuan, S Xizang (Gyaca Xian, Lhünzhub Xian), Yunnan.",Stenoalpine,3600,4800,Saxifraga heleonastes,Saxifraga heleonastes ,Saxifraga,,heleonastes,NA,NA,,,tro-29101878,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,heleonastes,,,Harry Sm.,tro-29101878,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3600-5200 m,"Alpine meadows, gravelly slopes; 3600-5200 m. Gansu (Tianzhu Xian), E and S Qinghai, NE Xizang.",Stenoalpine,3600,5200,Microula tangutica,Microula tangutica Maxim.,Microula,,tangutica,NA,NA,,Maxim.,tro-4003521,TRUE,1.1,Accepted,Boraginaceae,Microula,,tangutica,,,Maxim.,tro-4003521,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3600-5400 m,"Grassy slopes, scree, rock ledges, stabilized moraines; 3600-5400 m. W Gansu, Qinghai, W Sichuan, Xizang [Bhutan, NE India, N Myanmar, Nepal].",Stenoalpine,3600,5400,Meconopsis horridula,Meconopsis horridula Hook. f. et Thoms.,Meconopsis,,horridula,NA,f.,,Hook. et Thoms.,tro-50117401,TRUE,1.1,Accepted,Papaveraceae,Meconopsis,,horridula,,,Hook. f. & Thomson,tro-50117401,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3700-4200 m,"Mountain meadows; 3700-4200 m. Gansu, Qinghai, Sichuan, Xinjiang, Xizang, Yunnan.",Stenoalpine,3700,4200,Elymus durus,Roegneria dura (Keng) Keng,Roegneria,,dura,NA,NA,,(Keng) Keng,kew-439327,TRUE,1.1,Synonym,Poaceae,Elymus,,durus,,,(Keng) S.L.Chen,kew-450800,Accepted,FALSE,FALSE,FALSE,06/09/2019
,(2900-)3700-4300 m,"Stony slopes, rock crevices, riverside rocks, stabilized moraines; (2900-)3700-4300 m. NW Sichuan (Barkam, Garzê), S Xizang [N India, Nepal].",Stenoalpine,3700,4300,Dicranostigma lactucoides,Dicranostigma lactucoides Hook. f. et Thoms.,Dicranostigma,,lactucoides,NA,f.,,Hook. et Thoms.,kew-2766932,TRUE,1.1,Accepted,Papaveraceae,Dicranostigma,,lactucoides,,,Hook.f. & Thomson,kew-2766932,Accepted,FALSE,FALSE,FALSE,06/09/2019
Ptilagrostis concinna,3700-5400 m,"Alpine meadows, moist grassy places, under shrubs, swampy places, Kobresia moors; 3700-5400 m. Gansu, Qinghai, Shaanxi, Sichuan, Xinjiang, Xizang, Yunnan [India (Sikkim), Kashmir, Kyrgyzstan (Tian Shan), Tajikistan (Pamirs)].",Stenoalpine,3700,5400,Stipa concinna,Ptilagrostis concinna (Hook. f.) Roshev. ,Ptilagrostis,,concinna,NA,NA,,(Hook. f.) Roshev.,kew-438539,TRUE,1.1,Synonym,Poaceae,Stipa,,concinna,,,Hook.f.,kew-444910,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3800-4600 m,"Under bushes, alpine grassy places, mountain slopes; 3800-4600 m. Gansu, Qinghai, Shaanxi, Sichuan.",Stenoalpine,3800,4600,Stephanachne nigrescens,Stephanachne nigrescens Keng,Stephanachne,,nigrescens,NA,NA,,Keng,kew-444632,TRUE,1.1,Accepted,Poaceae,Stephanachne,,nigrescens,,,Keng,kew-444632,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3800-5100 m,"Alpine meadows, mountain slopes; 3800-5100 m. Qinghai, Xizang.",Stenoalpine,3800,5100,Sinochasea trigyna,Sinochasea trigyna Keng,Sinochasea,,trigyna,NA,NA,,Keng,kew-443109,TRUE,1.1,Accepted,Poaceae,Sinochasea,,trigyna,,,Keng,kew-443109,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3900--5100 m,"Dry rocky slopes in river valleys, rocky grassy slopes, among stones of valley beds, open hillsides, thickets; 3900--5100 m. Gansu, Nei Mongol, Ningxia, Qinghai, Xizang",Stenoalpine,3900,5100,Pedicularis alaschanica,Pedicularis alaschanica Maxim.,Pedicularis,,alaschanica,NA,NA,,Maxim.,tro-29207343,TRUE,1.1,Accepted,Orobanchaceae,Pedicularis,,alaschanica,,,Maxim.,tro-29207343,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3900-5200 m,"Sandstone gravel, alpine meadows, steppe, scree, sandy slopes; 3900-5200 m. Gansu, Qinghai, Sichuan, Xinjiang, Xizang [Bhutan, India, Nepal, Sikkim, Tajikistan].",Stenoalpine,3900,5200,Smelowskia tibetica,Hedinia tibetiea,Hedinia,,tibetiea,NA,NA,,,tro-4103887,TRUE,1.1,Synonym,Brassicaceae,Smelowskia,,tibetica,,,(Thomson) Lipsky,tro-4105833,Accepted,TRUE,FALSE,FALSE,28/10/2019
,4000--4500 m,"Damp meadows, streamsides; 4000--4500 m. SE Xizang, NW Yunnan [N Myanmar].",Stenoalpine,4000,4500,Primula agleniana,Primula agleniana,Primula,,agleniana,NA,NA,,,tro-26401550,TRUE,1.1,Accepted,Primulaceae,Primula,,agleniana,,,Balf. f. & Forrest,tro-26401550,Accepted,FALSE,FALSE,FALSE,28/10/2019
,4000-5000 m,"Alpine scree; 4000-5000 m. Gansu, Qinghai, W Sichuan, SE Xizang, NW Yunnan.",Stenoalpine,4000,5000,Corydalis melanochlora,Corydalis melanochlora Maxim,Corydalis,,melanochlora,NA,NA,,Maxim,kew-2738988,TRUE,1.1,Accepted,Papaveraceae,Corydalis,,melanochlora,,,Maxim.,kew-2738988,Accepted,FALSE,FALSE,FALSE,28/10/2019
,above 4000 m,"Ruderal habitats in alpine zones; above 4000 m. Gansu, Qinghai, Xizang [Nepal, Sikkim; C Asia (Pamir mountains)].",Stenoalpine,4000,,Microgynoecium tibeticum,Microgynoecium tibeticum,Microgynoecium,,tibeticum,NA,NA,,,tro-7201244,TRUE,1.1,Accepted,Amaranthaceae,Microgynoecium,,tibeticum,,,Hook. f.,tro-7201244,Accepted,FALSE,FALSE,FALSE,28/10/2019
,ca. 4200 m,Thickets on mountain slopes; ca. 4200 m. S Xizang (Yadong) [?Bhutan].,Stenoalpine,4200,4200,Saussurea purpurascens,Saussurea purpurascens ,Saussurea,,purpurascens,NA,NA,,,gcc-89421,TRUE,1.1,Accepted,Compositae,Saussurea,,purpurascens,,,Y.L.Chen & S.Yun Liang,gcc-89421,Accepted,FALSE,FALSE,FALSE,28/10/2019
,4200--5100 m,"Alpine meadows, grasslands, river beaches; 4200--5100 m. Xizang [Bhutan, Nepal, Sikkim].",Stenoalpine,4200,5100,Arenaria edgeworthiana,Arenaria edgeworthiana,Arenaria,,edgeworthiana,NA,NA,,,kew-2649344,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,edgeworthiana,,,Majumdar,kew-2649344,Accepted,FALSE,FALSE,FALSE,28/10/2019
,4400-5200 m,"Alpine scree slopes, grasslands, rocky slopes; 4400-5200 m. W Sichuan, Xizang, NW Yunnan [Bhutan, India (Sikkim), Nepal].",Stenoalpine,4400,5200,Saussurea hieracioides,Saussurea hieracioides Hook.f.,Saussurea,,hieracioides,NA,NA,,Hook.f.,gcc-105654,TRUE,1.1,Accepted,Compositae,Saussurea,,hieracioides,,,Hook.f.,gcc-105654,Accepted,FALSE,FALSE,FALSE,06/09/2019
,4600--5000 m,"Stony areas; 4600--5000 m. Xizang [India, Kashmir, Nepal, Sikkim].",Stenoalpine,4600,5000,Stellaria decumbens,Stellaria decumbens var.polyantha,Stellaria,,decumbens,NA,var.,polyantha,,tro-50097946,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,,decumbens,var.,polyantha,Edgew.,tro-50097946,Accepted,FALSE,FALSE,FALSE,28/10/2019
,(4600--)4900--5600 m,"Montane meadows, stony areas, scrub; (4600--)4900--5600 m. Qinghai, Sichuan, Xizang, Yunnan [Bhutan, India, Nepal, Sikkim].",Stenoalpine,4900,5600,Stellaria decumbens,Stellaria decumbens var.pulvinata,Stellaria,,decumbens,NA,var.,pulvinata,,tro-50097943,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,,decumbens,var.,pulvinata,Edgew. & Hook. f.,tro-50097943,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Forest margins, riversides, open hillsides, fields, roadsides, wastelands. Gansu, Guizhou, Hubei, S Hunan, Shaanxi, Sichuan, Yunnan [Bhutan, India, Kashmir, Nepal, Pakistan].",Lowland,,,Acroglochin persicarioides,Acroglochin persicarioides (Poir.)Mog.,Acroglochin,,persicarioides,NA,NA,,(Poir.)Mog.,kew-2620146,TRUE,1.1,Accepted,Amaranthaceae,Acroglochin,,persicarioides,,,(Poir.) Moq.,kew-2620146,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Moist ground, rough grasslands, as a field weed. Anhui, Gansu, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan, Zhejiang [Afghanistan, NW India, Japan, Korea, Mongolia, Nepal, Pakistan, Russia; N Africa, SW Asia, Europe].",Lowland,,,Agrostis gigantea,Agrostis gigantea Roth,Agrostis,,gigantea,NA,NA,,Roth,kew-389634,TRUE,1.1,Accepted,Poaceae,Agrostis,,gigantea,,,Roth,kew-389634,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Forests, grassy slopes. E Heilongjiang, Jilin, Liaoning [Japan, Korea, Russia].",Lowland,,,Adonis amurensis,Adonis amurensis Regel et Radde.,Adonis,,amurensis,NA,NA,,Regel et Radde.,kew-2623058,TRUE,1.1,Accepted,Ranunculaceae,Adonis,,amurensis,,,Regel & Radde,kew-2623058,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Moist places along roadsides. Anhui, Gansu, Guizhou, Heilongjiang, Nei Mongol, Ningxia, Shaanxi, Shandong, Shanxi, Xinjiang, Xizang, Yunnan [Bhutan, India, Japan, Mongolia, Nepal, Russia; C and SW Asia, Europe].",Lowland,,,Agrostis stolonifera,Agrostis stolonifera Linn,Agrostis,,stolonifera,NA,NA,,Linn,kew-390383,TRUE,1.1,Accepted,Poaceae,Agrostis,,stolonifera,,,L.,kew-390383,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Waste places, field margins, roadsides. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Ningxia, Shaanxi, Shandong, Shanxi, Xinjiang, Zhejiang [native origin uncertain; now cosmopolitan].",Lowland,,,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus,,retroflexus,NA,NA,,,kew-2633061,TRUE,1.1,Accepted,Amaranthaceae,Amaranthus,,retroflexus,,,L.,kew-2633061,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,,Lowland,,,Ampelodesmos mauritanicus,Deyeuxia arundinacea(Linn.)Beauv,Deyeuxia,,arundinacea,NA,NA,,(Linn.)Beauv,kew-407911,TRUE,1.1,Synonym,Poaceae,Ampelodesmos,,mauritanicus,,,(Poir.) T.Durand & Schinz,kew-391660,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Alpine and subalpine slopes or mountainous regions exposed to sun. W Gansu, E Qinghai, W Sichuan, Yunnan.",Euryalpine,,,Anaphalis latialata,Anaphalis latialata Ling et Y. L. Chen var. viridis (Hand.-Mazz.) Ling et Y.L.Chen,Anaphalis,,latialata,NA,var.,viridis,(Hand.-Mazz.) Ling et Y.L.Chen,gcc-20799,TRUE,1.1,Accepted,Compositae,Anaphalis,,latialata,var.,viridis,(Hand.-Mazz.) Ling & Y.L.Chen,gcc-20799,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Cultivated ornamental in Anhui, Jiangsu (Nanjing), and Shaanxi (Xi’an) [native to SW Asia (Georgia, Iraq, Lebanon, Syria, Turkey)].",Lowland,,,Asperula orientalis,Asperula orientalis,Asperula,,orientalis,NA,NA,,,kew-17012,TRUE,1.1,Accepted,Rubiaceae,Asperula,,orientalis,,,Boiss. & Hohen.,kew-17012,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Gansu, Hebei, Heilongjiang, Nei Mongol, Qinghai, Shaanxi, Shanxi, Xinjiang [Mongolia, Russia, Tajikistan; SW Asia, Europe, W North America].",Lowland,,,Aster alpinus,Aster alpinus Linn.,Aster,,alpinus,NA,NA,,Linn.,gcc-47737,TRUE,1.1,Accepted,Compositae,Aster,,alpinus,,,L.,gcc-47737,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Gansu, Qinghai, Shaanxi, Sichuan, Yunnan",Lowland,,,Astragalus monadelphus,Astragalus monadelphus Bunge. ex Maxim.,Astragalus,,monadelphus,NA,NA,,Bunge. ex Maxim.,ild-44853,TRUE,1.1,Accepted,Leguminosae,Astragalus,,monadelphus,,,Maxim.,ild-44853,Accepted,FALSE,FALSE,FALSE,28/10/2019
Astragalus purpurinus,,Gansu,Lowland,,,Astragalus propinquus,Astragalus membranaceus ,Astragalus,,membranaceus,NA,NA,,,ild-32156,TRUE,1.1,Synonym,Leguminosae,Astragalus,,propinquus,,,Schischkin,ild-31282,Accepted,FALSE,FALSE,FALSE,28/10/2019
,," Subalpine to alpine zones. Gansu, Qinghai, Sichuan, Xinjiang.",Euryalpine,,,Astragalus przewalskii,Astragalus przewalskii Bunge ex Maxim.,Astragalus,,przewalskii,NA,NA,,Bunge ex Maxim.,ild-44866,TRUE,1.1,Accepted,Leguminosae,Astragalus,,przewalskii,,,Bunge,ild-44866,Accepted,FALSE,FALSE,FALSE,06/09/2019
,," Gansu, Qinghai, Sichuan, Xinjiang, Yunnan.",Lowland,,,Astragalus skythropos,Astragalus skythropos Bunge,Astragalus,,skythropos,NA,NA,,Bunge,ild-44886,TRUE,1.1,Accepted,Leguminosae,Astragalus,,skythropos,,,Bunge,ild-44886,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Moist meadows. Nei Mongol, N Xinjiang [Mongolia, Russia (SE European part, SE Siberia); C and SW Asia, SE Europe].",Lowland,,,Atriplex laevis,Atriplex patens,Atriplex,,patens,NA,NA,,,kew-2665628,TRUE,1.1,Synonym,Amaranthaceae,Atriplex,,laevis,,,Ledeb.,kew-2665410,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,Widely cultivated in China [of cultivated origin].,Lowland,,,Avena sativa,avena sativa L.,avena,,sativa,NA,NA,,L.,kew-397860,TRUE,1.1,Accepted,Poaceae,Avena,,sativa,,,L.,kew-397860,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Grasslands, slopes, sandy places, wastelands, riversides, fields, roadsides. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Xinjiang [Japan, Kazakhstan, Korea, Mongolia, S Russia; occasionally introduced in Europe and North America].",Lowland,,,Axyris amaranthoides,Axyris amaranthoides L.,Axyris,,amaranthoides,NA,NA,,L.,kew-2666799,TRUE,1.1,Accepted,Amaranthaceae,Axyris,,amaranthoides,,,L.,kew-2666799,Accepted,FALSE,FALSE,FALSE,06/09/2019
Axyris amaranthoides,,"Grasslands, slopes, sandy places, wastelands, riversides, fields, roadsides. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Xinjiang [Japan, Kazakhstan, Korea, Mongolia, S Russia; occasionally introduced in Europe and North America].",Lowland,,,Axyris amaron,Axyris amaron thoicles,Axyris,,amaron,NA,NA,thoicles,,,FALSE,1.1,,,Axyris,,amaron,NA,thoicles,,,,FALSE,FALSE,FALSE,28/10/2019
,,"High-elevation valleys, terraces, rocky slopes. Qinghai, Xinjiang, Xizang [Mongolia, Nepal, Russia (S Siberia), Sikkim, Tajikistan].",Lowland,,,Axyris prostrata,Axyris prostrota L.,Axyris,,prostrota,NA,NA,,L.,kew-2666812,TRUE,1.1,Accepted,Amaranthaceae,Axyris,,prostrata,,,L.,kew-2666812,Accepted,TRUE,FALSE,FALSE,28/10/2019
,,"Valleys, river banks, beaches, wastelands, field margins, roadsides; also cultivated. Throughout China [Asia, Europe; widely naturalized in Africa, Australia, and North and South America].",Lowland,,,Bassia scoparia,Kochia scoparia (L.) Schrad.,Kochia,,scoparia,NA,NA,,(L.) Schrad.,kew-2333813,TRUE,1.1,Synonym,Amaranthaceae,Bassia,,scoparia,,,(L.) A.J.Scott,kew-2670858,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Marshes and other wet sites, waste fields, roadsides. Anhui, Fujian, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [Bhutan, India, Indonesia, Japan, Korea, Malaysia, Mongolia, Nepal, Philippines, Russia; N Africa, Australia, Europe, North America].",Lowland,,,Bidens tripartita,Bidens tripartita L.,Bidens,,tripartita,NA,NA,,L.,gcc-2528,TRUE,1.1,Accepted,Compositae,Bidens,,tripartita,,,L.,gcc-2528,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Mountain slopes, understory of forests. Anhui, Gansu, Guizhou, Jiangsu, Liaoning, Qinghai, Shaanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [Bhutan, N India, Indonesia, Japan, Kyrgyzstan, Nepal, Pakistan, Philippines, Russia, Tajikistan, Turkmenistan, Uzbekistan; N Africa, SW Asia, Europe].",Lowland,,,Brachypodium sylvaticum,Brachypodium sylvaticum (Huds.) Beauv. ,Brachypodium,,sylvaticum,NA,NA,,(Huds.) Beauv.,kew-400100,TRUE,1.1,Accepted,Poaceae,Brachypodium,,sylvaticum,,,(Huds.) P.Beauv.,kew-400100,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Fields, waste places, roadsides. Cultivated throughout China, sometimes naturalized especially in SW China [widely cultivated and naturalized elsewhere].",Lowland,,,Brassica juncea,Brassica juncea(L.)Czern.et Coss,Brassica,,juncea,NA,NA,,(L.)Czern.et Coss,kew-2682298,TRUE,1.1,Accepted,Brassicaceae,Brassica,,juncea,,,(L.) Czern.,kew-2682298,Accepted,FALSE,FALSE,FALSE,28/10/2019
Braya humilis,,No info,Lowland,,,Braya humilis,Torularia humilis,Torularia,,humilis,NA,NA,,,tro-4104501,TRUE,1.1,Synonym,Brassicaceae,Braya,,humilis,,,(C.A. Mey.) B.L. Rob.,tro-4100080,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Roadsides, gardens, fields, waste areas, mountain slopes. Throughout China [native to SW Asia and Europe; naturalized elsewhere as a cosmopolitan weed].",Lowland,,,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medic.,Capsella,,bursa-pastoris,NA,NA,,(L.) Medic.,kew-2697999,TRUE,1.1,Accepted,Brassicaceae,Capsella,,bursa-pastoris,,,(L.) Medik.,kew-2697999,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"River banks, lake shores, beaches, field margins, wastelands. Fujian, Gansu, Guangdong, Guangxi, Hebei, Heilongjiang, Henan, Jiangsu, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Taiwan, Xinjiang, Zhejiang [Japan, Korea, Mongolia, Russia (S Siberia), NE Vietnam; C Asia].",Lowland,,,Chenopodium acuminatum,Chenopodium acuminatum ,Chenopodium,,acuminatum,NA,NA,,,kew-2716931,TRUE,1.1,Accepted,Amaranthaceae,Chenopodium,,acuminatum,,,Willd.,kew-2716931,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Fields, waste places, roadsides, a difficult weed to control. Throughout China [probably throughout temperate and tropical regions of the world].",Lowland,,,Chenopodium album,Chenopodium album L.,Chenopodium,,album,NA,NA,,L.,kew-2716945,TRUE,1.1,Accepted,Amaranthaceae,Chenopodium,,album,,,L.,kew-2716945,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Fields, vegetable gardens, peripheries of villages, slightly saline-alkaline soils. Fujian, Guangdong, Guangxi, Guizhou, Jiangxi, Yunnan [N and S temperate zones].",Lowland,,,Chenopodium glaucum,Chenopodium glaucum L.,Chenopodium,,glaucum,NA,NA,,L.,kew-2717355,TRUE,1.1,Accepted,Amaranthaceae,Chenopodium,,glaucum,,,L.,kew-2717355,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Forest margins, scrub, valleys, slopes. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan, Zhejiang [NE India, Japan, Korea, Mongolia, Russia (Siberia); C Asia, Europe; represented by a vicariant race in North America].",Lowland,,,Chenopodium hybridum,Chenopodium hybridum ,Chenopodium,,hybridum,NA,NA,,,kew-2717442,TRUE,1.1,Accepted,Amaranthaceae,Chenopodium,,hybridum,,,L.,kew-2717442,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,,Lowland,,,Chenopodium vulvaria,Chenopodium foetidum,Chenopodium,,foetidum,NA,NA,,,kew-2717322,TRUE,1.1,Synonym,Amaranthaceae,Chenopodium,,vulvaria,,,L.,kew-2717921,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Riparian grasslands, field margins. Almost throughout China [India, Korea, Laos, Mongolia, Russia, Vietnam; Europe; adventive in North America].",Lowland,,,Cnidium monnieri,Cnidium monnieri (L.) Cuss.,Cnidium,,monnieri,NA,NA,,(L.) Cuss.,kew-2728972,TRUE,1.1,Accepted,Apiaceae,Cnidium,,monnieri,,,(L.) Cusson,kew-2728972,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Sandy places, dunes. Hebei, Heilongjiang, Liaoning, Nei Mongol.",Lowland,,,Corispermum stauntonii,Corispermum stauntonii ,Corispermum,,stauntonii,NA,NA,,,kew-2737756,TRUE,1.1,Accepted,Amaranthaceae,Corispermum,,stauntonii,,,Moq.,kew-2737756,Accepted,FALSE,FALSE,FALSE,28/10/2019
,,"Sandy places, riversides; high elevations. Qinghai, Xizang [Kashmir, Pakistan; C Asia (Pamir mountains)].",Lowland,,,Corispermum tibeticum,Corispermum tibeticum Iljin,Corispermum,,tibeticum,NA,NA,,Iljin,kew-2737767,TRUE,1.1,Accepted,Amaranthaceae,Corispermum,,tibeticum,,,Iljin,kew-2737767,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,,Lowland,,,Cryptothladia parviflora,Morina parviflora Kar.et Kir,Morina,,parviflora,NA,NA,,Kar.et Kir,tro-11200323,TRUE,1.1,Synonym,Caprifoliaceae,Cryptothladia,,parviflora,,,(Kar. & Kir.) M.J.Cannon,kew-2746617,Unresolved,FALSE,FALSE,FALSE,28/10/2019
Cuscuta japonica,,"On herbs and shrubs. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Yunnan, Zhejiang [Japan, Korea, Russia, Vietnam]",Lowland,,,Curscuta japonica,Curscuta japonica ,Curscuta,,japonica,NA,NA,,,,FALSE,1.1,,,Curscuta,,japonica,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,,"On herbs and shrubs. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Yunnan, Zhejiang [Japan, Korea, Russia, Vietnam]",Lowland,,,Cuscuta japonica,Cuscuta japonica Choisy,Cuscuta,,japonica,NA,NA,,Choisy,tro-8502259,TRUE,1.1,Accepted,Convolvulaceae,Cuscuta,,japonica,,,Choisy,tro-8502259,Accepted,FALSE,FALSE,FALSE,06/09/2019
,,"Roadsides, weedy places. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [throughout the tropics and subtropics, but rare in Africa].",Lowland,,,Digitaria ciliaris,Digitaria ciliaris (Retz.) Koel.,Digitaria,,ciliaris,NA,NA,,(Retz.) Koel.,kew-408848,TRUE,1.1,Accepted,Poaceae,Digitaria,,ciliaris,,,(Retz.) Koeler,kew-408848,Accepted,FALSE,FALSE,FALSE,06/09/2019
