FoCh name,Range,Habitat,Alpine,Min elevation,Max elevation,Standardized name,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
,below 4300 m,"Weed of cultivated fields, grassy mountain slopes, roadsides and other disturbed places; below 4300 m. Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Nei Mongol, Ningxia, Qinghai, Shaanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [Afghanistan, Bhutan, India (Sikkim), Kazakhstan, Kyrgyzstan, Nepal, Pakistan, Russia, Tajikistan, Turkmenistan, Uzbekistan; N Africa, SW Asia, Europe].",Euryalpine,0,4300,Avena fatua,avena fatua L.,avena,,fatua,NA,NA,,L.,kew-397488,TRUE,1.1,Accepted,Poaceae,Avena,,fatua,,,L.,kew-397488,Accepted,FALSE,FALSE,FALSE,28/10/2019
,below 4300 m,"Scrub, mountain summits, dry and hilly slopes, grasslands, clay cliffs, gravels, sandy land; below 4300 m. Beijing, Gansu, Heilongjiang, Jilin, Nei Mongol, Qinghai, Shaanxi, Tianjin, Xinjiang, Xizang [Japan, E Kazakhstan, Mongolia, Russia (European part, Siberia)].",Euryalpine,0,4300,Vicia multicaulis,Vicia multicaulis Ledeb.,Vicia,,multicaulis,NA,NA,,Ledeb.,ild-9114,TRUE,1.1,Accepted,Leguminosae,Vicia,,multicaulis,,,Ledeb.,ild-9114,Accepted,FALSE,FALSE,FALSE,06/09/2019
,near sea level to 4300 m,"Rocky slopes, roadsides, woodlands, meadows, limestone cliffs, hillsides, waste places, thickets, forest margins, valleys, river banks, grassy areas, deserts; near sea level to 4300 m. Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Japan, Kazakhstan, Korea, Mongolia, Russia; Europe].",Euryalpine,0,4300,Catolobus pendulus,Arabis pendula L.,Arabis,,pendula,NA,NA,,L.,kew-2646016,TRUE,1.1,Synonym,Brassicaceae,Catolobus,,pendulus,,,(L.) Al-Shehbaz,kew-2705814,Accepted,FALSE,FALSE,FALSE,06/09/2019
,below 4500 m,"Marshes, streamsides, wet meadows; below 4500 m. Chongqing (Chengkou), Gansu, Hebei, Heilongjiang, Nei Mongol, Ningxia, Qinghai, Shandong, Xinjiang, Xizang [Afghanistan, Bhutan, India (Sikkim), Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Nepal, Pakistan, Russia, Tajikistan, Turkmenistan, Uzbekistan; cosmopolitan in temperate regions].",Euryalpine,0,4500,Triglochin palustris,Triglochin palustre L.,Triglochin,,palustre,NA,NA,,L.,kew-308924,TRUE,1.1,Accepted,Juncaginaceae,Triglochin,,palustris,,,L.,kew-308924,Accepted,TRUE,FALSE,FALSE,06/09/2019
,near sea level to 4500 m,"Forests, valley sides, grassy places on mountain slopes; near sea level to 4500 m. Anhui, Gansu, Hebei, Henan, Hubei, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [N India, Japan, Kashmir, Korea, Nepal, Pakistan, Russia; E Europe; introduced in North America].",Euryalpine,0,4500,Anthriscus sylvestris,Anthriscus sylvestris (L.) Hoffm.,Anthriscus,,sylvestris,NA,NA,,(L.) Hoffm.,kew-2641868,TRUE,1.1,Accepted,Apiaceae,Anthriscus,,sylvestris,,,(L.) Hoffm.,kew-2641868,Accepted,FALSE,FALSE,FALSE,06/09/2019
Plantago depressa,near sea level to 4500 m,"Meadows, wet mountain slopes, riverbanks, wet places, fields, roadsides; near sea level to 4500 m. Anhui, Gansu, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jiangxi, Jilin, Liaoning, E Nei Mongol, Ningxia, Qinghai, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Bhutan, India, Kashmir, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Pakistan, E Russia].",Euryalpine,0,4500,Plantage depressa,Plantage depressa ,Plantage,,depressa,NA,NA,,,,FALSE,1.1,,,Plantage,,depressa,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,near sea level to 4500 m,"Meadows, wet mountain slopes, riverbanks, wet places, fields, roadsides; near sea level to 4500 m. Anhui, Gansu, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jiangxi, Jilin, Liaoning, E Nei Mongol, Ningxia, Qinghai, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Bhutan, India, Kashmir, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Pakistan, E Russia].",Euryalpine,0,4500,Plantago depressa,Plantago depressa Willd.,Plantago,,depressa,NA,NA,,Willd.,kew-2570075,TRUE,1.1,Accepted,Plantaginaceae,Plantago,,depressa,,,Willd.,kew-2570075,Accepted,FALSE,FALSE,FALSE,06/09/2019
Chamerion angustifolium,near sea level to 4700 m,"Moist often disturbed places; near sea level to 4700 m. Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Bhutan, India, Japan, Korea, Mongolia, Myanmar, Nepal, Pakistan, Russia; N Africa, C, N, and SW Asia, Europe, North America].",Euryalpine,0,4700,Epilobium angustifolium,Epilobium angustifolium (L.) Scop. ,Epilobium,,angustifolium,NA,NA,,(L.) Scop.,kew-2790112,TRUE,1.1,Accepted,Onagraceae,Epilobium,,angustifolium,,,L.,kew-2790112,Accepted,FALSE,FALSE,FALSE,06/09/2019
,near sea level to 4800 m,"Grassy areas, roadsides, wet valleys, river banks, forest margins, streamsides, mountain slopes; near sea level to 4800 m. Anhui, Gansu, Guizhou, Hebei, Henan, Heilongjiang, Jiangsu, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan, Zhejiang [Afghanistan, Japan, Kashmir, Korea, Kazakhstan, Kyrgyzstan, Mongolia, Russia, Tajikistan, Turkmenistan, Uzbekistan; SW Asia, Europe, North America].",Euryalpine,0,4800,Draba nemorosa,Draba nemorosa L.,Draba,,nemorosa,NA,NA,,L.,kew-2777030,TRUE,1.1,Accepted,Brassicaceae,Draba,,nemorosa,,,L.,kew-2777030,Accepted,FALSE,FALSE,FALSE,06/09/2019
,near sea level to 4800 m,"Weed of disturbed, often moist and shady ground; near sea level to 4800 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [Afghanistan, Bhutan, India, Indonesia, Japan, Kazakhstan, Korea, Kyrgyzstan, Malaysia, Mongolia, Myanmar, Nepal, New Guinea, Pakistan, Russia, Sri Lanka, Tajikistan, Turkmenistan, Uzbekistan, Vietnam; Africa, SW Asia, Australia, Europe, North and South America, Pacific Islands].",Euryalpine,0,4800,Poa annua,Poa annua L.,Poa,,annua,NA,NA,,L.,kew-435194,TRUE,1.1,Accepted,Poaceae,Poa,,annua,,,L.,kew-435194,Accepted,FALSE,FALSE,FALSE,06/09/2019
,near sea level--4900 m,"Ponds, lakes, streams, swamps; near sea level--4900 m. Gansu, N Guangxi, Hebei, SW Hubei, Hunan, N and S Jiangsu, Liaoning, E Qinghai, Shanxi, W and NW Sichuan, Xizang, NW Yunnan, Zhejiang [Kashmir].",Euryalpine,0,4900,Batrachium bungei,Batrachium bungei (Steud.) L.Liou,Batrachium,,bungei,NA,NA,,(Steud.) L.Liou,kew-2671097,TRUE,1.1,Unresolved,Ranunculaceae,Batrachium,,bungei,,,(Steud.) L.Liou,kew-2671097,Unresolved,FALSE,FALSE,FALSE,06/09/2019
Callitriche palustris,0-5000 m,"Lakes, ponds, swamps, marshes, streams, ditches, rice fields; 0-5000 m. Anhui, Fujian, Guangdong, Guizhou, N Heilongjiang, Hubei, Jiangsu, Jiangxi, E Jilin, E Liaoning, E Nei Mongol, Qinghai, Sichuan, Taiwan, SE Xizang, Yunnan, Zhejiang [Bhutan, India, Japan, Kashmir, Korea, Nepal, Russia; Europe, North America].",Euryalpine,0,5000,Callitviche palustris,Callitviche palustris ,Callitviche,,palustris,NA,NA,,,,FALSE,1.1,,,Callitviche,,palustris,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,near sea level to 5000 m,"Stagnant and slow-running waters, lakes, bogs, streams, river shores, paddy fields; near sea level to 5000 m. Gansu, Guangxi, Guizhou, Hebei, Heilongjiang, Henan, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan [temperate regions worldwide].",Euryalpine,0,5000,Hippuris vulgaris,Hippuris vulgaris L.,Hippuris,,vulgaris,NA,NA,,L.,kew-2851597,TRUE,1.1,Accepted,Plantaginaceae,Hippuris,,vulgaris,,,L.,kew-2851597,Accepted,FALSE,FALSE,FALSE,06/09/2019
,sea level to 5100 m,"Roadsides, saline deserts, sands, riverbanks, wet places near saline lakes, saline areas by rivers; sea level to 5100 m. Anhui, Gansu, Hebei, Heilongjiang, ?Henan, Hubei, Hunan, Jiangsu, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Kashmir, Kazakhstan, Kyrgyzstan, Mongolia, Nepal, Pakistan, Russia, Sikkim, Tajikistan].",Euryalpine,0,5100,Polygonum sibiricum,Polygonum sibiricum L.,Polygonum,,sibiricum,NA,NA,,L.,tro-26002405,TRUE,1.1,Accepted,Polygonaceae,Polygonum,,sibiricum,,,Laxm.,tro-26002405,Accepted,FALSE,FALSE,FALSE,06/09/2019
Triglochin maritima,below 5200 m,"Marshes; below 5200 m. Gansu, Hebei, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Bhutan, India (Sikkim), Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Nepal, Pakistan, Russia, Tajikistan; widely distributed in temperate and cold regions of the N Hemisphere].",Euryalpine,0,5200,Triglochin concinna,Triglochin maritimum,Triglochin,,maritimum,NA,NA,,,tro-50092280,TRUE,1.1,Synonym,Juncaginaceae,Triglochin,,concinna,var.,debile,(M.E. Jones) J.T. Howell,tro-17000027,Unresolved,FALSE,FALSE,FALSE,28/10/2019
,100-4200 m,"River banks, roadsides, valleys, wastelands, steppes, scrub, alpine meadows; 100-4200 m. Hebei, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi [NW India, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Nepal, Pakistan, E Russia].",Euryalpine,100,4200,Gentiana squarrosa,Gentiana squarrosa Ledeb.,Gentiana,,squarrosa,NA,NA,,Ledeb.,kew-2821583,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,squarrosa,,,Ledeb.,kew-2821583,Accepted,FALSE,FALSE,FALSE,06/09/2019
Cirsium arvense,100-4300 m,"Moist places, ditches, farmlands, lakesides, grasslands, mountain slopes, roadsides, near villages, by rivers, wet or flooded lands; 100-4300 m. Anhui, Chongqing, Fujian, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Zhejiang [Afghanistan, India, Japan, Kazakhstan, Korea, Mongolia, Nepal, Russia; SW Asia, Europe].",Euryalpine,100,4300,Cephalanoplos sagetum,Cephalanoplos sagetum(Bunge)Kitam.,Cephalanoplos,,sagetum,NA,NA,,(Bunge)Kitam.,,FALSE,1.1,,,Cephalanoplos,,sagetum,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
Cirsium arvense,100-4300 m,"Moist places, ditches, farmlands, lakesides, grasslands, mountain slopes, roadsides, near villages, by rivers, wet or flooded lands; 100-4300 m. Anhui, Chongqing, Fujian, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Zhejiang [Afghanistan, India, Japan, Kazakhstan, Korea, Mongolia, Nepal, Russia; SW Asia, Europe].",Euryalpine,100,4300,Cephalanoplos segetum,Cephalanoplos segetum,Cephalanoplos,,segetum,NA,NA,,,,FALSE,1.1,,,Cephalanoplos,,segetum,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,100--4300 m,"Forests, forest margins, mountain slopes, hilltop grasslands, fields, sandy soils, rock crevices, roadsides; 100--4300 m. Anhui, Fujian, Gansu, Guangdong, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [cosmopolitan weed].",Euryalpine,100,4300,Cerastium fontanum,Cerastium fontanum ,Cerastium,,fontanum,NA,NA,,,kew-2710319,TRUE,1.1,Accepted,Caryophyllaceae,Cerastium,,fontanum,,,Baumg.,kew-2710319,Accepted,FALSE,FALSE,FALSE,28/10/2019
,100-4300 m,"Moist places, ditches, farmlands, lakesides, grasslands, mountain slopes, roadsides, near villages, by rivers, wet or flooded lands; 100-4300 m. Anhui, Chongqing, Fujian, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Zhejiang [Afghanistan, India, Japan, Kazakhstan, Korea, Mongolia, Nepal, Russia; SW Asia, Europe].",Euryalpine,100,4300,Cirsium arvense,Cirsium setosum ,Cirsium,,setosum,NA,NA,,,gcc-49110,TRUE,1.1,Synonym,Compositae,Cirsium,,arvense,,,(L.) Scop.,gcc-106632,Accepted,FALSE,FALSE,FALSE,28/10/2019
,100-4300 m,"Fields, roadsides, slopes, saline meadows; 100-4300 m. Gansu, Hebei, Heilongjiang, Henan, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang [Afghanistan, India, Kashmir, Kazakhstan, Kyrgyzstan, Mongolia, Pakistan, Russia, Tajikistan, Turkmenistan, Uzbekistan; N Africa, SW Asia, S Europe].",Euryalpine,100,4300,Lepidium latifolium,Lepidium latifolium,Lepidium,,latifolium,NA,NA,,,kew-2338049,TRUE,1.1,Accepted,Brassicaceae,Lepidium,,latifolium,,,L.,kew-2338049,Accepted,FALSE,FALSE,FALSE,28/10/2019
,200-4500(-5000) m,"Wet places along streams, rivers, bogs, and marshes, often disturbed, and in subalpine meadows, widespread; 200-4500(-5000) m. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [India, Japan, Kazakhstan, Korea, Mongolia, Nepal, Pakistan, Russia; widespread in C, N, and SW Asia, Europe, and North America (including Greenland)].",Euryalpine,200,4500,Epilobium palustre,Epilobium palustre L.,Epilobium,,palustre,NA,NA,,L.,kew-2790841,TRUE,1.1,Accepted,Onagraceae,Epilobium,,palustre,,,L.,kew-2790841,Accepted,FALSE,FALSE,FALSE,06/09/2019
,200-4600 m,"Open forests and thickets, mountain slopes, grasslands, meadows, open fields, ditch sides, river valleys and beaches, swamps, farmland sides, wastelands; 200-4600 m. Gansu, Hebei, Heilongjiang, Henan, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, India, Japan, Kashmir, Korea, Mongolia, Pakistan, Russia; SW Asia (Armenia, Iran), Europe, North America].",Euryalpine,200,4600,Galium boreale,Galium boreale var. ciliatum ,Galium,,boreale,NA,var.,ciliatum,,kew-85840,TRUE,1.1,Synonym,Rubiaceae,Galium,,boreale,,,L.,kew-85836,Accepted,FALSE,FALSE,FALSE,28/10/2019
,300--4900 m,"Forests, slopes, scrub, grassy areas, along river banks or streams; 300--4900 m. Gansu, Qinghai, S Shaanxi, W Sichuan, Xinjiang, Xizang [Kazakhstan].",Euryalpine,300,4900,Clematis tangutica,Clematis tangutica (Maxim.) Korsh.,Clematis,,tangutica,NA,NA,,(Maxim.) Korsh.,kew-2726787,TRUE,1.1,Accepted,Ranunculaceae,Clematis,,tangutica,,,(Maxim.) Korsh.,kew-2726787,Accepted,FALSE,FALSE,FALSE,06/09/2019
,400-4100 m,"Mountain slopes, forest margins, moist valleys; 400-4100 m. ?Anhui, ?Fujian, ?Guangxi, ?Guizhou, Heilongjiang, ?Henan, Hubei, ?Hunan, Jiangsu, Jilin, Liaoning, Nei Mongol, Qinghai, ?Shaanxi, ?Shandong, ?Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, ?Zhejiang [Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Russia; Europe, North America].",Euryalpine,400,4100,Rumex acetosa,Rumex acetosa Linn.,Rumex,,acetosa,NA,NA,,Linn.,kew-2424198,TRUE,1.1,Accepted,Polygonaceae,Rumex,,acetosa,,,L.,kew-2424198,Accepted,FALSE,FALSE,FALSE,28/10/2019
,400-4800 m,"Roadsides, slopes, waste places, ravines, plains, fields; 400-4800 m. Anhui, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan, Zhejiang [India, Japan, Kazakhstan, Korea, Mongolia, Nepal, Pakistan].",Euryalpine,400,4800,Lepidium apetalum,Lepidium apetalum Willdenow,Lepidium,,apetalum,NA,NA,,Willdenow,kew-2338188,TRUE,1.1,Accepted,Brassicaceae,Lepidium,,apetalum,,,Willd.,kew-2338188,Accepted,FALSE,FALSE,FALSE,06/09/2019
,400-5400 m,"Beside streams, grassland slopes, alpine scrub and meadows; 400-5400 m. Gansu, Hebei, Qinghai, Shanxi, Sichuan, Xizang, NW Yunnan [Afghanistan, India, Japan, Kyrgyzstan, Mongolia, Pakistan, Russia, Tajikistan; Europe].",Euryalpine,400,5400,Lomatogonium carinthiacum,Lomatogonium carinthiacum (Wulf.) Reichb.,Lomatogonium,,carinthiacum,NA,NA,,(Wulf.) Reichb.,kew-2350109,TRUE,1.1,Accepted,Gentianaceae,Lomatogonium,,carinthiacum,,,(Wulfen) A.Braun,kew-2350109,Accepted,FALSE,FALSE,FALSE,06/09/2019
,500-4100 m,"Margins of deciduous or coniferous forests and thickets, open or grazed meadows, shrublands, seepage or damp areas, streamsides, ditch or field margins, disturbed areas and cut or disturbed forests, hills to alpine regions; 500-4100 m. Gansu, Guizhou, Hubei, S Shaanxi, Sichuan, Xizang, Yunnan [Bhutan, N India, Kashmir, Myanmar, Nepal]. Subsp 2400-3100 m. W Gansu, NW and W Sichuan",Euryalpine,500,4100,Aster albescens,Aster albescens (DC.) Hand.-Mazz. var. limprichtii (Diels) Hand.-Mazz.,Aster,,albescens,NA,var.,limprichtii,(Diels) Hand.-Mazz.,gcc-30558,FALSE,1.1,Accepted,Compositae,Aster,,albescens,,,(DC.) Wall. ex Hand.-Mazz.,gcc-30558,Accepted,FALSE,FALSE,TRUE,06/09/2019
 Cirsium arvense var. alpestre,500-4300 m,"Grasslands on mountain slopes, moist places, roadsides, near villages; 500-4300 m. Gansu, Qinghai, Xinjiang, Xizang [Europe].",Euryalpine,500,4300,Cirsium lanatum,Cirsium lanatum ,Cirsium,,lanatum,NA,NA,,,gcc-132795,TRUE,1.1,Accepted,Compositae,Cirsium,,lanatum,,,(Roxb. ex Willd.) Spreng.,gcc-132795,Accepted,FALSE,FALSE,FALSE,28/10/2019
,500-4400 m,"Deserts, desert steppes; 500-4400 m. Gansu, Jiangsu, Nei Mongol, Qinghai, Shaanxi, Xinjiang, Xizang [Kazakhstan, Mongolia, Russia, Turkmenistan].",Euryalpine,500,4400,Ajania fruticulosa,Ajania fruticolosa(Ledeb.)Poljark.,Ajania,,fruticolosa,NA,NA,,(Ledeb.)Poljark.,gcc-48822,TRUE,1.1,Accepted,Compositae,Ajania,,fruticulosa,,,(Ledeb.) Poljakov,gcc-48822,Accepted,TRUE,FALSE,FALSE,28/10/2019
,500-4400 m,"Temperate to arctic, moderately moist to wet conditions, from coastal meadows to forest shade, to alpine and tundra, often in disturbed sites; 500-4400 m. Anhui, Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jiangxi, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan [Afghanistan, Bhutan, India, Indonesia, Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Myanmar, Nepal, New Guinea, Pakistan, Russia, Sri Lanka, Tajikistan, Turkmenistan, Uzbekistan; Africa, SW Asia, Australia, Europe, North America, Pacific Islands, South America].",Euryalpine,500,4400,Poa pratensis,Poa pratensis L.,Poa,,pratensis,NA,NA,,L.,kew-436906,TRUE,1.1,Accepted,Poaceae,Poa,,pratensis,,,L.,kew-436906,Accepted,FALSE,FALSE,FALSE,06/09/2019
Chamerion angustifolium subsp. angustifolium,500-4700 m,"Moist often disturbed places in mountains, 500-4700 m. Gansu, Hebei, Heilongjiang, Jilin, Nei Mongol, Ningxia, Qinghai, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Bhutan, India, Japan, Korea, Myanmar, Nepal, Pakistan, Russia; C, N, and SW Asia, Europe, North America].",Euryalpine,500,4700,Epilobium angustifolium,Epilobium angustifolium subsp. circumvagum,Epilobium,,angustifolium,NA,subsp.,circumvagum,,kew-2790117,TRUE,1.1,Accepted,Onagraceae,Epilobium,,angustifolium,subsp.,circumvagum,Mosquin,kew-2790117,Accepted,FALSE,FALSE,FALSE,28/10/2019
,500-4700 m,"Stream margins in grasslands, moist places along valleys; 500-4700 m. Gansu, Hebei, Nei Mongol, Ningxia, NW Sichuan, Xinjiang, Xizang [Afghanistan, Kashmir, Kazakhstan, Kyrgyzstan, Mongolia, Nepal, Pakistan, Russia, Tajikistan, Uzbekistan; SW Asia, Europe, North America].",Euryalpine,500,4700,Trichophorum pumilum,Scirpus pumilus Vahl,Scirpus,,pumilus,NA,NA,,Vahl,kew-264740,TRUE,1.1,Synonym,Cyperaceae,Trichophorum,,pumilum,,,(Vahl) Schinz & Thell.,kew-270682,Accepted,FALSE,FALSE,FALSE,28/10/2019
,500-4800 m,"Wet places, stream and river margins, riverbeds, grasslands, valleys, swampy meadows, slopes; 500-4800 m. Gansu, Hebei, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, NW Yunnan [Mongolia].",Euryalpine,500,4800,Blysmus sinocompressus,Blysmus sinocompressus Tang et Wang+H189,Blysmus,,sinocompressus,NA,NA,,Tang et Wang+H189,kew-221800,TRUE,1.1,Accepted,Cyperaceae,Blysmus,,sinocompressus,,,Tang & F.T.Wang,kew-221800,Accepted,FALSE,FALSE,FALSE,28/10/2019
Cerastium arvense subsp. strictum,600--4300 m,"Sand dunes under forests of Pinus sylvestris var. mongolica, forest margins, sand dune scrub, hillsides, grassy mountain valleys and hilltops, steppes, ditches; 600--4300 m. Gansu, Hebei, Henan, Jiangxi, Jilin, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Yunnan [Japan, Kazakhstan, Korea, Mongolia, Russia; Europe, North and South America].",Euryalpine,600,4300,Cerastium arvense,Cerastium arvemse Linn ,Cerastium,,arvemse,NA,NA,,Linn,kew-2709949,TRUE,1.1,Accepted,Caryophyllaceae,Cerastium,,arvense,,,L.,kew-2709949,Accepted,TRUE,FALSE,FALSE,28/10/2019
,600-4500 m,"Cultivated areas, wasteland, roadsides, grassy slopes; 600-4500 m. Anhui, Gansu, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang [Asia, Europe, North America, South America].",Euryalpine,600,4500,Convolvulus arvensis,Convolvulus arvensis L.,Convolvulus,,arvensis,NA,NA,,L.,tro-8500005,TRUE,1.1,Accepted,Convolvulaceae,Convolvulus,,arvensis,,,L.,tro-8500005,Accepted,FALSE,FALSE,FALSE,28/10/2019
,600-4500 m,"Grassy slopes, roadsides, alpine meadows, other grassy places, in sun or shade; 600-4500 m. Widespread and common in China [temperate regions of N hemisphere].",Euryalpine,600,4500,Festuca rubra,Festuca rubra L.,Festuca,,rubra,NA,NA,,L.,kew-416502,TRUE,1.1,Accepted,Poaceae,Festuca,,rubra,,,L.,kew-416502,Accepted,FALSE,FALSE,FALSE,06/09/2019
,700-4100 m,"Beside streams in valleys, grassland slopes, scrub, forest margins, forests; 700-4100 m. Gansu, Guizhou, Hubei, Hunan, Liaoning, Nei Mongol, Qinghai, Shanxi, Xinjiang, Xizang, Yunnan [Bhutan, India, Kyrgyzstan, Myanmar, Nepal, Sikkim].",Euryalpine,700,4100,Halenia elliptica,Halenia elliptica D.Don,Halenia,,elliptica,NA,NA,,D.Don,kew-2837984,TRUE,1.1,Accepted,Gentianaceae,Halenia,,elliptica,,,D.Don,kew-2837984,Accepted,FALSE,FALSE,FALSE,06/09/2019
,700-4200 m,"Grassy mountain slopes, open forest, marshy places among shrubs; 700-4200 m. Gansu, Hebei, Heilongjiang, Henan, Hubei (Shennongjia), Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang [Japan, Kazakhstan, Korea, Mongolia, Russia; SW Asia (Caucasus), E Europe, North America (Alaska)].",Euryalpine,700,4200,Trisetum sibiricum,Trisetum sibiricum ,Trisetum,,sibiricum,NA,NA,,,kew-448098,TRUE,1.1,Accepted,Poaceae,Trisetum,,sibiricum,,,Rupr.,kew-448098,Accepted,FALSE,FALSE,FALSE,28/10/2019
,700-4700 m,"700-4700 m. Gansu, Guizhou, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Japan, Kazakhstan, Kyrgyzstan, Mongolia, Russia]",Euryalpine,700,4700,Gentianopsis barbata,Gentianopsis barbata,Gentianopsis,,barbata,NA,NA,,,kew-2822414,TRUE,1.1,Accepted,Gentianaceae,Gentianopsis,,barbata,,,(Froel.) Ma,kew-2822414,Accepted,FALSE,FALSE,FALSE,28/10/2019
