"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Pedicularis schizorhyncha","Pedicularis","","schizorhyncha",NA,NA,"","","tro-29207497",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","schizorrhyncha","","","Prain","tro-29207497","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis sp1","Pedicularis","","sp1",NA,NA,"","","",FALSE,"1.1","","","Pedicularis","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Pedicularis sp1.","Pedicularis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Pedicularis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Pedicularis sp2","Pedicularis","","sp2",NA,NA,"","","",FALSE,"1.1","","","Pedicularis","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Pedicularis sp2.","Pedicularis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Pedicularis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Pedicularis sp3","Pedicularis","","sp3",NA,NA,"","","",FALSE,"1.1","","","Pedicularis","","sp3",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Pedicularis sp3.","Pedicularis","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Pedicularis","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Pedicularis sp4.","Pedicularis","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Pedicularis","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Pedicularis striata sp. arachnoidea","Pedicularis","","striata",NA,NA,"sp.","arachnoidea","tro-29205450",FALSE,"1.1","Accepted","Orobanchaceae","Pedicularis","","striata","","","Pall.","tro-29205450","Accepted",FALSE,FALSE,TRUE,2020-04-22,"Species"
"Pedicularis szetschuanica subsp.szetschuanica","Pedicularis","","szetschuanica",NA,"subsp.","szetschuanica","","tro-29207289",TRUE,"1.1","Synonym","Orobanchaceae","Pedicularis","","szetschuanica","","","Maxim.","tro-29207249","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis torta Maxim.","Pedicularis","","torta",NA,NA,"","Maxim.","tro-29207392",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","torta","","","Maxim.","tro-29207392","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis tristis ","Pedicularis","","tristis",NA,NA,"","","kew-2550344",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","tristis","","","L.","kew-2550344","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Peucedanum praeruptorum Dunn","Peucedanum","","praeruptorum",NA,NA,"","Dunn","kew-2403796",TRUE,"1.1","Accepted","Apiaceae","Peucedanum","","praeruptorum","","","Dunn","kew-2403796","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Peucedanum sp","Peucedanum","","sp",NA,NA,"","","",FALSE,"1.1","","","Peucedanum","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Philadelphus incanus Koehne","Philadelphus","","incanus",NA,NA,"","Koehne","tro-29101533",TRUE,"1.1","Accepted","Hydrangeaceae","Philadelphus","","incanus","","","Koehne","tro-29101533","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Phlomis dentosa Franch.","Phlomis","","dentosa",NA,NA,"","Franch.","kew-152210",TRUE,"1.1","Synonym","Lamiaceae","Phlomoides","","dentosa","","","(Franch.) Kamelin & Makhm.","kew-152531","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Phlomis kansuensis","Phlomis","","kansuensis",NA,NA,"","","kew-152274",TRUE,"1.1","Synonym","Lamiaceae","Phlomoides","","kansuensis","","","(C.Y.Wu) Kamelin & Makhm.","kew-152555","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Picris hieracioides Linn.subsp.japonica Krylv.","Picris","","hieracioides",NA,NA,"","Linn.subsp.japonica Krylv.","gcc-102955",TRUE,"1.1","Accepted","Compositae","Picris","","hieracioides","","","Sibth. & Sm.","gcc-102955","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Picris japonica Thunb","Picris","","japonica",NA,NA,"","Thunb","gcc-129279",TRUE,"1.1","Synonym","Compositae","Picris","","hieracioides","subsp.","japonica","(Thunb.) Krylov","gcc-53564","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pimpinella smithii Wolff","Pimpinella","","smithii",NA,NA,"","Wolff","tro-50005301",TRUE,"1.1","Accepted","Apiaceae","Pimpinella","","smithii","","","H. Wolff","tro-50005301","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Plantago asiatica linn .","Plantago","","asiatica",NA,NA,"linn",".","kew-2571414",FALSE,"1.1","Accepted","Plantaginaceae","Plantago","","asiatica","","","L.","kew-2571414","Accepted",FALSE,FALSE,TRUE,2020-04-22,"Species"
"Plantago depressa Willd","Plantago","","depressa",NA,NA,"","Willd","kew-2570075",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","depressa","","","Willd.","kew-2570075","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Plantago major L.","Plantago","","major",NA,NA,"","L.","kew-2569743",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","major","","","L.","kew-2569743","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pleurospermum camtschatium Hoffm.","Pleurospermum","","camtschatium",NA,NA,"","Hoffm.","tro-1703087",TRUE,"1.1","Synonym","Apiaceae","Pleurospermum","","uralense","","","Hoffm.","kew-2405125","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Pleurospermum crassicaule Woff","Pleurospermum","","crassicaule",NA,NA,"","Woff","tro-1704621",TRUE,"1.1","Synonym","Apiaceae","Pleurospermum","","wilsonii","","","H. Boissieu","tro-50276588","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pleurospermum hookeri var. thomsonii","Pleurospermum","","hookeri",NA,"var.","thomsonii","","tro-1704603",TRUE,"1.1","Accepted","Apiaceae","Pleurospermum","","hookeri","var.","thomsonii","C.B. Clarke","tro-1704603","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pleurospermum prattii Woff","Pleurospermum","","prattii",NA,NA,"","Woff","tro-1704641",TRUE,"1.1","Synonym","Apiaceae","Pleurospermum","","wrightianum","","","H. Boissieu","tro-1704640","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Plumbagela micrantha(Ledeb.)Spach","Plumbagela","","micrantha",NA,NA,"","(Ledeb.)Spach","tro-25400398",TRUE,"1.1","Accepted","Plumbaginaceae","Plumbagella","","micrantha","","","(Ledeb.) Spach","tro-25400398","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Poa attenuata var. vivipara","Poa","","attenuata",NA,"var.","vivipara","","kew-435308",TRUE,"1.1","Synonym","Poaceae","Poa","","attenuata","","","Trin.","kew-435297","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Poa crymophila","Poa","","crymophila",NA,NA,"","","kew-435671",TRUE,"1.1","Synonym","Poaceae","Poa","","attenuata","","","Trin.","kew-435297","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Poa declinata","Poa","","declinata",NA,NA,"","","kew-435714",TRUE,"1.1","Synonym","Poaceae","Poa","","szechuensis","","","Rendle","kew-437443","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Poa micrandra","Poa","","micrandra",NA,NA,"","","kew-436526",TRUE,"1.1","Synonym","Poaceae","Poa","","nepalensis","","","(Wall. ex Griseb.) Duthie","kew-436644","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Poa poophagorum","Poa","","poophagorum",NA,NA,"","","kew-436900",TRUE,"1.1","Synonym","Poaceae","Poa","","alpigena","","","Lindm.","kew-435078","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Poa poophagorum Bor","Poa","","poophagorum",NA,NA,"","Bor","kew-436900",TRUE,"1.1","Synonym","Poaceae","Poa","","alpigena","","","Lindm.","kew-435078","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Poa pratensis Linn.","Poa","","pratensis",NA,NA,"","Linn.","kew-436906",TRUE,"1.1","Accepted","Poaceae","Poa","","pratensis","","","L.","kew-436906","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Poa prateusis L.","Poa","","prateusis",NA,NA,"","L.","kew-436906",TRUE,"1.1","Accepted","Poaceae","Poa","","pratensis","","","L.","kew-436906","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Poa sinoglauca Ohwi","Poa","","sinoglauca",NA,NA,"","Ohwi","kew-437283",TRUE,"1.1","Accepted","Poaceae","Poa","","sinoglauca","","","Ohwi","kew-437283","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Poa sp","Poa","","sp",NA,NA,"","","",FALSE,"1.1","","","Poa","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Poa sp1","Poa","","sp1",NA,NA,"","","",FALSE,"1.1","","","Poa","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Poa sp2","Poa","","sp2",NA,NA,"","","",FALSE,"1.1","","","Poa","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Poaceae sp1","","","sp1",NA,NA,"","","",FALSE,"1.1","","","Poaceae","","sp1",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Poaceae sp2","","","sp2",NA,NA,"","","",FALSE,"1.1","","","Poaceae","","sp2",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Polemonium coeruleum var. chinense Brand","Polemonium","","coeruleum",NA,"var.","chinense","Brand","tro-25801013",TRUE,"1.1","Synonym","Polemoniaceae","Polemonium","","chinense","","","(Brand) Brand","tro-25801014","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum amphibium L","Polygonum","","amphibium",NA,NA,"","L","kew-2567516",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","amphibia","","","(L.) Delarbre","kew-2571959","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum aviculare Linn.","Polygonum","","aviculare",NA,NA,"","Linn.","kew-2574669",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","aviculare","","","L.","kew-2574669","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum convolvulus L.","Polygonum","","convolvulus",NA,NA,"","L.","kew-2574574",TRUE,"1.1","Synonym","Polygonaceae","Fallopia","","convolvulus","","","(L.) Á.Löve","kew-2807634","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum hydropiper","Polygonum","","hydropiper",NA,NA,"","","kew-2575083",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","hydropiper","","","(L.) Delarbre","kew-2572559","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum Macrophyllum","Polygonum","","macrophyllum",NA,NA,"","","tro-50133470",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","macrophyllum","","","D. Don","tro-50133470","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum macrophyllum D.Don","Polygonum","","macrophyllum",NA,NA,"","D.Don","tro-50133470",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","macrophyllum","","","D. Don","tro-50133470","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum nepalense","Polygonum","","nepalense",NA,NA,"","","kew-2574863",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","nepalensis","","","(Meisn.) Miyabe","kew-2572581","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum sibiricum Laxm","Polygonum","","sibiricum",NA,NA,"","Laxm","tro-26002405",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","sibiricum","","","Laxm.","tro-26002405","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum sibirilum","Polygonum","","sibirilum",NA,NA,"","","tro-26002405",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","sibiricum","","","Laxm.","tro-26002405","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Polygonum sp","Polygonum","","sp",NA,NA,"","","",FALSE,"1.1","","","Polygonum","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Polygonum sp.","Polygonum","","sp.",NA,NA,"","","",FALSE,"1.1","","","Polygonum","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Polygonum viviparum Linn.","Polygonum","","viviparum",NA,NA,"","Linn.","kew-2574216",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","vivipara","","","(L.) Ronse Decr.","kew-2572250","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pomatosace filicula ","Pomatosace","","filicula",NA,NA,"","","tro-26401131",TRUE,"1.1","Accepted","Primulaceae","Pomatosace","","filicula","","","Maxim.","tro-26401131","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pomatosace filicula.","Pomatosace","","filicula.",NA,NA,"","","tro-26401131",TRUE,"1.1","Accepted","Primulaceae","Pomatosace","","filicula","","","Maxim.","tro-26401131","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Potentilla bifurca","Potentilla","","bifurca",NA,NA,"","","rjp-1942",TRUE,"1.1","Synonym","Rosaceae","Sibbaldianthe","","bifurca","","","(L.) Kurtto & T.Erikss.","rjp-37962","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Potentilla bifurca Linn.","Potentilla","","bifurca",NA,NA,"","Linn.","rjp-1942",TRUE,"1.1","Synonym","Rosaceae","Sibbaldianthe","","bifurca","","","(L.) Kurtto & T.Erikss.","rjp-37962","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Potentilla chrysantha","","",NA,NA,NA,"","","",FALSE,"1.1","","","Potentilla chrysantha","",NA,NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Potentilla saundersiana var. caespitosa","Potentilla","","saundersiana",NA,"var.","caespitosa","","rjp-10922",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","saundersiana","var.","caespitosa","Lehm. ex Th.Wolf","rjp-10922","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Potentilla saundersiana var.saundersiana","Potentilla","","saundersiana",NA,"var.","saundersiana","","rjp-11574",TRUE,"1.1","Synonym","Rosaceae","Potentilla","","saundersiana","","","Royle","rjp-8317","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Potentilla sp","Potentilla","","sp",NA,NA,"","","",FALSE,"1.1","","","Potentilla","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Potentilla sp.","Potentilla","","sp.",NA,NA,"","","",FALSE,"1.1","","","Potentilla","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Potentilla supina Linn.","Potentilla","","supina",NA,NA,"","Linn.","rjp-2038",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","supina","","","L.","rjp-2038","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Prenanthes macrophylla Franch","Prenanthes","","macrophylla",NA,NA,"","Franch","gcc-105990",TRUE,"1.1","Synonym","Compositae","Nabalus","","tatarinowii","","","(Maxim.) Nakai","gcc-6540","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Prenanthes tatarinowii","Prenanthes","","tatarinowii",NA,NA,"","","gcc-142764",TRUE,"1.1","Synonym","Compositae","Nabalus","","tatarinowii","","","(Maxim.) Nakai","gcc-6540","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Primula polyneura Franch.","Primula","","polyneura",NA,NA,"","Franch.","tro-26401212",TRUE,"1.1","Accepted","Primulaceae","Primula","","polyneura","","","Franch.","tro-26401212","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Primula secundiflora Franch.","Primula","","secundiflora",NA,NA,"","Franch.","tro-26401393",TRUE,"1.1","Accepted","Primulaceae","Primula","","secundiflora","","","Franch.","tro-26401393","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Primula sibirica Jacq","Primula","","sibirica",NA,NA,"","Jacq","kew-2563716",TRUE,"1.1","Synonym","Primulaceae","Primula","","nutans","","","Georgi","kew-2565333","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Primula sp.","Primula","","sp.",NA,NA,"","","",FALSE,"1.1","","","Primula","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Primula stenocalyx Maxim.","Primula","","stenocalyx",NA,NA,"","Maxim.","tro-26401583",TRUE,"1.1","Accepted","Primulaceae","Primula","","stenocalyx","","","Maxim.","tro-26401583","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pterocephalus sp","Pterocephalus","","sp",NA,NA,"","","",FALSE,"1.1","","","Pterocephalus","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Ptilagrostis concinna","Ptilagrostis","","concinna",NA,NA,"","","kew-438539",TRUE,"1.1","Synonym","Poaceae","Stipa","","concinna","","","Hook.f.","kew-444910","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Ptilagrostis dichotoma Keng.ex Tzvel.","Ptilagrostis","","dichotoma",NA,NA,"","Keng.ex Tzvel.","kew-438542",TRUE,"1.1","Unresolved","Poaceae","Ptilagrostis","","dichotoma","","","Keng ex Tzvelev","kew-438542","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Ptilagrostis sp","Ptilagrostis","","sp",NA,NA,"","","",FALSE,"1.1","","","Ptilagrostis","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Ranunculus affinis K.B","Ranunculus","","affinis",NA,NA,"","K.B","kew-2524526",TRUE,"1.1","Synonym","Ranunculaceae","Ranunculus","","pedatifidus","subsp.","affinis","(R.Br.) Hultén","kew-2528817","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Ranunculus brotherusii Freyn","Ranunculus","","brotherusii",NA,NA,"","Freyn","kew-2524701",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","brotherusii","","","Freyn","kew-2524701","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Ranunculus japonicus Thunb.","Ranunculus","","japonicus",NA,NA,"","Thunb.","tro-27100460",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","japonicus","","","Thunb.","tro-27100460","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Ranunculus pulchelus C.A.Mey.var.sericeus Hook.f.et Thoms","Ranunculus","","pulchelus",NA,NA,"","C.A.Mey.var.sericeus Hook.f.et Thoms","kew-2526661",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","pulchellus","","","C.A.Mey.","kew-2526661","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Ranunculus sp.","Ranunculus","","sp.",NA,NA,"","","",FALSE,"1.1","","","Ranunculus","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Ranunculus tanguticus","Ranunculus","","tanguticus",NA,NA,"","","tro-27105097",TRUE,"1.1","Synonym","Ranunculaceae","Ranunculus","","brotherusii","var.","tanguticus","(Maxim.) Tamura","kew-2891136","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rheum palmatum L.","Rheum","","palmatum",NA,NA,"","L.","kew-2425567",TRUE,"1.1","Accepted","Polygonaceae","Rheum","","palmatum","","","L.","kew-2425567","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rhodiola algida var tangutica","Rhodiola","","algida",NA,"var","tangutica","","tro-8903407",TRUE,"1.1","Synonym","Crassulaceae","Rhodiola","","tangutica","","","(Maxim.) S.H. Fu","tro-50161640","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rhodiola dumulose","Rhodiola","","dumulose",NA,NA,"","","tro-8903471",TRUE,"1.1","Accepted","Crassulaceae","Rhodiola","","dumulosa","","","(Franch.) S.H. Fu","tro-8903471","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Rhodiola kirilowii(Regel)Regel ex Maxim","Rhodiola","","kirilowii",NA,NA,"","(Regel)Regel ex Maxim","tro-8903424",TRUE,"1.1","Accepted","Crassulaceae","Rhodiola","","kirilowii","","","(Regel) Maxim.","tro-8903424","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rhodiola rosea Linn.","Rhodiola","","rosea",NA,NA,"","Linn.","kew-2416694",TRUE,"1.1","Synonym","Crassulaceae","Sedum","","roseum","","","(L.) Scop.","kew-2475525","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rhodiola sp.","Rhodiola","","sp.",NA,NA,"","","",FALSE,"1.1","","","Rhodiola","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Rhododendron anthoogonoides Maxim.","Rhododendron","","anthoogonoides",NA,NA,"","Maxim.","tro-50001544",TRUE,"1.1","Accepted","Ericaceae","Rhododendron","","anthopogonoides","","","Maxim.","tro-50001544","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Roegneria breviglumis","Roegneria","","breviglumis",NA,NA,"","","kew-439288",TRUE,"1.1","Unresolved","Poaceae","Roegneria","","breviglumis","","","Keng & S.L.Chen","kew-439288","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Roegneria dura","Roegneria","","dura",NA,NA,"","","kew-439327",TRUE,"1.1","Synonym","Poaceae","Elymus","","durus","","","(Keng) S.L.Chen","kew-450800","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Roegneria kokonorica","Roegneria","","kokonorica",NA,NA,"","","kew-439379",TRUE,"1.1","Synonym","Poaceae","Elymus","","kokonoricus","","","(Tzvelev) Á.Löve","kew-411281","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Roegneria nutans(Keng)Keng","Roegneria","","nutans",NA,NA,"","(Keng)Keng","kew-439421",TRUE,"1.1","Unresolved","Poaceae","Roegneria","","nutans","","","(Keng) Keng & S.L.Chen","kew-439421","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Roegneria parvigluma","Roegneria","","parvigluma",NA,NA,"","","tro-25540508",TRUE,"1.1","Synonym","Poaceae","Elymus","","antiquus","","","(Nevski) Tzvelev","kew-410886","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Roegneria pendulina","Roegneria","","pendulina",NA,NA,"","","kew-439427",TRUE,"1.1","Synonym","Poaceae","Elymus","","pendulinus","","","(Nevski) Tzvelev","kew-411448","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Roegneria sp1","Roegneria","","sp1",NA,NA,"","","",FALSE,"1.1","","","Roegneria","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Roegneria sp1.","Roegneria","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Roegneria","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Roegneria sp2","Roegneria","","sp2",NA,NA,"","","",FALSE,"1.1","","","Roegneria","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Roegneria sp2.","Roegneria","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Roegneria","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Roegneria sp3","Roegneria","","sp3",NA,NA,"","","",FALSE,"1.1","","","Roegneria","","sp3",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Roegneria stricta","Roegneria","","stricta",NA,NA,"","","kew-439463",TRUE,"1.1","Synonym","Poaceae","Elymus","","strictus","","","(Keng) S.L.Chen","kew-450798","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Roegneria varia","Roegneria","","varia",NA,NA,"","","kew-439494",TRUE,"1.1","Synonym","Poaceae","Elymus","","varius","","","(Keng & S.L.Chen) Tzvelev","kew-411687","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rubia sp1.","Rubia","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Rubia","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Rubia sp2.","Rubia","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Rubia","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Rumex acetosa Linn.","Rumex","","acetosa",NA,NA,"","Linn.","kew-2424198",TRUE,"1.1","Accepted","Polygonaceae","Rumex","","acetosa","","","L.","kew-2424198","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rumex aquaticus L.","Rumex","","aquaticus",NA,NA,"","L.","kew-2424118",TRUE,"1.1","Accepted","Polygonaceae","Rumex","","aquaticus","","","L.","kew-2424118","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rumex patientia ","Rumex","","patientia",NA,NA,"","","kew-2424661",TRUE,"1.1","Accepted","Polygonaceae","Rumex","","patientia","","","L.","kew-2424661","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Rumex sp1.","Rumex","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Rumex","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Rumex sp2.","Rumex","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Rumex","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Rumex sp3.","Rumex","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Rumex","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Salvia sp.","Salvia","","sp.",NA,NA,"","","",FALSE,"1.1","","","Salvia","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Saposhnikovia divaricata(Turcz.)Schischk.","Saposhnikovia","","divaricata",NA,NA,"","(Turcz.)Schischk.","kew-2480406",TRUE,"1.1","Accepted","Apiaceae","Saposhnikovia","","divaricata","","","(Turcz.) Schischk.","kew-2480406","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Saussurea bodinieri Levl","Saussurea","","bodinieri",NA,NA,"","Levl","gcc-102892",TRUE,"1.1","Synonym","Compositae","Saussurea","","pachyneura","","","Franch.","gcc-136299","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Saussurea graminea Dunn","Saussurea","","graminea",NA,NA,"","Dunn","gcc-101248",TRUE,"1.1","Accepted","Compositae","Saussurea","","graminea","","","Dunn","gcc-101248","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Saussurea hieracioides ","Saussurea","","hieracioides",NA,NA,"","","gcc-105654",TRUE,"1.1","Accepted","Compositae","Saussurea","","hieracioides","","","Hook.f.","gcc-105654","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Saussurea neofranchetii Lipsch.","Saussurea","","neofranchetii",NA,NA,"","Lipsch.","gcc-15650",TRUE,"1.1","Accepted","Compositae","Saussurea","","neofranchetii","","","Lipsch.","gcc-15650","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
