"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Brachypodium sylvaticum(Huds.)Beauv.","Brachypodium","","sylvaticum",NA,NA,"","(Huds.)Beauv.","kew-400100",TRUE,"1.1","Accepted","Poaceae","Brachypodium","","sylvaticum","","","(Huds.) P.Beauv.","kew-400100","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Brassica juncea(L.)Czern.et Coss","Brassica","","juncea",NA,NA,"","(L.)Czern.et Coss","kew-2682298",TRUE,"1.1","Accepted","Brassicaceae","Brassica","","juncea","","","(L.) Czern.","kew-2682298","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Brassicaceae sp","","","sp",NA,NA,"","","",FALSE,"1.1","","","Brassicaceae","","sp",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Bromus japonicus Thunb","Bromus","","japonicus",NA,NA,"","Thunb","kew-401252",TRUE,"1.1","Accepted","Poaceae","Bromus","","japonicus","","","Thunb.","kew-401252","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Bromus sinensis Keng+H146","Bromus","","sinensis",NA,NA,"","Keng+H146","kew-401948",TRUE,"1.1","Accepted","Poaceae","Bromus","","sinensis","","","Keng f.","kew-401948","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Bromus tectovum","Bromus","","tectovum",NA,NA,"","","kew-402067",TRUE,"1.1","Accepted","Poaceae","Bromus","","tectorum","","","L.","kew-402067","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Bupleurum commelyhoideum","Bupleurum","","commelyhoideum",NA,NA,"","","kew-2686503",TRUE,"1.1","Accepted","Apiaceae","Bupleurum","","commelynoideum","","","H.Boissieu","kew-2686503","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Bupleurum commelynoideum Var. flaviflorum","Bupleurum","","commelynoideum",NA,NA,"flaviflorum","Var.","kew-2686503",FALSE,"1.1","Accepted","Apiaceae","Bupleurum","","commelynoideum","","","H.Boissieu","kew-2686503","Accepted",FALSE,FALSE,TRUE,2020-04-22,"Species"
"Bupleurum pusillum","Bupleurum","","pusillum",NA,NA,"","","kew-2687025",TRUE,"1.1","Synonym","Apiaceae","Bupleurum","","bicaule","subsp.","pusillum","(Krylov) Czubarov","kew-2603859","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Bupleurum smithii var. parvifolium","Bupleurum","","smithii",NA,"var.","parvifolium","","kew-2687170",FALSE,"1.1","Accepted","Apiaceae","Bupleurum","","smithii","","","H.Wolff","kew-2687170","Accepted",FALSE,FALSE,TRUE,2020-04-22,"Species"
"Bupleurum sp.","Bupleurum","","sp.",NA,NA,"","","",FALSE,"1.1","","","Bupleurum","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Cacalia deltophylla","Cacalia","","deltophylla",NA,NA,"","","gcc-138187",TRUE,"1.1","Synonym","Compositae","Parasenecio","","deltophyllus","","","(Maxim.) Y.L.Chen","gcc-27417","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cacalia deltophylla(Maxim.)Mattf.","Cacalia","","deltophylla",NA,NA,"","(Maxim.)Mattf.","gcc-138187",TRUE,"1.1","Synonym","Compositae","Parasenecio","","deltophyllus","","","(Maxim.) Y.L.Chen","gcc-27417","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cacalia roborowskii(Maxim.)Ling","Cacalia","","roborowskii",NA,NA,"","(Maxim.)Ling","gcc-88928",TRUE,"1.1","Synonym","Compositae","Parasenecio","","roborowskii","","","(Maxim.) Y.L.Chen","gcc-1461","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cacalia sp1","Cacalia","","sp1",NA,NA,"","","",FALSE,"1.1","","","Cacalia","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Cacalia sp2","Cacalia","","sp2",NA,NA,"","","",FALSE,"1.1","","","Cacalia","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Cacalia tangutica","Cacalia","","tangutica",NA,NA,"","","gcc-80614",TRUE,"1.1","Synonym","Compositae","Sinacalia","","tangutica","","","(Maxim.) B.Nord.","gcc-37438","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Campanula aristata Wall.","Campanula","","aristata",NA,NA,"","Wall.","kew-363987",TRUE,"1.1","Accepted","Campanulaceae","Campanula","","aristata","","","Wall.","kew-363987","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Capsella bursa-pastoris(Linn.)Medic.","Capsella","","bursa-pastoris",NA,NA,"","(Linn.)Medic.","kew-2697999",TRUE,"1.1","Accepted","Brassicaceae","Capsella","","bursa-pastoris","","","(L.) Medik.","kew-2697999","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Caragana brevifolia Kom.","Caragana","","brevifolia",NA,NA,"","Kom.","ild-44754",TRUE,"1.1","Accepted","Leguminosae","Caragana","","brevifolia","","","Kom.","ild-44754","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Caragana erinacea Kom.","Caragana","","erinacea",NA,NA,"","Kom.","ild-33090",TRUE,"1.1","Accepted","Leguminosae","Caragana","","erinacea","","","Kom.","ild-33090","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Caragana jubata(Pall.)Bess.","Caragana","","jubata",NA,NA,"","(Pall.)Bess.","ild-41432",TRUE,"1.1","Accepted","Leguminosae","Caragana","","jubata","","","(Pall.) Poir.","ild-41432","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cardamine hirsuta Linn.","Cardamine","","hirsuta",NA,NA,"","Linn.","kew-2699855",TRUE,"1.1","Accepted","Brassicaceae","Cardamine","","hirsuta","","","L.","kew-2699855","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Carduus nutans ","Carduus","","nutans",NA,NA,"","","gcc-41225",TRUE,"1.1","Accepted","Compositae","Carduus","","nutans","","","L.","gcc-41225","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Carduus sp.","Carduus","","sp.",NA,NA,"","","",FALSE,"1.1","","","Carduus","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Carex crebra V.Krecz.","Carex","","crebra",NA,NA,"","V.Krecz.","kew-225731",TRUE,"1.1","Accepted","Cyperaceae","Carex","","crebra","","","V.I.Krecz.","kew-225731","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Carex hubigena","Carex","","hubigena",NA,NA,"","","kew-229111",TRUE,"1.1","Accepted","Cyperaceae","Carex","","nubigena","","","D.Don ex Tilloch & Taylor","kew-229111","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Carex przewalski","Carex","","przewalski",NA,NA,"","","kew-230002",TRUE,"1.1","Accepted","Cyperaceae","Carex","","przewalskii","","","T.V.Egorova","kew-230002","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Carex sp.","Carex","","sp.",NA,NA,"","","",FALSE,"1.1","","","Carex","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Carex stipitinux Clarke","Carex","","stipitinux",NA,NA,"","Clarke","kew-231187",TRUE,"1.1","Accepted","Cyperaceae","Carex","","stipitinux","","","C.B.Clarke ex Franch.","kew-231187","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Carlesia sinensis Dunn","Carlesia","","sinensis",NA,NA,"","Dunn","kew-2700968",TRUE,"1.1","Accepted","Apiaceae","Carlesia","","sinensis","","","Dunn","kew-2700968","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Carlesia sp.","Carlesia","","sp.",NA,NA,"","","",FALSE,"1.1","","","Carlesia","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Carpesium cernuum Linn.","Carpesium","","cernuum",NA,NA,"","Linn.","gcc-102488",TRUE,"1.1","Accepted","Compositae","Carpesium","","cernuum","","","L.","gcc-102488","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Carpesium lipskyi Winkl","Carpesium","","lipskyi",NA,NA,"","Winkl","gcc-138552",TRUE,"1.1","Accepted","Compositae","Carpesium","","lipskyi","","","C.Winkl.","gcc-138552","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Carpesium triste var. sinensis","Carpesium","","triste",NA,"var.","sinensis","","gcc-110878",FALSE,"1.1","Accepted","Compositae","Carpesium","","triste","","","Maxim.","gcc-110878","Accepted",FALSE,FALSE,TRUE,2020-04-22,"Species"
"Carum carvi L.","Carum","","carvi",NA,NA,"","L.","kew-2701499",TRUE,"1.1","Accepted","Apiaceae","Carum","","carvi","","","L.","kew-2701499","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Carum sp","Carum","","sp",NA,NA,"","","",FALSE,"1.1","","","Carum","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Caryophyllaceae sp","","","sp",NA,NA,"","","",FALSE,"1.1","","","Caryophyllaceae","","sp",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Caryopteris divaricata","Caryopteris","","divaricata",NA,NA,"","","kew-34710",TRUE,"1.1","Synonym","Lamiaceae","Tripora","","divaricata","","","(Maxim.) P.D.Cantino","kew-209030","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cephalanoplos sagetum(Bunge)Kitam.","","","sagetum",NA,NA,"","(Bunge)Kitam.","",FALSE,"1.1","","","Cephalanoplos","","sagetum",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Cerastium arvemse Linn","Cerastium","","arvemse",NA,NA,"","Linn","kew-2709949",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","arvense","","","L.","kew-2709949","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Cerastium caespitosum Gilib.","Cerastium","","caespitosum",NA,NA,"","Gilib.","kew-2710116",TRUE,"1.1","Synonym","Caryophyllaceae","Cerastium","","fontanum","subsp.","vulgare","(Hartm.) Greuter & Burdet","kew-2710346","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cerastium fontanum subsp.triviale","Cerastium","","fontanum",NA,"subsp.","triviale","","kew-2710344",TRUE,"1.1","Synonym","Caryophyllaceae","Cerastium","","fontanum","subsp.","vulgare","(Hartm.) Greuter & Burdet","kew-2710346","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cerastium sp1","Cerastium","","sp1",NA,NA,"","","",FALSE,"1.1","","","Cerastium","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Cerastium sp2","Cerastium","","sp2",NA,NA,"","","",FALSE,"1.1","","","Cerastium","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Chamaenerion angustifolium(L.)Scop","Chamaenerion","","angustifolium",NA,NA,"","(L.)Scop","kew-2715606",TRUE,"1.1","Synonym","Onagraceae","Epilobium","","angustifolium","","","L.","kew-2790112","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Chamaesium sp","Chamaesium","","sp",NA,NA,"","","",FALSE,"1.1","","","Chamaesium","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Chenopodium aristatum","Chenopodium","","aristatum",NA,NA,"","","kew-2717088",TRUE,"1.1","Synonym","Amaranthaceae","Dysphania","","aristata","","","(L.) Mosyakin & Clemants","kew-2780225","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Chenopodium aristatum Linn.","Chenopodium","","aristatum",NA,NA,"","Linn.","kew-2717088",TRUE,"1.1","Synonym","Amaranthaceae","Dysphania","","aristata","","","(L.) Mosyakin & Clemants","kew-2780225","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Chenopodium foetidum","Chenopodium","","foetidum",NA,NA,"","","kew-2717322",TRUE,"1.1","Synonym","Amaranthaceae","Chenopodium","","vulvaria","","","L.","kew-2717921","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Chenopodium hybridum L.","Chenopodium","","hybridum",NA,NA,"","L.","kew-2717442",TRUE,"1.1","Accepted","Amaranthaceae","Chenopodium","","hybridum","","","L.","kew-2717442","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Chenopodium iljinii Golosk.","Chenopodium","","iljinii",NA,NA,"","Golosk.","kew-2717451",TRUE,"1.1","Accepted","Amaranthaceae","Chenopodium","","iljinii","","","Golosk.","kew-2717451","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Chenopodium prostratum","Chenopodium","","prostratum",NA,NA,"","","kew-2717700",TRUE,"1.1","Synonym","Amaranthaceae","Chenopodium","","glaucum","","","L.","kew-2717355","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Chenopodium sp","Chenopodium","","sp",NA,NA,"","","",FALSE,"1.1","","","Chenopodium","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Chorispora tenella(Pall.)DC","Chorispora","","tenella",NA,NA,"","(Pall.)DC","kew-2719512",TRUE,"1.1","Accepted","Brassicaceae","Chorispora","","tenella","","","(Pall.) DC.","kew-2719512","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cificifuga foetida L.","Cificifuga","","foetida",NA,NA,"","L.","kew-2720959",TRUE,"1.1","Synonym","Ranunculaceae","Actaea","","cimicifuga","","","L.","kew-2620525","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Cimicifuga foetida Linn.","Cimicifuga","","foetida",NA,NA,"","Linn.","kew-2720959",TRUE,"1.1","Synonym","Ranunculaceae","Actaea","","cimicifuga","","","L.","kew-2620525","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Circaeaster agrestis Maxim","Circaeaster","","agrestis",NA,NA,"","Maxim","kew-40841",TRUE,"1.1","Accepted","Circaeasteraceae","Circaeaster","","agrestis","","","Maxim.","kew-40841","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Circaeaster agrestis ","Circaeaster","","agrestis",NA,NA,"","","kew-40841",TRUE,"1.1","Accepted","Circaeasteraceae","Circaeaster","","agrestis","","","Maxim.","kew-40841","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cirsium setosum","Cirsium","","setosum",NA,NA,"","","gcc-49110",TRUE,"1.1","Synonym","Compositae","Cirsium","","arvense","","","(L.) Scop.","gcc-106632","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cirsium shansiense Petrak","Cirsium","","shansiense",NA,NA,"","Petrak","gcc-94988",TRUE,"1.1","Accepted","Compositae","Cirsium","","shansiense","","","Petr.","gcc-94988","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Clematis argentilucida","Clematis","","argentilucida",NA,NA,"","","kew-2725619",TRUE,"1.1","Synonym","Ranunculaceae","Clematis","","apiifolia","var.","argentilucida","(H.Lév. & Vaniot) W.T.Wang","kew-2725611","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Clematis brericaudata","Clematis","","brericaudata",NA,NA,"","","kew-2725722",TRUE,"1.1","Accepted","Ranunculaceae","Clematis","","brevicaudata","","","DC.","kew-2725722","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Clematis glauca Willd.","Clematis","","glauca",NA,NA,"","Willd.","kew-2726055",TRUE,"1.1","Accepted","Ranunculaceae","Clematis","","glauca","","","Willd.","kew-2726055","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Clematis sp","Clematis","","sp",NA,NA,"","","",FALSE,"1.1","","","Clematis","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Clematis tangutica(Maxim.)Korsh","Clematis","","tangutica",NA,NA,"","(Maxim.)Korsh","kew-2726787",TRUE,"1.1","Accepted","Ranunculaceae","Clematis","","tangutica","","","(Maxim.) Korsh.","kew-2726787","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Clinopodium urticifolium","Clinopodium","","urticifolium",NA,NA,"","","kew-43695",TRUE,"1.1","Synonym","Lamiaceae","Clinopodium","","chinense","subsp.","grandiflorum","(Maxim.) H.Hara","kew-43487","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Codonopsis bicolor Nannf.","Codonopsis","","bicolor",NA,NA,"","Nannf.","kew-367776",TRUE,"1.1","Synonym","Campanulaceae","Codonopsis","","viridiflora","","","Maxim.","kew-367893","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Codonopsis modesta Nannf.","Codonopsis","","modesta",NA,NA,"","Nannf.","kew-367851",TRUE,"1.1","Synonym","Campanulaceae","Codonopsis","","pilosula","","","(Franch.) Nannf.","kew-367867","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Codonopsis nervosa","Codonopsis","","nervosa",NA,NA,"","","kew-367855",TRUE,"1.1","Synonym","Campanulaceae","Codonopsis","","foetens","subsp.","nervosa","(Chipp) D.Y.Hong","kew-469013","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Coluria longifilia","Coluria","","longifilia",NA,NA,"","","rjp-1505",TRUE,"1.1","Accepted","Rosaceae","Coluria","","longifolia","","","Maxim.","rjp-1505","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Comastoma falcatum (Turcz..) Toyokuni","Comastoma","","falcatum",NA,NA,"","(Turcz..) Toyokuni","kew-2732306",TRUE,"1.1","Accepted","Gentianaceae","Comastoma","","falcatum","","","(Turcz.) Toyok.","kew-2732306","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Comastoma sp1","Comastoma","","sp1",NA,NA,"","","",FALSE,"1.1","","","Comastoma","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Comastoma sp2","Comastoma","","sp2",NA,NA,"","","",FALSE,"1.1","","","Comastoma","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Comastoma sp3","Comastoma","","sp3",NA,NA,"","","",FALSE,"1.1","","","Comastoma","","sp3",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Comastoma sp4","Comastoma","","sp4",NA,NA,"","","",FALSE,"1.1","","","Comastoma","","sp4",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Convolvulus arvensis L.","Convolvulus","","arvensis",NA,NA,"","L.","tro-8500005",TRUE,"1.1","Accepted","Convolvulaceae","Convolvulus","","arvensis","","","L.","tro-8500005","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Conyza canadensis","Conyza","","canadensis",NA,NA,"","","gcc-90828",TRUE,"1.1","Synonym","Compositae","Erigeron","","canadensis","","","L.","gcc-115400","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Corispermum stauntonii ","Corispermum","","stauntonii",NA,NA,"","","kew-2737756",TRUE,"1.1","Accepted","Amaranthaceae","Corispermum","","stauntonii","","","Moq.","kew-2737756","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Corydalis edulis Maxim","Corydalis","","edulis",NA,NA,"","Maxim","kew-2738683",TRUE,"1.1","Accepted","Papaveraceae","Corydalis","","edulis","","","Maxim.","kew-2738683","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Corydalis melanochlora Maxim","Corydalis","","melanochlora",NA,NA,"","Maxim","kew-2738988",TRUE,"1.1","Accepted","Papaveraceae","Corydalis","","melanochlora","","","Maxim.","kew-2738988","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cotoneaster foveolatus Rehd. Et Wils","Cotoneaster","","foveolatus",NA,NA,"","Rehd. Et Wils","rjp-3277",TRUE,"1.1","Accepted","Rosaceae","Cotoneaster","","foveolatus","","","Rehder & E.H.Wilson","rjp-3277","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cremanthodium Lineare Maxim.","Cremanthodium","","lineare",NA,NA,"","Maxim.","gcc-3657",TRUE,"1.1","Accepted","Compositae","Cremanthodium","","lineare","","","Maxim.","gcc-3657","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Cuscuta chinensis Lam.","Cuscuta","","chinensis",NA,NA,"","Lam.","tro-8500034",TRUE,"1.1","Accepted","Convolvulaceae","Cuscuta","","chinensis","","","Lam.","tro-8500034","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Delphinium camphylocentrum Maxim.","Delphinium","","camphylocentrum",NA,NA,"","Maxim.","kew-2759549",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","campylocentrum","","","Maxim.","kew-2759549","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Delphinium kamaoense var. glabrescens W.T.Wang","Delphinium","","kamaoense",NA,"var.","glabrescens","W.T.Wang","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Delphinium kamaoense var.glabrescens","Delphinium","","kamaoense",NA,"var.","glabrescens","","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Delphinium sivanense","Delphinium","","sivanense",NA,NA,"","","kew-2760392",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","siwanense","","","Franch.","kew-2760392","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Delphinium Souliei","Delphinium","","souliei",NA,NA,"","","kew-2760402",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","souliei","","","Franch.","kew-2760402","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Delphinium sp1.","Delphinium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Delphinium sp2.","Delphinium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Delphinium sp3.","Delphinium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Delphinium sp4.","Delphinium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Delphinium sparsiflorum Maxim.","Delphinium","","sparsiflorum",NA,NA,"","Maxim.","kew-2760403",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","sparsiflorum","","","Maxim.","kew-2760403","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Dendranthema levandulifolium","Dendranthema","","levandulifolium",NA,NA,"","","gcc-87586",TRUE,"1.1","Accepted","Compositae","Dendranthema","","lavandulifolium","","","(fischer ex Trautv.) Kitam.","gcc-87586","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Deschampsia caespitosa","Deschampsia","","caespitosa",NA,NA,"","","kew-407577",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Deschampsia littoralis","Deschampsia","","littoralis",NA,NA,"","","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Deschampsia littoralis(Gaud.)Reuter","Deschampsia","","littoralis",NA,NA,"","(Gaud.)Reuter","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Deschampsia sp","Deschampsia","","sp",NA,NA,"","","",FALSE,"1.1","","","Deschampsia","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Deyeuxia arundinacea(Linn.)Beauv","Deyeuxia","","arundinacea",NA,NA,"","(Linn.)Beauv","kew-407911",TRUE,"1.1","Synonym","Poaceae","Ampelodesmos","","mauritanicus","","","(Poir.) T.Durand & Schinz","kew-391660","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Dianthus sp","Dianthus","","sp",NA,NA,"","","",FALSE,"1.1","","","Dianthus","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Dianthus superbus Linn.","Dianthus","","superbus",NA,NA,"","Linn.","kew-2764999",TRUE,"1.1","Accepted","Caryophyllaceae","Dianthus","","superbus","","","L.","kew-2764999","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Dicranostigma sp.","Dicranostigma","","sp.",NA,NA,"","","",FALSE,"1.1","","","Dicranostigma","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Digitaria chrysoblephara","Digitaria","","chrysoblephara",NA,NA,"","","kew-408847",TRUE,"1.1","Synonym","Poaceae","Digitaria","","ciliaris","","","(Retz.) Koeler","kew-408848","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Digitaria sanguinalis(L.)Scop","Digitaria","","sanguinalis",NA,NA,"","(L.)Scop","kew-409361",TRUE,"1.1","Accepted","Poaceae","Digitaria","","sanguinalis","","","(L.) Scop.","kew-409361","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Digitaria sp","Digitaria","","sp",NA,NA,"","","",FALSE,"1.1","","","Digitaria","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Dipsacus asperoides C.Y.Cheng et T.M.Ai","Dipsacus","","asperoides",NA,NA,"","C.Y.Cheng et T.M.Ai","kew-2771830",TRUE,"1.1","Synonym","Caprifoliaceae","Dipsacus","","inermis","","","Wall.","kew-2771864","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Draba criopoda Turcz.","Draba","","criopoda",NA,NA,"","Turcz.","kew-2776595",TRUE,"1.1","Accepted","Brassicaceae","Draba","","eriopoda","","","Turcz. ex Ledeb.","kew-2776595","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Draba ladyginii Pohle","Draba","","ladyginii",NA,NA,"","Pohle","kew-2776866",TRUE,"1.1","Accepted","Brassicaceae","Draba","","ladyginii","","","Pohle","kew-2776866","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Draba lanceolata var.Leiocarpa","Draba","","lanceolata",NA,"var.","","Leiocarpa","kew-2776873",TRUE,"1.1","Accepted","Brassicaceae","Draba","","lanceolata","","","Royle","kew-2776873","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Draba oreades var. commutata","Draba","","oreades",NA,"var.","commutata","","kew-2875887",TRUE,"1.1","Synonym","Brassicaceae","Draba","","oreades","","","Schrenk","kew-2777129","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Draba sp.","Draba","","sp.",NA,NA,"","","",FALSE,"1.1","","","Draba","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Draba sp1","Draba","","sp1",NA,NA,"","","",FALSE,"1.1","","","Draba","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
