Original,Spelling,Original.clean,TPLName,Familia,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Sanguisorba filiformis,Sanguisorba filiformis,Sanguisorba filiformis,Sanguisorba filiformis,Rosaceae,Sanguisorba,NA,filiformis,NA,NA,,,rjp-6597,TRUE,1.1,Accepted,Rosaceae,Sanguisorba,,filiformis,,,(Hook.f.) Hand.-Mazz.,rjp-6597,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sanguisorba officinalis,Sanguisorba officinalis,Sanguisorba officinalis,Sanguisorba officinalis,Rosaceae,Sanguisorba,NA,officinalis,NA,NA,,,rjp-1010,TRUE,1.1,Accepted,Rosaceae,Sanguisorba,,officinalis,,,L.,rjp-1010,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sanguisorba officinalis L.,Sanguisorba officinalis L.,Sanguisorba officinalis,Sanguisorba officinalis,Rosaceae,Sanguisorba,NA,officinalis,NA,NA,,L.,rjp-1010,TRUE,1.1,Accepted,Rosaceae,Sanguisorba,,officinalis,,,L.,rjp-1010,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sanicula graveolens,Sanicula graveolens,Sanicula graveolens,Sanicula graveolens,Apiaceae,Sanicula,NA,graveolens,NA,NA,,,kew-2480232,TRUE,1.1,Accepted,Apiaceae,Sanicula,,graveolens,,,Poepp. ex DC.,kew-2480232,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saponaria lutea,Saponaria lutea,Saponaria lutea,Saponaria lutea,Caryophyllaceae,Saponaria,NA,lutea,NA,NA,,,kew-2484882,TRUE,1.1,Accepted,Caryophyllaceae,Saponaria,,lutea,,,L.,kew-2484882,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saposhnikovia divaricata,Saposhnikovia divaricata,Saposhnikovia divaricata,Saposhnikovia divaricata,Apiaceae,Saposhnikovia,NA,divaricata,NA,NA,,,kew-2480406,TRUE,1.1,Accepted,Apiaceae,Saposhnikovia,,divaricata,,,(Turcz.) Schischk.,kew-2480406,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Satachys grandidentata,Satachys grandidentata,Satachys grandidentata,Stachys grandidentata,Lamiaceae,Satachys,NA,grandidentata,NA,NA,,,kew-195126,TRUE,1.1,Accepted,Lamiaceae,Stachys,,grandidentata,,,Lindl.,kew-195126,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Saussurea globosa Chen,Saussurea globosa Chen,Saussurea globosa,Saussurea globosa,Compositae,Saussurea,NA,globosa,NA,NA,,Chen,gcc-16556,TRUE,1.1,Accepted,Compositae,Saussurea,,globosa,,,F.H.Chen,gcc-16556,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea graminea,Saussurea graminea,Saussurea graminea,Saussurea graminea,Compositae,Saussurea,NA,graminea,NA,NA,,,gcc-101248,TRUE,1.1,Accepted,Compositae,Saussurea,,graminea,,,Dunn,gcc-101248,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea hieracioides,Saussurea hieracioides,Saussurea hieracioides,Saussurea hieracioides,Compositae,Saussurea,NA,hieracioides,NA,NA,,,gcc-105654,TRUE,1.1,Accepted,Compositae,Saussurea,,hieracioides,,,Hook.f.,gcc-105654,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea hieracioides Hook.f.,Saussurea hieracioides Hook.f.,Saussurea hieracioides,Saussurea hieracioides,Compositae,Saussurea,NA,hieracioides,NA,NA,,Hook.f.,gcc-105654,TRUE,1.1,Accepted,Compositae,Saussurea,,hieracioides,,,Hook.f.,gcc-105654,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea iodostegia,Saussurea iodostegia,Saussurea iodostegia,Saussurea iodostegia,Compositae,Saussurea,NA,iodostegia,NA,NA,,,gcc-99311,TRUE,1.1,Accepted,Compositae,Saussurea,,iodostegia,,,Hance,gcc-99311,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea iodostegia Hance,Saussurea iodostegia Hance,Saussurea iodostegia,Saussurea iodostegia,Compositae,Saussurea,NA,iodostegia,NA,NA,,Hance,gcc-99311,TRUE,1.1,Accepted,Compositae,Saussurea,,iodostegia,,,Hance,gcc-99311,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea japonica (Thunb.) DC.,Saussurea japonica (Thunb.) DC.,Saussurea japonica,Saussurea japonica,Compositae,Saussurea,NA,japonica,NA,NA,,(Thunb.) DC.,gcc-132758,TRUE,1.1,Accepted,Compositae,Saussurea,,japonica,,,(Thunb.) DC.,gcc-132758,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea kansuensis,Saussurea kansuensis,Saussurea kansuensis,Saussurea kansuensis,Compositae,Saussurea,NA,kansuensis,NA,NA,,,gcc-123295,TRUE,1.1,Accepted,Compositae,Saussurea,,kansuensis,,,Hand.-Mazz.,gcc-123295,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea macrota,Saussurea macrota,Saussurea macrota,Saussurea macrota,Compositae,Saussurea,NA,macrota,NA,NA,,,gcc-121348,TRUE,1.1,Accepted,Compositae,Saussurea,,macrota,,,Franch.,gcc-121348,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea macrota Franch.,Saussurea macrota Franch.,Saussurea macrota,Saussurea macrota,Compositae,Saussurea,NA,macrota,NA,NA,,Franch.,gcc-121348,TRUE,1.1,Accepted,Compositae,Saussurea,,macrota,,,Franch.,gcc-121348,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea mongolica,Saussurea mongolica,Saussurea mongolica,Saussurea mongolica,Compositae,Saussurea,NA,mongolica,NA,NA,,,gcc-106097,TRUE,1.1,Accepted,Compositae,Saussurea,,mongolica,,,(Franch.) Franch.,gcc-106097,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea neofranchetii,Saussurea neofranchetii,Saussurea neofranchetii,Saussurea neofranchetii,Compositae,Saussurea,NA,neofranchetii,NA,NA,,,gcc-15650,TRUE,1.1,Accepted,Compositae,Saussurea,,neofranchetii,,,Lipsch.,gcc-15650,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea nigrescens,Saussurea nigrescens,Saussurea nigrescens,Saussurea nigrescens,Compositae,Saussurea,NA,nigrescens,NA,NA,,,gcc-132891,TRUE,1.1,Accepted,Compositae,Saussurea,,nigrescens,,,Maxim.,gcc-132891,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea oligantha,Saussurea oligantha,Saussurea oligantha,Saussurea oligantha,Compositae,Saussurea,NA,oligantha,NA,NA,,,gcc-92993,TRUE,1.1,Accepted,Compositae,Saussurea,,oligantha,,,Franch.,gcc-92993,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea pachyneura,Saussurea pachyneura,Saussurea pachyneura,Saussurea pachyneura,Compositae,Saussurea,NA,pachyneura,NA,NA,,,gcc-136299,TRUE,1.1,Accepted,Compositae,Saussurea,,pachyneura,,,Franch.,gcc-136299,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea parviflora,Saussurea parviflora,Saussurea parviflora,Saussurea parviflora,Compositae,Saussurea,NA,parviflora,NA,NA,,,gcc-44467,TRUE,1.1,Accepted,Compositae,Saussurea,,parviflora,,,(Poir.) DC.,gcc-44467,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea parviflora (Poir.) DC.,Saussurea parviflora (Poir.) DC.,Saussurea parviflora,Saussurea parviflora,Compositae,Saussurea,NA,parviflora,NA,NA,,(Poir.) DC.,gcc-44467,TRUE,1.1,Accepted,Compositae,Saussurea,,parviflora,,,(Poir.) DC.,gcc-44467,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea przewalskii,Saussurea przewalskii,Saussurea przewalskii,Saussurea przewalskii,Compositae,Saussurea,NA,przewalskii,NA,NA,,,gcc-13435,TRUE,1.1,Accepted,Compositae,Saussurea,,przewalskii,,,Maxim.,gcc-13435,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea purpurascens,Saussurea purpurascens,Saussurea purpurascens,Saussurea purpurascens,Compositae,Saussurea,NA,purpurascens,NA,NA,,,gcc-89421,TRUE,1.1,Accepted,Compositae,Saussurea,,purpurascens,,,Y.L.Chen & S.Yun Liang,gcc-89421,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea salicifolia,Saussurea salicifolia,Saussurea salicifolia,Saussurea salicifolia,Compositae,Saussurea,NA,salicifolia,NA,NA,,,gcc-143595,TRUE,1.1,Accepted,Compositae,Saussurea,,salicifolia,,,(L.) DC.,gcc-143595,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea stella,Saussurea stella,Saussurea stella,Saussurea stella,Compositae,Saussurea,NA,stella,NA,NA,,,gcc-130813,TRUE,1.1,Accepted,Compositae,Saussurea,,stella,,,Maxim.,gcc-130813,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea stella Maxim.,Saussurea stella Maxim.,Saussurea stella,Saussurea stella,Compositae,Saussurea,NA,stella,NA,NA,,Maxim.,gcc-130813,TRUE,1.1,Accepted,Compositae,Saussurea,,stella,,,Maxim.,gcc-130813,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea sylvatica,Saussurea sylvatica,Saussurea sylvatica,Saussurea sylvatica,Compositae,Saussurea,NA,sylvatica,NA,NA,,,gcc-100097,TRUE,1.1,Accepted,Compositae,Saussurea,,sylvatica,,,Maxim.,gcc-100097,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea sylvatica Maxim.,Saussurea sylvatica Maxim.,Saussurea sylvatica,Saussurea sylvatica,Compositae,Saussurea,NA,sylvatica,NA,NA,,Maxim.,gcc-100097,TRUE,1.1,Accepted,Compositae,Saussurea,,sylvatica,,,Maxim.,gcc-100097,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea variiloba,Saussurea variiloba,Saussurea variiloba,Saussurea variiloba,Compositae,Saussurea,NA,variiloba,NA,NA,,,gcc-18921,TRUE,1.1,Accepted,Compositae,Saussurea,,variiloba,,,Ling,gcc-18921,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saussurea variiloba Ling,Saussurea variiloba Ling,Saussurea variiloba,Saussurea variiloba,Compositae,Saussurea,NA,variiloba,NA,NA,,Ling,gcc-18921,TRUE,1.1,Accepted,Compositae,Saussurea,,variiloba,,,Ling,gcc-18921,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga aizoides,Saxifraga aizoides,Saxifraga aizoides,Saxifraga aizoides,Saxifragaceae,Saxifraga,NA,aizoides,NA,NA,,,kew-2583407,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,aizoides,,,L.,kew-2583407,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga bryoides,Saxifraga bryoides,Saxifraga bryoides,Saxifraga bryoides,Saxifragaceae,Saxifraga,NA,bryoides,NA,NA,,,kew-2584772,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,bryoides,,,L.,kew-2584772,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga caesia,Saxifraga caesia,Saxifraga caesia,Saxifraga caesia,Saxifragaceae,Saxifraga,NA,caesia,NA,NA,,,kew-2584783,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,caesia,,,L.,kew-2584783,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga cespitosa,Saxifraga cespitosa,Saxifraga cespitosa,Saxifraga cespitosa,Saxifragaceae,Saxifraga,NA,cespitosa,NA,NA,,,kew-2585067,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,cespitosa,,,L.,kew-2585067,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga egregia,Saxifraga egregia,Saxifraga egregia,Saxifraga egregia,Saxifragaceae,Saxifraga,NA,egregia,NA,NA,,,tro-29101948,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,egregia,,,Engl.,tro-29101948,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga egregia Engl.,Saxifraga egregia Engl.,Saxifraga egregia,Saxifraga egregia,Saxifragaceae,Saxifraga,NA,egregia,NA,NA,,Engl.,tro-29101948,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,egregia,,,Engl.,tro-29101948,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga exarata,Saxifraga exarata,Saxifraga exarata,Saxifraga exarata,Saxifragaceae,Saxifraga,NA,exarata,NA,NA,,,kew-2584064,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,exarata,,,Vill.,kew-2584064,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga heleonastes,Saxifraga heleonastes,Saxifraga heleonastes,Saxifraga heleonastes,Saxifragaceae,Saxifraga,NA,heleonastes,NA,NA,,,tro-29101878,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,heleonastes,,,Harry Sm.,tro-29101878,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga hirculus,Saxifraga hirculus,Saxifraga hirculus,Saxifraga hirculus,Saxifragaceae,Saxifraga,NA,hirculus,NA,NA,,,kew-2583517,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,hirculus,,,L.,kew-2583517,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga hostii,Saxifraga hostii,Saxifraga hostii,Saxifraga hostii,Saxifragaceae,Saxifraga,NA,hostii,NA,NA,,,kew-2583969,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,hostii,,,Tausch,kew-2583969,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga melanocentra,Saxifraga melanocentra,Saxifraga melanocentra,Saxifraga melanocentra,Saxifragaceae,Saxifraga,NA,melanocentra,NA,NA,,,tro-29101839,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,melanocentra,,,Franch.,tro-29101839,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga montana H. Smith,Saxifraga montana H. Smith,Saxifraga montana,Saxifraga montana,Saxifragaceae,Saxifraga,NA,montana,NA,NA,,H. Smith,tro-29100919,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,montana,,,(Small) Fedde,tro-29100919,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga nivalis,Saxifraga nivalis,Saxifraga nivalis,Saxifraga nivalis,Saxifragaceae,Saxifraga,NA,nivalis,NA,NA,,,kew-2583082,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,nivalis,,,L.,kew-2583082,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga oppositifolia,Saxifraga oppositifolia,Saxifraga oppositifolia,Saxifraga oppositifolia,Saxifragaceae,Saxifraga,NA,oppositifolia,NA,NA,,,kew-2583045,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,oppositifolia,,,L.,kew-2583045,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga paniculata,Saxifraga paniculata,Saxifraga paniculata,Saxifraga paniculata,Saxifragaceae,Saxifraga,NA,paniculata,NA,NA,,,kew-2583049,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,paniculata,,,Mill.,kew-2583049,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga rivularis,Saxifraga rivularis,Saxifraga rivularis,Saxifraga rivularis,Saxifragaceae,Saxifraga,NA,rivularis,NA,NA,,,kew-2585029,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,rivularis,,,L.,kew-2585029,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga sinomontana,Saxifraga sinomontana,Saxifraga sinomontana,Saxifraga sinomontana,Saxifragaceae,Saxifraga,NA,sinomontana,NA,NA,,,tro-50043149,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,sinomontana,,,J.T. Pan & Gornall,tro-50043149,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga stellaris,Saxifraga stellaris,Saxifraga stellaris,Saxifraga stellaris,Saxifragaceae,Saxifraga,NA,stellaris,NA,NA,,,kew-2584970,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,stellaris,,,L.,kew-2584970,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga tangutica,Saxifraga tangutica,Saxifraga tangutica,Saxifraga tangutica,Saxifragaceae,Saxifraga,NA,tangutica,NA,NA,,,tro-29102191,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,tangutica,,,Engl.,tro-29102191,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga tombeanensis,Saxifraga tombeanensis,Saxifraga tombeanensis,Saxifraga tombeanensis,Saxifragaceae,Saxifraga,NA,tombeanensis,NA,NA,,,kew-2584693,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,tombeanensis,,,Boiss. ex Engl.,kew-2584693,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Saxifraga vandellii,Saxifraga vandellii,Saxifraga vandellii,Saxifraga vandellii,Saxifragaceae,Saxifraga,NA,vandellii,NA,NA,,,kew-2584560,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,vandellii,,,Sternb.,kew-2584560,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scandix iberica,Scandix iberica,Scandix iberica,Scandix iberica,Apiaceae,Scandix,NA,iberica,NA,NA,,,kew-2480400,TRUE,1.1,Accepted,Apiaceae,Scandix,,iberica,,,M.Bieb.,kew-2480400,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Schizanthus  hookeri,Schizanthus  hookeri,Schizanthus hookeri,Schizanthus hookeri,Solanaceae,Schizanthus,NA,hookeri,NA,NA,,,kew-2580784,TRUE,1.1,Accepted,Solanaceae,Schizanthus,,hookeri,,,Gillies ex Graham,kew-2580784,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Schizanthus grahamii,Schizanthus grahamii,Schizanthus grahamii,Schizanthus grahamii,Solanaceae,Schizanthus,NA,grahamii,NA,NA,,,tro-29603958,TRUE,1.1,Accepted,Solanaceae,Schizanthus,,grahamii,,,Gill. ex Hooker,tro-29603958,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Schizanthus hookerii,Schizanthus hookerii,Schizanthus hookerii,Schizanthus hookeri,Solanaceae,Schizanthus,NA,hookerii,NA,NA,,,kew-2580784,TRUE,1.1,Accepted,Solanaceae,Schizanthus,,hookeri,,,Gillies ex Graham,kew-2580784,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Schizonepeta multifida (L.) Briq.,Schizonepeta multifida (L.) Briq.,Schizonepeta multifida,Nepeta multifida,Lamiaceae,Schizonepeta,NA,multifida,NA,NA,,(L.) Briq.,kew-188175,TRUE,1.1,Synonym,Lamiaceae,Nepeta,,multifida,,,L.,kew-134813,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Schoenoplectus triqueter,Schoenoplectus triqueter,Schoenoplectus triqueter,Schoenoplectus triqueter,Cyperaceae,Schoenoplectus,NA,triqueter,NA,NA,,,kew-263109,TRUE,1.1,Accepted,Cyperaceae,Schoenoplectus,,triqueter,,,(L.) Palla,kew-263109,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scirpus distigmaticus (Kükenth.) Tang et Wang,Scirpus distigmaticus (Kükenth.) Tang et Wang,Scirpus distigmaticus,Trichophorum distigmaticum,Cyperaceae,Scirpus,NA,distigmaticus,NA,NA,,(Kükenth.) Tang et Wang,kew-264047,TRUE,1.1,Synonym,Cyperaceae,Trichophorum,,distigmaticum,,,(Kük.) T.V.Egorova,kew-270669,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scleranthus biflorus,Scleranthus biflorus,Scleranthus biflorus,Mniarum biflorum,Caryophyllaceae,Scleranthus,NA,biflorus,NA,NA,,,tro-6300193,TRUE,1.1,Synonym,Caryophyllaceae,Mniarum,,biflorum,,,J.R. Forst. & G. Forst.,tro-50076873,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scleranthus singuliflorus,Scleranthus singuliflorus,Scleranthus singuliflorus,Scleranthus singuliflorus,Caryophyllaceae,Scleranthus,NA,singuliflorus,NA,NA,,,kew-2485033,TRUE,1.1,Unresolved,Caryophyllaceae,Scleranthus,,singuliflorus,,,(F.Muell.) Mattf.,kew-2485033,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Scorzonera austriaca,Scorzonera austriaca,Scorzonera austriaca,Scorzonera austriaca,Compositae,Scorzonera,NA,austriaca,NA,NA,,,gcc-11781,TRUE,1.1,Accepted,Compositae,Scorzonera,,austriaca,,,Willd.,gcc-11781,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scorzonera austriaca Willd.,Scorzonera austriaca Willd.,Scorzonera austriaca,Scorzonera austriaca,Compositae,Scorzonera,NA,austriaca,NA,NA,,Willd.,gcc-11781,TRUE,1.1,Accepted,Compositae,Scorzonera,,austriaca,,,Willd.,gcc-11781,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scorzonera cana,Scorzonera cana,Scorzonera cana,Podospermum canum,Compositae,Scorzonera,NA,cana,NA,NA,,,gcc-18328,TRUE,1.1,Synonym,Compositae,Podospermum,,canum,,,C.A.Mey.,gcc-143238,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scorzoneroides cantabrica,Scorzoneroides cantabrica,Scorzoneroides cantabrica,Scorzoneroides cantabrica,Compositae,Scorzoneroides,NA,cantabrica,NA,NA,,,gcc-122322,TRUE,1.1,Accepted,Compositae,Scorzoneroides,,cantabrica,,,(Widder) Holub,gcc-122322,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scorzoneroides helvetica,Scorzoneroides helvetica,Scorzoneroides helvetica,Scorzoneroides helvetica,Compositae,Scorzoneroides,NA,helvetica,NA,NA,,,gcc-89379,TRUE,1.1,Accepted,Compositae,Scorzoneroides,,helvetica,,,(Mérat) Holub,gcc-89379,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scrofella chinensis,Scrofella chinensis,Scrofella chinensis,Scrofella chinensis,Plantaginaceae,Scrofella,NA,chinensis,NA,NA,,,tro-29207822,TRUE,1.1,Accepted,Plantaginaceae,Scrofella,,chinensis,,,Maxim.,tro-29207822,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scrofella chinensis Maxim.,Scrofella chinensis Maxim.,Scrofella chinensis,Scrofella chinensis,Plantaginaceae,Scrofella,NA,chinensis,NA,NA,,Maxim.,tro-29207822,TRUE,1.1,Accepted,Plantaginaceae,Scrofella,,chinensis,,,Maxim.,tro-29207822,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scrophularia incisa,Scrophularia incisa,Scrophularia incisa,Scrophularia incisa,Scrophulariaceae,Scrophularia,NA,incisa,NA,NA,,,kew-2586391,TRUE,1.1,Accepted,Scrophulariaceae,Scrophularia,,incisa,,,Weinm.,kew-2586391,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scrophularia incisa Weinm.,Scrophularia incisa Weinm.,Scrophularia incisa,Scrophularia incisa,Scrophulariaceae,Scrophularia,NA,incisa,NA,NA,,Weinm.,kew-2586391,TRUE,1.1,Accepted,Scrophulariaceae,Scrophularia,,incisa,,,Weinm.,kew-2586391,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scutellaria baicalensis Georgi,Scutellaria baicalensis Georgi,Scutellaria baicalensis,Scutellaria baicalensis,Lamiaceae,Scutellaria,NA,baicalensis,NA,NA,,Georgi,kew-188938,TRUE,1.1,Accepted,Lamiaceae,Scutellaria,,baicalensis,,,Georgi,kew-188938,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Scutellaria rehderiana,Scutellaria rehderiana,Scutellaria rehderiana,Scutellaria rehderiana,Lamiaceae,Scutellaria,NA,rehderiana,NA,NA,,,kew-189629,TRUE,1.1,Accepted,Lamiaceae,Scutellaria,,rehderiana,,,Diels,kew-189629,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sedum aizoon,Sedum aizoon,Sedum aizoon,Sedum aizoon,Crassulaceae,Sedum,NA,aizoon,NA,NA,,,kew-2483174,TRUE,1.1,Accepted,Crassulaceae,Sedum,,aizoon,,,L.,kew-2483174,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sedum aizoon L.,Sedum aizoon L.,Sedum aizoon,Sedum aizoon,Crassulaceae,Sedum,NA,aizoon,NA,NA,,L.,kew-2483174,TRUE,1.1,Accepted,Crassulaceae,Sedum,,aizoon,,,L.,kew-2483174,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sedum celatum,Sedum celatum,Sedum celatum,Sedum celatum,Crassulaceae,Sedum,NA,celatum,NA,NA,,,tro-50161796,TRUE,1.1,Accepted,Crassulaceae,Sedum,,celatum,,,Fröd.,tro-50161796,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sedum roseum,Sedum roseum,Sedum roseum,Sedum roseum,Crassulaceae,Sedum,NA,roseum,NA,NA,,,kew-2475525,TRUE,1.1,Accepted,Crassulaceae,Sedum,,roseum,,,(L.) Scop.,kew-2475525,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sedum sarmentosum,Sedum sarmentosum,Sedum sarmentosum,Sedum sarmentosum,Crassulaceae,Sedum,NA,sarmentosum,NA,NA,,,kew-2489587,TRUE,1.1,Accepted,Crassulaceae,Sedum,,sarmentosum,,,Bunge,kew-2489587,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sedum stellariifolium,Sedum stellariifolium,Sedum stellariifolium,Sedum stellariifolium,Crassulaceae,Sedum,NA,stellariifolium,NA,NA,,,tro-8903348,TRUE,1.1,Accepted,Crassulaceae,Sedum,,stellariifolium,,,Franch.,tro-8903348,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sedum ulricae,Sedum ulricae,Sedum ulricae,Sedum ulricae,Crassulaceae,Sedum,NA,ulricae,NA,NA,,,tro-50198414,TRUE,1.1,Accepted,Crassulaceae,Sedum,,ulricae,,,Fröd.,tro-50198414,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sedum villosum,Sedum villosum,Sedum villosum,Sedum villosum,Crassulaceae,Sedum,NA,villosum,NA,NA,,,kew-2489201,TRUE,1.1,Accepted,Crassulaceae,Sedum,,villosum,,,L.,kew-2489201,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sempervivum arachnoideum,Sempervivum arachnoideum,Sempervivum arachnoideum,Sempervivum arachnoideum,Crassulaceae,Sempervivum,NA,arachnoideum,NA,NA,,,kew-2489296,TRUE,1.1,Accepted,Crassulaceae,Sempervivum,,arachnoideum,,,L.,kew-2489296,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sempervivum caucasicum,Sempervivum caucasicum,Sempervivum caucasicum,Sempervivum caucasicum,Crassulaceae,Sempervivum,NA,caucasicum,NA,NA,,,tro-8901847,TRUE,1.1,Accepted,Crassulaceae,Sempervivum,,caucasicum,,,Rupr. ex Boiss.,tro-8901847,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
