Original,Spelling,Original.clean,TPLName,Familia,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Allium macranthum,Allium macranthum,Allium macranthum,Allium macranthum,Amaryllidaceae,Allium,NA,macranthum,NA,NA,,,kew-295947,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,macranthum,,,Baker,kew-295947,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium mongolicum,Allium mongolicum,Allium mongolicum,Allium mongolicum,Amaryllidaceae,Allium,NA,mongolicum,NA,NA,,,kew-296044,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,mongolicum,,,Regel,kew-296044,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium ovalifolium,Allium ovalifolium,Allium ovalifolium,Allium ovalifolium,Amaryllidaceae,Allium,NA,ovalifolium,NA,NA,,,kew-296173,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,ovalifolium,,,Hand.-Mazz.,kew-296173,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium polyrhizum,Allium polyrhizum,Allium polyrhizum,Allium polyrhizum,Amaryllidaceae,Allium,NA,polyrhizum,NA,NA,,,kew-296303,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,polyrhizum,,,Turcz. ex Regel,kew-296303,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium prattii,Allium prattii,Allium prattii,Allium prattii,Amaryllidaceae,Allium,NA,prattii,NA,NA,,,kew-296318,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,prattii,,,C.H.Wright,kew-296318,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium przewalskianum,Allium przewalskianum,Allium przewalskianum,Allium przewalskianum,Amaryllidaceae,Allium,NA,przewalskianum,NA,NA,,,kew-296330,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,przewalskianum,,,Regel,kew-296330,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium ramosum,Allium ramosum,Allium ramosum,Allium ramosum,Amaryllidaceae,Allium,NA,ramosum,NA,NA,,,kew-296376,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,ramosum,,,L.,kew-296376,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium rude,Allium rude,Allium rude,Allium rude,Amaryllidaceae,Allium,NA,rude,NA,NA,,,kew-296460,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,rude,,,J.M.Xu,kew-296460,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium rude J.M.Xu,Allium rude J.M.Xu,Allium rude,Allium rude,Amaryllidaceae,Allium,NA,rude,NA,NA,,J.M.Xu,kew-296460,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,rude,,,J.M.Xu,kew-296460,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium sikkimense,Allium sikkimense,Allium sikkimense,Allium sikkimense,Amaryllidaceae,Allium,NA,sikkimense,NA,NA,,,kew-296606,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,sikkimense,,,Baker,kew-296606,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium tanguticum,Allium tanguticum,Allium tanguticum,Allium tanguticum,Amaryllidaceae,Allium,NA,tanguticum,NA,NA,,,kew-296752,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,tanguticum,,,Regel,kew-296752,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium victorialis,Allium victorialis,Allium victorialis,Allium victorialis,Amaryllidaceae,Allium,NA,victorialis,NA,NA,,,kew-296917,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,victorialis,,,L.,kew-296917,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Allium victorialis L.,Allium victorialis L.,Allium victorialis,Allium victorialis,Amaryllidaceae,Allium,NA,victorialis,NA,NA,,L.,kew-296917,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,victorialis,,,L.,kew-296917,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Alopecurus vaginatus,Alopecurus vaginatus,Alopecurus vaginatus,Alopecurus vaginatus,Poaceae,Alopecurus,NA,vaginatus,NA,NA,,,kew-391581,TRUE,1.1,Accepted,Poaceae,Alopecurus,,vaginatus,,,(Willd.) Kunth,kew-391581,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Alstroemeria pallida,Alstroemeria pallida,Alstroemeria pallida,Alstroemeria pallida,Alstroemeriaceae,Alstroemeria,NA,pallida,NA,NA,,,kew-298378,TRUE,1.1,Accepted,Alstroemeriaceae,Alstroemeria,,pallida,,,Graham,kew-298378,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Alyssoides utriculata,Alyssoides utriculata,Alyssoides utriculata,Alyssoides utriculata,Brassicaceae,Alyssoides,NA,utriculata,NA,NA,,,kew-2631860,TRUE,1.1,Accepted,Brassicaceae,Alyssoides,,utriculata,,,(L.) Medik.,kew-2631860,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthaceae,Amaranthus,NA,retroflexus,NA,NA,,,kew-2633061,TRUE,1.1,Accepted,Amaranthaceae,Amaranthus,,retroflexus,,,L.,kew-2633061,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Amberboa glauca,Amberboa glauca,Amberboa glauca,Amberboa glauca,Compositae,Amberboa,NA,glauca,NA,NA,,,gcc-102337,TRUE,1.1,Accepted,Compositae,Amberboa,,glauca,,,(Puschk. ex Willd.) Muss.Puschk. ex Grossh.,gcc-102337,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Amethystea caerulea,Amethystea caerulea,Amethystea caerulea,Amethystea caerulea,Lamiaceae,Amethystea,NA,caerulea,NA,NA,,,kew-7965,TRUE,1.1,Accepted,Lamiaceae,Amethystea,,caerulea,,,L.,kew-7965,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Amethystea caerulea L.,Amethystea caerulea L.,Amethystea caerulea,Amethystea caerulea,Lamiaceae,Amethystea,NA,caerulea,NA,NA,,L.,kew-7965,TRUE,1.1,Accepted,Lamiaceae,Amethystea,,caerulea,,,L.,kew-7965,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ampelodesmos mauritanicus,Ampelodesmos mauritanicus,Ampelodesmos mauritanicus,Ampelodesmos mauritanicus,Poaceae,Ampelodesmos,NA,mauritanicus,NA,NA,,,kew-391660,TRUE,1.1,Accepted,Poaceae,Ampelodesmos,,mauritanicus,,,(Poir.) T.Durand & Schinz,kew-391660,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis aureo-punctata Lingelsh et Borza,Anaphalis aureo-punctata Lingelsh et Borza,Anaphalis aureo-punctata,Anaphalis aureopunctata,Compositae,Anaphalis,NA,aureo-punctata,NA,NA,,Lingelsh et Borza,gcc-9820,TRUE,1.1,Accepted,Compositae,Anaphalis,,aureopunctata,,,Lingelsh. & Borza,gcc-9820,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Anaphalis aureopunctata,Anaphalis aureopunctata,Anaphalis aureopunctata,Anaphalis aureopunctata,Compositae,Anaphalis,NA,aureopunctata,NA,NA,,,gcc-9820,TRUE,1.1,Accepted,Compositae,Anaphalis,,aureopunctata,,,Lingelsh. & Borza,gcc-9820,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis bicolor,Anaphalis bicolor,Anaphalis bicolor,Anaphalis bicolor,Compositae,Anaphalis,NA,bicolor,NA,NA,,,gcc-86561,TRUE,1.1,Accepted,Compositae,Anaphalis,,bicolor,,,(Franch.) Diels,gcc-86561,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis flavescens,Anaphalis flavescens,Anaphalis flavescens,Anaphalis flavescens,Compositae,Anaphalis,NA,flavescens,NA,NA,,,gcc-45685,TRUE,1.1,Accepted,Compositae,Anaphalis,,flavescens,,,Hand.-Mazz.,gcc-45685,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis hancockii,Anaphalis hancockii,Anaphalis hancockii,Anaphalis hancockii,Compositae,Anaphalis,NA,hancockii,NA,NA,,,gcc-115312,TRUE,1.1,Accepted,Compositae,Anaphalis,,hancockii,,,Maxim.,gcc-115312,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis hancockii Maxim.,Anaphalis hancockii Maxim.,Anaphalis hancockii,Anaphalis hancockii,Compositae,Anaphalis,NA,hancockii,NA,NA,,Maxim.,gcc-115312,TRUE,1.1,Accepted,Compositae,Anaphalis,,hancockii,,,Maxim.,gcc-115312,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis lactea,Anaphalis lactea,Anaphalis lactea,Anaphalis lactea,Compositae,Anaphalis,NA,lactea,NA,NA,,,gcc-112963,TRUE,1.1,Accepted,Compositae,Anaphalis,,lactea,,,Maxim.,gcc-112963,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis lactea Maxim.,Anaphalis lactea Maxim.,Anaphalis lactea,Anaphalis lactea,Compositae,Anaphalis,NA,lactea,NA,NA,,Maxim.,gcc-112963,TRUE,1.1,Accepted,Compositae,Anaphalis,,lactea,,,Maxim.,gcc-112963,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis latialata,Anaphalis latialata,Anaphalis latialata,Anaphalis latialata,Compositae,Anaphalis,NA,latialata,NA,NA,,,gcc-80254,TRUE,1.1,Accepted,Compositae,Anaphalis,,latialata,,,Ling & Y.L.Chen,gcc-80254,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis margaritacea,Anaphalis margaritacea,Anaphalis margaritacea,Anaphalis margaritacea,Compositae,Anaphalis,NA,margaritacea,NA,NA,,,gcc-48987,TRUE,1.1,Accepted,Compositae,Anaphalis,,margaritacea,,,(L.) Benth. & Hook.f.,gcc-48987,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis margaritacea (L.) Benth. et Hook. f.,Anaphalis margaritacea (L.) Benth. et Hook. f.,Anaphalis margaritacea,Anaphalis margaritacea,Compositae,Anaphalis,NA,margaritacea,NA,NA,,(L.) Benth. et Hook. f.,gcc-48987,TRUE,1.1,Accepted,Compositae,Anaphalis,,margaritacea,,,(L.) Benth. & Hook.f.,gcc-48987,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anaphalis nepalensis,Anaphalis nepalensis,Anaphalis nepalensis,Anaphalis nepalensis,Compositae,Anaphalis,NA,nepalensis,NA,NA,,,gcc-125373,TRUE,1.1,Accepted,Compositae,Anaphalis,,nepalensis,,,(Spreng.) Hand.-Mazz.,gcc-125373,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anarthrophyllum cumingii,Anarthrophyllum cumingii,Anarthrophyllum cumingii,Anarthrophyllum cumingii,Leguminosae,Anarthrophyllum,NA,cumingii,NA,NA,,,ild-19975,TRUE,1.1,Accepted,Leguminosae,Anarthrophyllum,,cumingii,,,(Hook. & Arn.) F.Phil.,ild-19975,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anarthrophyllum gayanum,Anarthrophyllum gayanum,Anarthrophyllum gayanum,Anarthrophyllum gayanum,Leguminosae,Anarthrophyllum,NA,gayanum,NA,NA,,,ild-25012,TRUE,1.1,Accepted,Leguminosae,Anarthrophyllum,,gayanum,,,(A.Gray) B.D.Jacks.,ild-25012,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace barbulata,Androsace barbulata,Androsace barbulata,Androsace villosa,Primulaceae,Androsace,NA,barbulata,NA,NA,,,kew-2637403,TRUE,1.1,Synonym,Primulaceae,Androsace,,villosa,subsp.,koso-poljanskii,(Ovcz.) Fed.,kew-2637858,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace chamajasme,Androsace chamajasme,Androsace chamajasme,Androsace chamaejasme,Primulaceae,Androsace,NA,chamajasme,NA,NA,,,kew-2637449,TRUE,1.1,Accepted,Primulaceae,Androsace,,chamaejasme,,,Wulfen,kew-2637449,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Androsace erecta,Androsace erecta,Androsace erecta,Androsace erecta,Primulaceae,Androsace,NA,erecta,NA,NA,,,kew-2637516,TRUE,1.1,Accepted,Primulaceae,Androsace,,erecta,,,Maxim.,kew-2637516,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace erecta Maxim.,Androsace erecta Maxim.,Androsace erecta,Androsace erecta,Primulaceae,Androsace,NA,erecta,NA,NA,,Maxim.,kew-2637516,TRUE,1.1,Accepted,Primulaceae,Androsace,,erecta,,,Maxim.,kew-2637516,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace gmelinii,Androsace gmelinii,Androsace gmelinii,Androsace gmelinii,Primulaceae,Androsace,NA,gmelinii,NA,NA,,,kew-2637550,TRUE,1.1,Accepted,Primulaceae,Androsace,,gmelinii,,,(L.) Roem. & Schult.,kew-2637550,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace gmelinii (Gaertn.) Roem. et Schuit.,Androsace gmelinii (Gaertn.) Roem. et Schuit.,Androsace gmelinii,Androsace gmelinii,Primulaceae,Androsace,NA,gmelinii,NA,NA,,(Gaertn.) Roem. et Schuit.,kew-2637550,TRUE,1.1,Accepted,Primulaceae,Androsace,,gmelinii,,,(L.) Roem. & Schult.,kew-2637550,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace mariae Kanitz.,Androsace mariae Kanitz.,Androsace mariae,Androsace tibetica,Primulaceae,Androsace,NA,mariae,NA,NA,,Kanitz.,kew-2637635,TRUE,1.1,Synonym,Primulaceae,Androsace,,tibetica,var.,mairae,(Kanitz) R.Knuth,kew-2637827,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace obtusifolia,Androsace obtusifolia,Androsace obtusifolia,Androsace obtusifolia,Primulaceae,Androsace,NA,obtusifolia,NA,NA,,,kew-2637668,TRUE,1.1,Accepted,Primulaceae,Androsace,,obtusifolia,,,All.,kew-2637668,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace tibetica,Androsace tibetica,Androsace tibetica,Androsace tibetica,Primulaceae,Androsace,NA,tibetica,NA,NA,,,kew-2637824,TRUE,1.1,Accepted,Primulaceae,Androsace,,tibetica,,,(Maxim.) R.Knuth,kew-2637824,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Androsace villosa,Androsace villosa,Androsace villosa,Androsace villosa,Primulaceae,Androsace,NA,villosa,NA,NA,,,kew-2637841,TRUE,1.1,Accepted,Primulaceae,Androsace,,villosa,,,L.,kew-2637841,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anemone alpina,Anemone alpina,Anemone alpina,Anemone alpina,Ranunculaceae,Anemone,NA,alpina,NA,NA,,,kew-2638008,TRUE,1.1,Accepted,Ranunculaceae,Anemone,,alpina,,,L.,kew-2638008,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anemone narcissifolia,Anemone narcissiflora,Anemone narcissiflora,Anemone narcissiflora,Ranunculaceae,Anemone,NA,narcissiflora,NA,NA,NA,NA,kew-2638416,TRUE,1.1,Accepted,Ranunculaceae,Anemone,NA,narcissiflora,,,L.,kew-2638416,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anemone obtusiloba,Anemone obtusiloba,Anemone obtusiloba,Anemone obtusiloba,Ranunculaceae,Anemone,NA,obtusiloba,NA,NA,,,kew-2638514,TRUE,1.1,Accepted,Ranunculaceae,Anemone,,obtusiloba,,,D.Don,kew-2638514,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anemone rivularis,Anemone rivularis,Anemone rivularis,Anemone rivularis,Ranunculaceae,Anemone,NA,rivularis,NA,NA,,,kew-2638651,TRUE,1.1,Accepted,Ranunculaceae,Anemone,,rivularis,,,Buch.-Ham. ex DC.,kew-2638651,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anemone rivularis Buch.-Ham.,Anemone rivularis Buch.-Ham.,Anemone rivularis,Anemone rivularis,Ranunculaceae,Anemone,NA,rivularis,NA,NA,,Buch.-Ham.,kew-2638651,TRUE,1.1,Accepted,Ranunculaceae,Anemone,,rivularis,,,Buch.-Ham. ex DC.,kew-2638651,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Angelica dahurica,Angelica dahurica,Angelica dahurica,Angelica dahurica,Apiaceae,Angelica,NA,dahurica,NA,NA,,,kew-2639044,TRUE,1.1,Accepted,Apiaceae,Angelica,,dahurica,,,(Hoffm.) Benth. & Hook.f. ex Franch. & Sav.,kew-2639044,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Angelica laxifoliata,Angelica laxifoliata,Angelica laxifoliata,Angelica laxifoliata,Apiaceae,Angelica,NA,laxifoliata,NA,NA,,,kew-2639134,TRUE,1.1,Accepted,Apiaceae,Angelica,,laxifoliata,,,Diels,kew-2639134,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Angelica nitida,Angelica nitida,Angelica nitida,Angelica nitida,Apiaceae,Angelica,NA,nitida,NA,NA,,,kew-2639187,TRUE,1.1,Accepted,Apiaceae,Angelica,,nitida,,,H.Wolff,kew-2639187,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Angelica nitida,Angelica nitida,Angelica nitida,Angelica nitida,Apiaceae,Angelica,NA,nitida,NA,NA,NA,NA,kew-2639187,TRUE,1.1,Accepted,Apiaceae,Angelica,NA,nitida,,,H.Wolff,kew-2639187,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Angealia nitica,Angelica nitida,Angelica nitida,Angelica nitida,Apiaceae,Angelica,NA,nitida,NA,NA,,,kew-2639187,TRUE,1.1,Accepted,Apiaceae,Angelica,,nitida,,,H.Wolff,kew-2639187,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Angealia nitica,Angelica nitida,Angelica nitida,Angelica nitida,Apiaceae,Angelica,NA,nitida,NA,NA,NA,NA,kew-2639187,TRUE,1.1,Accepted,Apiaceae,Angelica,NA,nitida,,,H.Wolff,kew-2639187,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Angelica nitida Wolff,Angelica nitida Wolff,Angelica nitida,Angelica nitida,Apiaceae,Angelica,NA,nitida,NA,NA,,Wolff,kew-2639187,TRUE,1.1,Accepted,Apiaceae,Angelica,,nitida,,,H.Wolff,kew-2639187,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anhyllis vulneraria,Anhyllis vulneraria,Anhyllis vulneraria,Anthyllis vulneraria,Leguminosae,Anhyllis,NA,vulneraria,NA,NA,,,ild-7194,TRUE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,,,L.,ild-7194,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Anisodus tanguticus,Anisodus tanguticus,Anisodus tanguticus,Anisodus tanguticus,Solanaceae,Anisodus,NA,tanguticus,NA,NA,,,kew-2640224,TRUE,1.1,Accepted,Solanaceae,Anisodus,,tanguticus,,,(Maxim.) Pascher,kew-2640224,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anisodus tanguticus (Maxinowicz) Pascher,Anisodus tanguticus (Maxinowicz) Pascher,Anisodus tanguticus,Anisodus tanguticus,Solanaceae,Anisodus,NA,tanguticus,NA,NA,,(Maxinowicz) Pascher,kew-2640224,TRUE,1.1,Accepted,Solanaceae,Anisodus,,tanguticus,,,(Maxim.) Pascher,kew-2640224,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Antennaria dioica,Antennaria dioica,Antennaria dioica,Antennaria dioica,Compositae,Antennaria,NA,dioica,NA,NA,,,gcc-134033,TRUE,1.1,Accepted,Compositae,Antennaria,,dioica,,,(L.) Gaertn.,gcc-134033,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anthemis cretica,Anthemis cretica,Anthemis cretica,Anthemis cretica,Compositae,Anthemis,NA,cretica,NA,NA,,,gcc-123102,TRUE,1.1,Accepted,Compositae,Anthemis,,cretica,,,L.,gcc-123102,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anthoxanthum alpinum,Anthoxanthum alpinum,Anthoxanthum alpinum,Anthoxanthum odoratum,Poaceae,Anthoxanthum,NA,alpinum,NA,NA,,,kew-393937,TRUE,1.1,Synonym,Poaceae,Anthoxanthum,,odoratum,,,L.,kew-394021,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anthoxanthum odoratum,Anthoxanthum odoratum,Anthoxanthum odoratum,Anthoxanthum odoratum,Poaceae,Anthoxanthum,NA,odoratum,NA,NA,,,kew-394021,TRUE,1.1,Accepted,Poaceae,Anthoxanthum,,odoratum,,,L.,kew-394021,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anthriscus sylvestris,Anthriscus sylvestris,Anthriscus sylvestris,Anthriscus sylvestris,Apiaceae,Anthriscus,NA,sylvestris,NA,NA,,,kew-2641868,TRUE,1.1,Accepted,Apiaceae,Anthriscus,,sylvestris,,,(L.) Hoffm.,kew-2641868,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris,Anthriscus sylvestris,Apiaceae,Anthriscus,NA,sylvestris,NA,NA,,(L.) Hoffm.,kew-2641868,TRUE,1.1,Accepted,Apiaceae,Anthriscus,,sylvestris,,,(L.) Hoffm.,kew-2641868,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,Leguminosae,Anthyllis,NA,vulneraria,NA,NA,,,ild-7194,TRUE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,,,L.,ild-7194,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Anthyllis vulneraria ssp. alpina,Anthyllis vulneraria ssp. alpina,Anthyllis vulneraria,Anthyllis vulneraria,Leguminosae,Anthyllis,NA,vulneraria,NA,ssp.,alpina,,ild-7194,FALSE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,,,L.,ild-7194,Accepted,FALSE,FALSE,TRUE,18/04/2020,Species
Antoxanthum alpinum,Antoxanthum alpinum,Antoxanthum alpinum,Anthoxanthum odoratum,Poaceae,Antoxanthum,NA,alpinum,NA,NA,,,kew-393937,TRUE,1.1,Synonym,Poaceae,Anthoxanthum,,odoratum,,,L.,kew-394021,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Aquilegia atrata,Aquilegia atrata,Aquilegia atrata,Aquilegia atrata,Ranunculaceae,Aquilegia,NA,atrata,NA,NA,,,kew-2644602,TRUE,1.1,Accepted,Ranunculaceae,Aquilegia,,atrata,,,Koch,kew-2644602,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Aquilegia ecalcarata Maxim.,Aquilegia ecalcarata Maxim.,Aquilegia ecalcarata,Aquilegia ecalcarata,Ranunculaceae,Aquilegia,NA,ecalcarata,NA,NA,,Maxim.,kew-2644748,TRUE,1.1,Accepted,Ranunculaceae,Aquilegia,,ecalcarata,,,Maxim.,kew-2644748,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Aquilegia einseleana,Aquilegia einseleana,Aquilegia einseleana,Aquilegia einseleana,Ranunculaceae,Aquilegia,NA,einseleana,NA,NA,,,kew-2644752,TRUE,1.1,Accepted,Ranunculaceae,Aquilegia,,einseleana,,,F.W.Schultz,kew-2644752,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Aquilegia oxysepala,Aquilegia oxysepala,Aquilegia oxysepala,Aquilegia oxysepala,Ranunculaceae,Aquilegia,NA,oxysepala,NA,NA,,,kew-2644933,TRUE,1.1,Accepted,Ranunculaceae,Aquilegia,,oxysepala,,,Trautv. & C.A.Mey.,kew-2644933,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Aquilegia oxysepala Trautv. et Mey. var. kansuensis Bruhl,Aquilegia oxysepala Trautv. et Mey. var. kansuensis Bruhl,Aquilegia oxysepala,Aquilegia oxysepala,Ranunculaceae,Aquilegia,NA,oxysepala,NA,var.,kansuensis,Bruhl,kew-2644934,TRUE,1.1,Accepted,Ranunculaceae,Aquilegia,,oxysepala,var.,kansuensis,(Brühl) Brühl ex Hand.-Mazz.,kew-2644934,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arabis alpina,Arabis alpina,Arabis alpina,Arabis alpina,Brassicaceae,Arabis,NA,alpina,NA,NA,,,kew-2645295,TRUE,1.1,Accepted,Brassicaceae,Arabis,,alpina,,,L.,kew-2645295,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arabis caerulea,Arabis caerulea,Arabis caerulea,Arabis caerulea,Brassicaceae,Arabis,NA,caerulea,NA,NA,,,kew-2645428,TRUE,1.1,Accepted,Brassicaceae,Arabis,,caerulea,,,(All.) Haenke,kew-2645428,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arabis hirsuta,Arabis hirsuta,Arabis hirsuta,Arabis hirsuta,Brassicaceae,Arabis,NA,hirsuta,NA,NA,,,kew-2645681,TRUE,1.1,Accepted,Brassicaceae,Arabis,,hirsuta,,,(L.) Scop.,kew-2645681,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arabis pendula L.,Arabis pendula L.,Arabis pendula,Catolobus pendulus,Brassicaceae,Arabis,NA,pendula,NA,NA,,L.,kew-2646016,TRUE,1.1,Synonym,Brassicaceae,Catolobus,,pendulus,,,(L.) Al-Shehbaz,kew-2705814,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arctium lappa,Arctium lappa,Arctium lappa,Arctium lappa,Compositae,Arctium,NA,lappa,NA,NA,,,gcc-52146,TRUE,1.1,Accepted,Compositae,Arctium,,lappa,,,L.,gcc-52146,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arctium lappa L.,Arctium lappa L.,Arctium lappa,Arctium lappa,Compositae,Arctium,NA,lappa,NA,NA,,L.,gcc-52146,TRUE,1.1,Accepted,Compositae,Arctium,,lappa,,,L.,gcc-52146,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arenaria biflora,Arenaria biflora,Arenaria biflora,Arenaria biflora,Caryophyllaceae,Arenaria,NA,biflora,NA,NA,,,kew-2649126,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,biflora,,,L.,kew-2649126,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arenaria edgeworthiana,Arenaria edgeworthiana,Arenaria edgeworthiana,Arenaria edgeworthiana,Caryophyllaceae,Arenaria,NA,edgeworthiana,NA,NA,,,kew-2649344,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,edgeworthiana,,,Majumdar,kew-2649344,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arenaria erinacea,Arenaria erinacea,Arenaria erinacea,Arenaria erinacea,Caryophyllaceae,Arenaria,NA,erinacea,NA,NA,,,kew-2649355,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,erinacea,,,Boiss.,kew-2649355,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Arenaria grandiflora subsp. incrassata,Arenaria grandiflora subsp. incrassata,Arenaria grandiflora,Arenaria grandiflora,Caryophyllaceae,Arenaria,NA,grandiflora,NA,subsp.,incrassata,,kew-2649489,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,grandiflora,subsp.,incrassata,(Lange) Vicioso ex Rivas Mart.,kew-2649489,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
