"Species","Region","Alpine","Min.elevation","Max.elevation"
"Cirsium spinosissimum","Northern Alps","Alpine",1390,3250
"Cirsium spinosissimum","Southern Alps","Alpine",1390,3250
"Clematis apiifolia","Qinghai-Tibet Plateau","Lowland",100,2300
"Clematis brevicaudata","Qinghai-Tibet Plateau","Lowland",400,2800
"Clematis clarkeana","Qinghai-Tibet Plateau","Lowland",2000,2000
"Clematis glauca","Qinghai-Tibet Plateau","Lowland",1000,2600
"Clematis nannophylla","Qinghai-Tibet Plateau","Lowland",1200,3200
"Clematis tangutica","Qinghai-Tibet Plateau","Alpine",300,4900
"Clinopodium chinense","Qinghai-Tibet Plateau","Lowland",0,1000
"Cnidium monnieri","Qinghai-Tibet Plateau","Lowland",NA,NA
"Codonopsis canescens","Qinghai-Tibet Plateau","Alpine",3000,4200
"Codonopsis foetens","Qinghai-Tibet Plateau","Alpine",3300,4500
"Codonopsis pilosula","Qinghai-Tibet Plateau","Lowland",900,3900
"Codonopsis viridiflora","Qinghai-Tibet Plateau","Alpine",3000,4000
"Colobanthus affinis","Australian Alps","Alpine",1610,2182
"Coluria longifolia","Qinghai-Tibet Plateau","Alpine",2700,4600
"Comastoma falcatum","Qinghai-Tibet Plateau","Alpine",2100,5300
"Comastoma pedunculatum","Qinghai-Tibet Plateau","Alpine",3200,4800
"Comastoma pulmonarium","Qinghai-Tibet Plateau","Alpine",3000,4800
"Comastoma tenellum","Northern Alps","Alpine",1880,3250
"Comastoma tenellum","Southern Alps","Alpine",1880,3250
"Convolvulus arvensis","Qinghai-Tibet Plateau","Alpine",600,4500
"Corispermum stauntonii","Qinghai-Tibet Plateau","Lowland",NA,NA
"Corispermum tibeticum","Qinghai-Tibet Plateau","Lowland",NA,NA
"Coronidium gunnianum","Australian Alps","Alpine",32,1371
"Coronidium waddelliae","Australian Alps","Alpine",757,1750
"Cortaderia pilosa","Central Andes","Alpine",10,2500
"Cortaderia pilosa","Southern Alps","Alpine",10,2500
"Corydalis adunca","Qinghai-Tibet Plateau","Lowland",1000,3900
"Corydalis edulis","Qinghai-Tibet Plateau","Lowland",400,1200
"Corydalis melanochlora","Qinghai-Tibet Plateau","Alpine",4000,5000
"Corydalis ophiocarpa","Qinghai-Tibet Plateau","Lowland",1100,2700
"Corydalis pseudimpatiens","Qinghai-Tibet Plateau","Alpine",1700,3300
"Cotoneaster foveolatus","Qinghai-Tibet Plateau","Lowland",1400,3400
"Craspedia alba","Australian Alps","Alpine",1640,2000
"Craspedia costiniana","Australian Alps","Alpine",1495,2200
"Craspedia jamesii","Australian Alps","Alpine",1000,2038
"Craspedia lamicola","Australian Alps","Alpine",1323,2200
"Craspedia leucantha","Australian Alps","Alpine",1580,2092
"Cremanthodium brunneopilosum","Qinghai-Tibet Plateau","Alpine",3000,4300
"Cremanthodium discoideum","Qinghai-Tibet Plateau","Alpine",3000,5000
"Cremanthodium lineare","Qinghai-Tibet Plateau","Alpine",2400,4800
"Crepidiastrum denticulatum","Qinghai-Tibet Plateau","Lowland",100,2000
"Crepis albida","Northern Alps","Lowland",1050,1390
"Crepis albida","Southern Alps","Lowland",1050,1390
"Cryptothladia parviflora","Qinghai-Tibet Plateau","Lowland",NA,NA
"Cuscuta chinensis","Qinghai-Tibet Plateau","Lowland",200,3000
"Cuscuta europaea","Qinghai-Tibet Plateau","Lowland",800,3100
"Cuscuta japonica","Qinghai-Tibet Plateau","Lowland",NA,NA
"Cyananthus hookeri","Qinghai-Tibet Plateau","Alpine",2700,4500
"Cynanchum inamoenum","Qinghai-Tibet Plateau","Lowland",100,3500
"Cynodon dactylon","Qinghai-Tibet Plateau","Lowland",0,2500
"Cynoglossum amabile","Qinghai-Tibet Plateau","Lowland",2600,3700
"Cynoglossum lanceolatum","Qinghai-Tibet Plateau","Lowland",300,2800
"Dactylis glomerata","Enscobase","Lowland",0,1880
"Datura stramonium","Qinghai-Tibet Plateau","Lowland",600,1600
"Daucus carota","Qinghai-Tibet Plateau","Lowland",2000,3000
"Delphinium albocoeruleum","Qinghai-Tibet Plateau","Alpine",1500,4900
"Delphinium campylocentrum","Qinghai-Tibet Plateau","Lowland",3400,3900
"Delphinium kamaonense","Qinghai-Tibet Plateau","Alpine",2500,4200
"Delphinium pylzowii","Qinghai-Tibet Plateau","Alpine",3500,4500
"Delphinium siwanense","Qinghai-Tibet Plateau","Lowland",1300,2100
"Delphinium souliei","Qinghai-Tibet Plateau","Alpine",3500,4400
"Delphinium sparsiflorum","Qinghai-Tibet Plateau","Lowland",1900,2800
"Dendranthema lavandulifolium","Qinghai-Tibet Plateau","Lowland",600,2800
"Deschampsia cespitosa","Australian Alps","Alpine",1110,2093
"Deschampsia cespitosa","Enscobase","Lowland",0,3250
"Deschampsia cespitosa","Qinghai-Tibet Plateau","Alpine",1500,4500
"Deschampsia flexuosa","Enscobase","Lowland",0,3250
"Descurainia sophia","Qinghai-Tibet Plateau","Alpine",0,4200
"Deyeuxia flavens","Qinghai-Tibet Plateau","Alpine",2700,4500
"Dianthus carthusianorum","Enscobase","Lowland",0,1880
"Dianthus carthusianorum","Northern Alps","Alpine",0,1880
"Dianthus carthusianorum","Southern Alps","Alpine",0,1880
"Dianthus deltoides","Northern Alps","Lowland",0,1390
"Dianthus deltoides","Southern Alps","Lowland",0,1390
"Dianthus glacialis","Enscobase","Alpine",1880,3250
"Dianthus glacialis","Northern Alps","Alpine",1880,3250
"Dianthus glacialis","Southern Alps","Alpine",1880,3250
"Dianthus superbus","Northern Alps","Alpine",0,1880
"Dianthus superbus","Qinghai-Tibet Plateau","Lowland",400,3700
"Dianthus superbus","Southern Alps","Alpine",0,1880
"Dianthus sylvestris","Enscobase","Lowland",0,1880
"Dianthus sylvestris","Northern Alps","Alpine",0,1880
"Dianthus sylvestris","Southern Alps","Alpine",0,1880
"Dichosciadium ranunculaceum","Australian Alps","Alpine",1747,2230
"Dicranostigma lactucoides","Qinghai-Tibet Plateau","Alpine",3700,4300
"Dicranostigma leptopodum","Qinghai-Tibet Plateau","Lowland",400,2900
"Digitaria ciliaris","Qinghai-Tibet Plateau","Lowland",NA,NA
"Digitaria sanguinalis","Qinghai-Tibet Plateau","Lowland",NA,NA
"Diplaspis nivis","Australian Alps","Alpine",1500,2230
"Diplolepis mucronata","Central Andes","Alpine",1700,2600
"Diplolepis mucronata","Southern Alps","Alpine",1700,2600
"Dipsacus chinensis","Qinghai-Tibet Plateau","Lowland",2100,3900
"Dipsacus inermis","Qinghai-Tibet Plateau","Lowland",2100,3900
"Dipsacus japonicus","Qinghai-Tibet Plateau","Lowland",0,2600
"Ditassa albonerva","Central Andes","Alpine",800,2000
"Ditassa albonerva","Southern Alps","Alpine",800,2000
"Dontostemon micranthus","Qinghai-Tibet Plateau","Lowland",900,3300
"Doronicum stenoglossum","Qinghai-Tibet Plateau","Alpine",2100,3900
"Draba aizoides","Enscobase","Lowland",1050,1390
"Draba eriopoda","Qinghai-Tibet Plateau","Alpine",2000,4900
"Draba gilliesii","Central Andes","Alpine",400,4000
"Draba gilliesii","Southern Alps","Alpine",400,4000
"Draba hoppeana","Northern Alps","Alpine",1880,3250
"Draba hoppeana","Southern Alps","Alpine",1880,3250
"Draba ladyginii","Qinghai-Tibet Plateau","Alpine",2100,4700
"Draba lanceolata","Qinghai-Tibet Plateau","Alpine",1100,4900
"Draba nemorosa","Qinghai-Tibet Plateau","Alpine",0,4800
"Draba oreades","Qinghai-Tibet Plateau","Alpine",2300,5500
"Draba stylaris","Northern Alps","Alpine",1390,3250
"Draba stylaris","Southern Alps","Alpine",1390,3250
"Dracocephalum heterophyllum","Qinghai-Tibet Plateau","Alpine",1100,5000
"Dracocephalum tanguticum","Qinghai-Tibet Plateau","Alpine",3200,4700
"Drimys andina","Central Andes","Lowland",800,1500
"Drimys andina","Southern Alps","Lowland",800,1500
"Drosera arcturi","Australian Alps","Alpine",1733,2190
"Dryas octopetala","Enscobase","Alpine",1390,3250
"Dryas octopetala","Northern Alps","Alpine",1390,3250
"Dryas octopetala","Southern Alps","Alpine",1390,3250
"Duchesnea indica","Qinghai-Tibet Plateau","Lowland",0,3100
"Duthiea brachypodium","Qinghai-Tibet Plateau","Alpine",3000,5300
"Dysphania aristata","Qinghai-Tibet Plateau","Lowland",NA,NA
"Dysphania schraderiana","Qinghai-Tibet Plateau","Lowland",NA,NA
"Echinochloa colona","Qinghai-Tibet Plateau","Lowland",NA,NA
"Echinochloa crus-galli","Qinghai-Tibet Plateau","Lowland",NA,NA
"Elsholtzia densa","Qinghai-Tibet Plateau","Alpine",1000,4100
"Elsholtzia feddei","Qinghai-Tibet Plateau","Lowland",500,3200
"Elsholtzia fruticosa","Qinghai-Tibet Plateau","Lowland",1200,3800
"Elsholtzia serotina","Qinghai-Tibet Plateau","Lowland",NA,NA
"Elymus antiquus","Qinghai-Tibet Plateau","Lowland",2300,3800
"Elymus atratus","Qinghai-Tibet Plateau","Lowland",NA,NA
"Elymus barystachyus","Qinghai-Tibet Plateau","Lowland",2700,3200
"Elymus dahuricus","Qinghai-Tibet Plateau","Lowland",NA,NA
"Elymus durus","Qinghai-Tibet Plateau","Alpine",3700,4200
"Elymus kokonoricus","Qinghai-Tibet Plateau","Lowland",NA,NA
"Elymus nutans","Qinghai-Tibet Plateau","Lowland",2800,3400
"Elymus pendulinus","Qinghai-Tibet Plateau","Lowland",100,2400
"Elymus sibiricus","Qinghai-Tibet Plateau","Alpine",1500,4900
"Elymus strictus","Qinghai-Tibet Plateau","Lowland",1300,4000
"Elymus tangutorum","Qinghai-Tibet Plateau","Lowland",NA,NA
"Elymus varius","Qinghai-Tibet Plateau","Lowland",NA,NA
"Embothrium coccineum","Central Andes","Lowland",0,1500
"Embothrium coccineum","Southern Alps","Lowland",0,1500
"Empetrum nigrum","Enscobase","Lowland",1050,3250
"Epacris celata","Australian Alps","Alpine",1002,1943
"Epacris glacialis","Australian Alps","Alpine",1585,2100
"Epacris microphylla","Australian Alps","Alpine",10,2000
"Epacris paludosa","Australian Alps","Alpine",3,2000
"Epacris petrophila","Australian Alps","Alpine",540,2000
"Epacris purpurascens","Australian Alps","Alpine",50,1140
"Epilobium alpestre","Northern Alps","Alpine",1050,1880
"Epilobium alpestre","Southern Alps","Alpine",1050,1880
"Epilobium angustifolium","Northern Alps","Alpine",1050,1880
"Epilobium angustifolium","Qinghai-Tibet Plateau","Alpine",0,4700
"Epilobium angustifolium","Southern Alps","Alpine",1050,1880
"Epilobium billardierianum","Australian Alps","Alpine",NA,1339
"Epilobium gunnianum","Australian Alps","Alpine",60,2207
"Epilobium hirsutum","Qinghai-Tibet Plateau","Lowland",500,2800
"Epilobium palustre","Qinghai-Tibet Plateau","Alpine",200,4500
"Eragrostis cilianensis","Qinghai-Tibet Plateau","Lowland",NA,NA
"Eragrostis nigra","Qinghai-Tibet Plateau","Lowland",NA,NA
"Eremogone lychnidea","Caucasus","Alpine",2400,2900
"Eremogone przewalskii","Qinghai-Tibet Plateau","Alpine",2600,4200
"Erica spiculifolia","Enscobase","Alpine",NA,NA
"Erigeron acer","Qinghai-Tibet Plateau","Lowland",700,3500
"Erigeron bellidioides","Australian Alps","Alpine",1203,2095
"Erigeron canadensis","Qinghai-Tibet Plateau","Lowland",0,3000
"Erigeron cinereus","Central Andes","Alpine",500,3000
"Erigeron cinereus","Southern Alps","Alpine",500,3000
"Erigeron nitidus","Australian Alps","Alpine",1580,2143
"Erigeron paludicola","Australian Alps","Alpine",1435,2007
"Erigeron pulchellus","Northern Alps","Alpine",1390,3250
"Erigeron pulchellus","Southern Alps","Alpine",1390,3250
"Erigeron setosus","Australian Alps","Alpine",1060,2120
"Eriophorum angustifolium","Northern Alps","Alpine",0,3250
"Eriophorum angustifolium","Southern Alps","Alpine",0,3250
"Eriophorum scheuchzeri","Northern Alps","Alpine",1390,3250
"Eriophorum scheuchzeri","Southern Alps","Alpine",1390,3250
"Eriophorum vaginatum","Northern Alps","Alpine",1050,1880
"Eriophorum vaginatum","Southern Alps","Alpine",1050,1880
"Erodium stephanianum","Qinghai-Tibet Plateau","Lowland",400,4000
"Eruca vesicaria","Qinghai-Tibet Plateau","Lowland",0,3800
"Escallonia alpina","Central Andes","Alpine",0,3000
"Escallonia alpina","Southern Alps","Alpine",0,3000
"Euchiton involucratus","Australian Alps","Alpine",260,1534
"Euphorbia esula","Qinghai-Tibet Plateau","Lowland",NA,NA
"Euphorbia helioscopia","Qinghai-Tibet Plateau","Lowland",NA,NA
"Euphorbia humifusa","Qinghai-Tibet Plateau","Lowland",0,3000
"Euphorbia tibetica","Qinghai-Tibet Plateau","Alpine",2500,5000
"Euphrasia collina","Australian Alps","Alpine",1370,2200
"Euphrasia pectinata","Qinghai-Tibet Plateau","Lowland",2400,3200
"Euphrasia regelii","Qinghai-Tibet Plateau","Alpine",1200,4000
"Euphrasia rostkoviana","Enscobase","Lowland",0,3250
"Fagopyrum esculentum","Qinghai-Tibet Plateau","Lowland",NA,NA
"Fagopyrum tataricum","Qinghai-Tibet Plateau","Lowland",400,3900
"Fagopyrum urophyllum","Qinghai-Tibet Plateau","Lowland",900,2800
"Fallopia aubertii","Qinghai-Tibet Plateau","Lowland",900,3200
"Fallopia convolvulus","Qinghai-Tibet Plateau","Lowland",100,3600
"Festuca alpina","Northern Alps","Alpine",1390,3250
"Festuca alpina","Southern Alps","Alpine",1390,3250
"Festuca eskia","Cantabrian Mountains","Alpine",1600,3000
"Festuca halleri","Northern Alps","Alpine",1390,3250
"Festuca halleri","Southern Alps","Alpine",1390,3250
"Festuca indigesta","Enscobase","Alpine",1500,2900
"Festuca nigrescens","Enscobase","Lowland",1050,1880
"Festuca nigrescens","Northern Alps","Alpine",1050,1880
"Festuca nigrescens","Southern Alps","Alpine",1050,1880
"Festuca nitidula","Qinghai-Tibet Plateau","Alpine",2500,5300
"Festuca norica","Northern Alps","Alpine",1390,3250
"Festuca norica","Southern Alps","Alpine",1390,3250
"Festuca ovina","Enscobase","Lowland",0,1390
"Festuca ovina","Qinghai-Tibet Plateau","Alpine",1600,4400
"Festuca paniculata","Cantabrian Mountains","Alpine",1500,2750
"Festuca parvigluma","Qinghai-Tibet Plateau","Lowland",1000,3700
"Festuca quadriflora","Northern Alps","Alpine",1390,3250
"Festuca quadriflora","Southern Alps","Alpine",1390,3250
"Festuca rubra","Enscobase","Lowland",0,1880
"Festuca rubra","Qinghai-Tibet Plateau","Alpine",600,4500
"Festuca scabriculmis","Northern Alps","Alpine",1390,3250
"Festuca scabriculmis","Southern Alps","Alpine",1390,3250
"Festuca sinensis","Qinghai-Tibet Plateau","Alpine",2600,4800
"Festuca spectabilis","Northern Alps","Alpine",1050,1880
"Festuca spectabilis","Southern Alps","Alpine",1050,1880
"Festuca varia","Caucasus","Alpine",1000,2900
"Festuca varia","Enscobase","Alpine",1390,3250
"Festuca violacea","Enscobase","Alpine",1390,3250
"Festuca violacea","Northern Alps","Alpine",1390,3250
"Festuca violacea","Southern Alps","Alpine",1390,3250
"Fragaria orientalis","Qinghai-Tibet Plateau","Lowland",600,4000
"Fritillaria legionensis","Cantabrian Mountains","Alpine",1200,2000
"Fritillaria unibracteata","Qinghai-Tibet Plateau","Alpine",3200,4700
"Galeopsis bifida","Qinghai-Tibet Plateau","Lowland",0,4000
"Galium boreale","Qinghai-Tibet Plateau","Alpine",200,4600
"Galium centroniae","Northern Alps","Lowland",0,1390
"Galium centroniae","Southern Alps","Lowland",0,1390
"Galium montis-arerae","Northern Alps","Alpine",1390,3250
"Galium montis-arerae","Southern Alps","Alpine",1390,3250
"Galium obliquum","Enscobase","Lowland",0,1880
"Galium spurium","Qinghai-Tibet Plateau","Lowland",0,2500
"Galium verum","Enscobase","Lowland",0,1390
"Galium verum","Qinghai-Tibet Plateau","Alpine",0,4100
"Gaultheria poeppigii","Central Andes","Alpine",0,2500
"Gaultheria poeppigii","Southern Alps","Alpine",0,2500
"Gaultheria pumila","Central Andes","Alpine",600,3200
"Gaultheria pumila","Southern Alps","Alpine",600,3200
"Gentiana acaulis","Enscobase","Alpine",1390,3250
"Gentiana acaulis","Northern Alps","Alpine",1390,3250
"Gentiana acaulis","Southern Alps","Alpine",1390,3250
"Gentiana algida","Qinghai-Tibet Plateau","Alpine",1200,4200
"Gentiana aquatica","Qinghai-Tibet Plateau","Alpine",1100,4700
"Gentiana aristata","Qinghai-Tibet Plateau","Alpine",1800,4600
"Gentiana brachyphylla","Northern Alps","Alpine",1880,3250
"Gentiana brachyphylla","Southern Alps","Alpine",1880,3250
"Gentiana choanantha","Qinghai-Tibet Plateau","Alpine",2700,4600
"Gentiana clusii","Enscobase","Alpine",1390,3250
"Gentiana clusii","Northern Alps","Alpine",1390,3250
"Gentiana clusii","Southern Alps","Alpine",1390,3250
"Gentiana crassuloides","Qinghai-Tibet Plateau","Alpine",2700,4500
"Gentiana dahurica","Qinghai-Tibet Plateau","Alpine",800,4500
"Gentiana decumbens","Qinghai-Tibet Plateau","Lowland",1200,2700
"Gentiana futtereri","Qinghai-Tibet Plateau","Alpine",2800,3400
"Gentiana leucomelaena","Qinghai-Tibet Plateau","Alpine",1900,5000
"Gentiana lutea","Enscobase","Lowland",1050,1880
"Gentiana lutea","Northern Alps","Alpine",1050,1880
"Gentiana lutea","Southern Alps","Alpine",1050,1880
"Gentiana macrophylla","Qinghai-Tibet Plateau","Lowland",400,3700
"Gentiana nivalis","Enscobase","Alpine",1880,3250
"Gentiana nivalis","Northern Alps","Alpine",1880,3250
"Gentiana nivalis","Southern Alps","Alpine",1880,3250
"Gentiana nubigena","Qinghai-Tibet Plateau","Alpine",3000,5300
"Gentiana officinalis","Qinghai-Tibet Plateau","Alpine",2300,4200
"Gentiana prostrata","Qinghai-Tibet Plateau","Alpine",2000,4700
"Gentiana punctata","Enscobase","Alpine",1390,3250
"Gentiana punctata","Northern Alps","Alpine",1390,3250
"Gentiana punctata","Southern Alps","Alpine",1390,3250
"Gentiana sino-ornata","Qinghai-Tibet Plateau","Alpine",2800,4400
"Gentiana siphonantha","Qinghai-Tibet Plateau","Alpine",1800,4500
"Gentiana spathulifolia","Qinghai-Tibet Plateau","Lowland",2800,3800
"Gentiana squarrosa","Qinghai-Tibet Plateau","Alpine",100,4200
"Gentiana stipitata","Qinghai-Tibet Plateau","Alpine",3200,4200
"Gentiana straminea","Qinghai-Tibet Plateau","Alpine",2000,5000
"Gentiana striata","Qinghai-Tibet Plateau","Lowland",2200,3900
"Gentiana szechenyii","Qinghai-Tibet Plateau","Alpine",3000,4800
"Gentiana verna","Enscobase","Lowland",1050,3250
"Gentiana verna","Northern Alps","Alpine",1050,3250
"Gentiana verna","Southern Alps","Alpine",1050,3250
"Gentianella anisodonta","Northern Alps","Alpine",1390,3250
"Gentianella anisodonta","Southern Alps","Alpine",1390,3250
"Gentianella campestris","Enscobase","Lowland",1050,1880
"Gentianella germanica","Enscobase","Lowland",0,1880
"Gentianella muelleriana","Australian Alps","Alpine",1376,2160
"Gentianopsis barbata","Qinghai-Tibet Plateau","Alpine",700,4700
"Gentianopsis contorta","Qinghai-Tibet Plateau","Lowland",1900,3600
"Gentianopsis paludosa","Qinghai-Tibet Plateau","Alpine",1100,4900
"Geranium pratense","Qinghai-Tibet Plateau","Alpine",1400,4000
"Geranium pylzowianum","Qinghai-Tibet Plateau","Alpine",2500,5000
"Geranium sibiricum","Qinghai-Tibet Plateau","Lowland",2000,3900
"Geranium wilfordii","Qinghai-Tibet Plateau","Lowland",100,1800
"Geum aleppicum","Qinghai-Tibet Plateau","Lowland",200,3500
"Geum montanum","Northern Alps","Alpine",1390,3250
"Geum montanum","Southern Alps","Alpine",1390,3250
"Geum urbanum","Australian Alps","Alpine",785,1580
"Gingidia algens","Australian Alps","Alpine",1600,1880
"Gingidia harveyana","Australian Alps","Alpine",975,1744
"Globularia cordifolia","Enscobase","Lowland",0,3250
"Gnaphalium supinum","Enscobase","Alpine",1880,3250
"Gnaphalium supinum","Northern Alps","Alpine",1880,3250
"Gnaphalium supinum","Southern Alps","Alpine",1880,3250
"Gueldenstaedtia multiflora","Qinghai-Tibet Plateau","Lowland",0,2600
"Gypsophila licentiana","Qinghai-Tibet Plateau","Lowland",500,2000
"Halenia corniculata","Qinghai-Tibet Plateau","Lowland",200,1800
"Halenia elliptica","Qinghai-Tibet Plateau","Alpine",700,4100
"Hedysarum caucasicum","Caucasus","Alpine",1000,2900
"Hedysarum multijugum","Qinghai-Tibet Plateau","Lowland",500,3800
"Hedysarum polybotrys","Qinghai-Tibet Plateau","Lowland",1200,3200
"Hedysarum sikkimense","Qinghai-Tibet Plateau","Alpine",3100,4500
"Hedysarum tanguticum","Qinghai-Tibet Plateau","Alpine",3300,4200
"Helianthemum nummularium","Enscobase","Lowland",0,1880
"Helianthemum oelandicum","Enscobase","Lowland",0,1390
"Helictochloa versicolor","Northern Alps","Alpine",1390,3250
"Helictochloa versicolor","Southern Alps","Alpine",1390,3250
"Helictotrichon altius","Qinghai-Tibet Plateau","Lowland",2000,4000
"Helictotrichon marginatum","Cantabrian Mountains","Alpine",0,2000
"Helictotrichon pratense","Enscobase","Lowland",0,1390
"Helictotrichon tibeticum","Qinghai-Tibet Plateau","Alpine",2600,4600
"Helictotrichon versicolor","Northern Alps","Alpine",1390,3250
"Helictotrichon versicolor","Southern Alps","Alpine",1390,3250
"Heracleum millefolium","Qinghai-Tibet Plateau","Alpine",2800,5000
"Heracleum moellendorffii","Qinghai-Tibet Plateau","Alpine",0,3200
"Heracleum souliei","Qinghai-Tibet Plateau","Lowland",2600,3500
"Heracleum sphondylium","Enscobase","Lowland",0,1880
"Heracleum yungningense","Qinghai-Tibet Plateau","Alpine",2700,4500
"Heteropappus altaicus","Qinghai-Tibet Plateau","Lowland",0,4000
"Heteropappus crenatifolius","Qinghai-Tibet Plateau","Alpine",1200,4100
"Heteropappus gouldii","Qinghai-Tibet Plateau","Alpine",2900,5600
"Hieracium villosum","Enscobase","Alpine",1390,3250
"Hierochloe laxa","Qinghai-Tibet Plateau","Lowland",2500,3000
"Hippocrepis comosa","Enscobase","Lowland",0,1880
"Hippuris vulgaris","Qinghai-Tibet Plateau","Alpine",0,5000
"Homogyne alpina","Northern Alps","Alpine",1390,3250
"Homogyne alpina","Southern Alps","Alpine",1390,3250
"Hordelymus europaeus","Qinghai-Tibet Plateau","Lowland",NA,NA
"Horminum pyrenaicum","Northern Alps","Alpine",1050,1880
"Horminum pyrenaicum","Southern Alps","Alpine",1050,1880
"Hornungia pauciflora","Northern Alps","Alpine",1050,1880
"Hornungia pauciflora","Southern Alps","Alpine",1050,1880
"Humulus lupulus","Qinghai-Tibet Plateau","Lowland",NA,NA
"Hylotelephium angustum","Qinghai-Tibet Plateau","Lowland",1400,3500
"Hyoscyamus niger","Qinghai-Tibet Plateau","Lowland",700,3600
"Hypericum ascyron","Qinghai-Tibet Plateau","Lowland",0,2800
"Hypericum attenuatum","Qinghai-Tibet Plateau","Lowland",0,2000
"Hypericum japonicum","Qinghai-Tibet Plateau","Lowland",0,3000
"Hypericum maculatum","Enscobase","Lowland",0,1880
"Hypericum maculatum","Northern Alps","Alpine",0,1880
"Hypericum maculatum","Southern Alps","Alpine",0,1880
"Hypericum przewalskii","Qinghai-Tibet Plateau","Lowland",2100,3400
"Hypericum richeri","Northern Alps","Alpine",1050,1880
"Hypericum richeri","Southern Alps","Alpine",1050,1880
"Hypochaeris maculata","Enscobase","Lowland",0,1880
"Hypochaeris tenuifolia","Central Andes","Alpine",2500,3400
"Hypochaeris tenuifolia","Southern Alps","Alpine",2500,3400
"Impatiens noli-tangere","Qinghai-Tibet Plateau","Lowland",900,2400
"Incarvillea compacta","Qinghai-Tibet Plateau","Alpine",2600,4100
"Incarvillea diffusa","Qinghai-Tibet Plateau","Lowland",1400,2700
"Incarvillea sinensis","Qinghai-Tibet Plateau","Lowland",500,2500
"Indigofera silvestrii","Qinghai-Tibet Plateau","Lowland",100,2700
"Inula japonica","Qinghai-Tibet Plateau","Lowland",100,2400
"Iris lactea","Qinghai-Tibet Plateau","Lowland",600,3800
"Iris oxypetala","Qinghai-Tibet Plateau","Lowland",600,3800
"Iris tenuifolia","Qinghai-Tibet Plateau","Lowland",1300,3700
"Isodon henryi","Qinghai-Tibet Plateau","Lowland",300,2600
"Isodon japonicus","Qinghai-Tibet Plateau","Lowland",0,2100
"Isolepis crassiuscula","Australian Alps","Alpine",680,2097
"Isolepis setacea","Qinghai-Tibet Plateau","Alpine",1800,4600
"Jacobaea argunensis","Qinghai-Tibet Plateau","Lowland",500,3300
"Jacobaea incana","Enscobase","Alpine",1390,3250
"Jacobaea incana","Northern Alps","Alpine",1390,3250
"Jacobaea incana","Southern Alps","Alpine",1390,3250
"Jasione cavanillesii","Cantabrian Mountains","Alpine",1650,2460
"Jasione laevis","Enscobase","Alpine",NA,NA
"Juncus allioides","Qinghai-Tibet Plateau","Alpine",1700,4700
"Juncus amplifolius","Qinghai-Tibet Plateau","Alpine",1700,4900
"Juncus bufonius","Qinghai-Tibet Plateau","Lowland",100,3500
"Juncus effusus","Qinghai-Tibet Plateau","Lowland",200,3400
"Juncus falcatus","Australian Alps","Alpine",700,1959
"Juncus giganteus","Qinghai-Tibet Plateau","Lowland",3200,3200
"Juncus himalensis","Qinghai-Tibet Plateau","Alpine",2400,4300
"Juncus leucanthus","Qinghai-Tibet Plateau","Alpine",3000,4200
"Juncus monanthos","Northern Alps","Alpine",1390,3250
"Juncus monanthos","Southern Alps","Alpine",1390,3250
"Juncus potaninii","Qinghai-Tibet Plateau","Alpine",2300,4200
"Juncus prismatocarpus","Qinghai-Tibet Plateau","Lowland",0,3000
"Juncus sphacelatus","Qinghai-Tibet Plateau","Alpine",3300,4800
"Juncus thomsonii","Qinghai-Tibet Plateau","Alpine",2800,5000
"Juncus trifidus","Enscobase","Alpine",1390,3250
"Juncus trifidus","Northern Alps","Alpine",1390,3250
"Juncus trifidus","Southern Alps","Alpine",1390,3250
"Jurinea humilis","Cantabrian Mountains","Alpine",800,1900
"Kalimeris hispida","Qinghai-Tibet Plateau","Lowland",0,2400
"Kalimeris mongolica","Qinghai-Tibet Plateau","Lowland",0,1300
"Kelleria dieffenbachii","Australian Alps","Alpine",1950,2100
"Kobresia capillifolia","Qinghai-Tibet Plateau","Alpine",2000,4800
"Kobresia humilis","Qinghai-Tibet Plateau","Alpine",2500,4400
"Kobresia kansuensis","Qinghai-Tibet Plateau","Alpine",3000,4700
"Kobresia macrantha","Qinghai-Tibet Plateau","Alpine",2500,4800
"Kobresia myosuroides","Cantabrian Mountains","Alpine",1700,2800
"Kobresia myosuroides","Northern Alps","Alpine",1880,3250
"Kobresia myosuroides","Qinghai-Tibet Plateau","Alpine",1500,4500
"Kobresia myosuroides","Southern Alps","Alpine",1880,3250
"Kobresia pygmaea","Qinghai-Tibet Plateau","Alpine",3100,5600
"Kobresia setschwanensis","Qinghai-Tibet Plateau","Alpine",2300,4300
"Kobresia tibetica","Qinghai-Tibet Plateau","Alpine",2500,4600
"Koeleria litvinowii","Qinghai-Tibet Plateau","Alpine",3000,5200
"Koeleria pyramidata","Qinghai-Tibet Plateau","Lowland",0,3900
"Koeleria vallesiana","Enscobase","Lowland",0,1880
"Krascheninnikovia ceratoides","Qinghai-Tibet Plateau","Lowland",NA,NA
"Kunzea muelleri","Australian Alps","Alpine",1300,1860
"Lagotis brachystachya","Qinghai-Tibet Plateau","Alpine",3200,4500
"Lamium amplexicaule","Qinghai-Tibet Plateau","Lowland",0,4000
"Lancea tibetica","Qinghai-Tibet Plateau","Alpine",2000,4500
"Lappula intermedia","Qinghai-Tibet Plateau","Lowland",NA,NA
"Laretia acaulis","Central Andes","Alpine",2000,3500
"Laretia acaulis","Southern Alps","Alpine",2000,3500
